Book,Page,Type,Category,Legendary,CR,PB,XP,HP,AC,adj HP,adj AC,AB,adj AB,DPR,adj DPR
MOoT,242.0,fey,generic,N,1.0,2,200.0,33.0,13.0,33.0,15.0,5.0,5.0,12.0,12.0
MM,268.0,construct,generic,N,1.0,2,200.0,36.0,11.0,72.0,11.0,3.0,3.0,12.0,12.0
TftYP,243.0,humanoid,unique,N,0.5,2,100.0,19.5,18.0,19.5,18.0,6.0,6.0,8.0,8.0
CoS,139.0,undead,unique,N,6.0,3,2300.0,136.0,13.0,166.0,15.0,7.0,7.0,46.333332,46.333332
VGtM,189.0,humanoid,generic,N,1.0,2,200.0,32.5,11.0,32.5,11.0,4.0,4.0,12.0,12.0
BGDiA,234.0,humanoid,generic,N,1.0,2,200.0,32.5,12.0,32.5,17.0,2.0,2.0,22.0,22.0
MM,279.0,undead,generic,N,1.0,2,200.0,22.5,12.0,44.0,12.0,4.0,4.0,10.0,10.0
MM,328.0,beast,generic,N,1.0,2,200.0,26.0,14.0,26.0,15.0,5.0,5.0,15.0,15.0
MM,230.0,plant,generic,N,1.0,2,200.0,45.0,13.0,45.0,13.0,5.0,5.0,12.0,12.0
OotA,231.0,monstrosity,generic,N,1.0,2,200.0,30.0,14.0,30.0,14.0,5.0,5.0,15.0,15.0
VGtM,143.0,monstrosity,generic,N,1.0,2,200.0,22.5,14.0,38.0,14.0,6.0,6.0,16.0,16.0
ToA,232.0,monstrosity,generic,N,1.0,2,200.0,27.5,12.0,37.0,12.0,4.0,4.0,16.333334,16.333334
EGtW,221.0,humanoid,unique,N,1.0,2,200.0,45.5,16.0,54.0,16.0,5.0,5.0,7.5,7.5
VRGtR,254.0,undead,generic,N,1.0,2,200.0,22.5,10.0,45.0,10.0,4.0,6.0,19.166666,19.166666
ToA,232.0,humanoid,generic,N,1.0,2,200.0,40.5,14.0,40.5,14.0,5.0,5.0,14.0,14.0
VGtM,197.0,plant,generic,N,1.0,2,200.0,27.5,14.0,42.0,14.0,3.0,3.0,8.0,8.0
GGtR,233.0,humanoid,generic,N,1.0,2,200.0,27.0,13.0,27.0,17.0,4.0,4.0,12.0,12.0
MM,288.0,humanoid,generic,N,1.0,2,200.0,33.0,15.0,33.0,15.0,3.0,3.0,10.0,10.0
VGtM,194.0,fiend,generic,N,1.0,2,200.0,13.5,12.0,26.0,12.0,4.0,4.0,15.0,15.0
MM,329.0,beast,generic,N,1.0,2,200.0,22.5,10.0,22.5,10.0,4.0,5.0,16.0,16.0
ERftLW,320.0,humanoid,generic,N,1.0,2,200.0,30.0,16.0,30.0,16.0,5.0,5.0,12.0,12.0
MM,321.0,beast,generic,N,1.0,2,200.0,37.5,14.0,37.5,14.0,5.0,6.0,10.0,10.0
VGtM,200.0,humanoid,generic,N,1.0,2,200.0,22.5,15.0,28.0,15.0,3.0,3.0,15.666667,15.666667
IDRotF,163.0,monstrosity,generic,N,1.0,2,200.0,32.5,12.0,32.5,12.0,3.0,3.0,10.5,10.5
MM,310.0,humanoid,generic,N,1.0,2,200.0,40.5,11.0,40.5,13.0,3.0,3.0,11.0,11.0
CoS,241.0,undead,generic,N,1.0,2,200.0,30.0,8.0,30.0,8.0,3.0,3.0,11.0,11.0
GoS,230.0,monstrosity,generic,N,0.5,2,100.0,11.0,14.0,11.0,14.0,6.0,6.0,22.0,22.0
MOoT,209.0,construct,generic,N,0.5,2,100.0,18.0,14.0,18.0,14.0,5.0,5.0,11.0,11.0
SKT,224.0,monstrosity,unique,LL,25.0,8,75000.0,472.5,18.0,702.5,26.0,17.0,17.0,332.0,332.0
MM,317.0,beast,generic,N,0.5,2,100.0,19.5,12.0,19.5,12.0,5.0,5.0,12.0,12.0
BGDiA,133.0,fey,unique,N,7.0,3,2900.0,165.0,18.0,247.5,20.0,9.0,9.0,18.0,18.0
CoS,229.0,humanoid,generic,N,0.5,2,100.0,16.5,10.0,16.5,10.0,4.0,4.0,11.666667,11.666667
MM,318.0,beast,generic,N,0.5,2,100.0,19.5,11.0,19.5,11.0,4.0,4.0,12.0,12.0
MM,32.0,plant,generic,N,0.5,2,100.0,26.0,12.0,26.0,12.0,4.0,4.0,9.0,9.0
TftYP,102.0,humanoid,unique,N,5.0,3,1800.0,58.5,12.0,116.0,17.0,4.0,4.0,36.0,36.0
ERftLW,317.0,humanoid,generic,N,0.5,2,100.0,22.0,13.0,22.0,13.0,4.0,4.0,9.0,9.0
TftYP,53.0,humanoid,unique,N,2.0,2,450.0,45.5,16.0,45.5,21.0,4.0,4.0,21.0,21.0
VGtM,131.0,monstrosity,generic,N,0.5,2,100.0,18.0,14.0,18.0,14.0,4.0,4.0,13.5,13.5
MM,42.0,monstrosity,generic,N,0.5,2,100.0,27.0,11.0,54.0,11.0,3.0,3.0,3.0,3.0
GGtR,195.0,fiend,generic,N,0.5,2,100.0,10.5,15.0,21.0,15.0,5.0,5.0,8.166667,8.166667
MM,320.0,beast,generic,N,0.5,2,100.0,19.5,12.0,19.5,12.0,4.0,4.0,7.0,7.0
PotA,205.0,humanoid,generic,N,0.5,2,100.0,22.0,14.0,22.0,14.0,4.0,4.0,11.0,11.0
VGtM,134.0,fey,generic,N,0.5,2,100.0,13.5,14.0,13.5,14.0,5.0,5.0,12.5,12.5
IDRotF,144.0,humanoid,unique,N,0.5,2,100.0,33.0,14.0,33.0,18.0,5.0,5.0,7.6666665,7.6666665
MM,46.0,monstrosity,generic,N,0.5,2,100.0,22.5,11.0,22.5,11.0,5.0,9.0,6.0,6.0
VRGtR,232.0,undead,generic,N,0.5,2,100.0,17.5,16.0,17.5,16.0,3.0,3.0,11.5,11.5
VRGtR,232.0,undead,generic,N,0.5,2,100.0,17.5,16.0,17.5,16.0,3.0,3.0,10.0,10.0
VRGtR,232.0,undead,generic,N,0.5,2,100.0,17.5,16.0,26.3,16.0,3.0,3.0,3.5,3.5
ERftLW,291.0,aberration,generic,N,0.5,2,100.0,13.5,15.0,13.5,15.0,4.0,4.0,19.5,19.5
FToD,178.0,monstrosity,generic,N,0.5,2,100.0,22.0,14.0,22.0,14.0,3.0,3.0,9.0,9.0
HotDQ,88.0,dragon,generic,N,0.5,2,100.0,22.0,13.0,22.0,13.0,4.0,5.0,6.3333335,6.3333335
VGtM,142.0,humanoid,generic,N,0.5,2,100.0,22.0,16.0,22.0,16.0,3.0,3.0,9.0,9.0
BGDiA,232.0,humanoid,generic,N,0.5,2,100.0,22.0,18.0,22.0,20.0,5.0,5.0,6.0,6.0
MM,138.0,plant,generic,N,0.5,2,100.0,1.5,5.0,1.5,5.0,7.0,7.0,7.3333335,7.3333335
VGtM,126.0,aberration,generic,N,0.5,2,100.0,13.5,13.0,13.5,14.0,4.0,4.0,10.5,10.5
FToD,23.0,beast,generic,N,0.5,2,100.0,26.0,12.0,26.0,12.0,4.0,4.0,7.5,7.5
MM,163.0,humanoid,generic,N,0.5,2,100.0,22.5,15.0,22.5,15.0,4.0,4.0,7.0,7.0
VGtM,154.0,humanoid,generic,N,0.5,2,100.0,22.0,13.0,22.0,13.0,4.0,4.0,13.0,15.0
IDRotF,303.0,aberration,generic,N,0.5,2,100.0,10.5,8.0,14.5,10.0,0.0,0.0,12.333333,12.333333
MM,164.0,humanoid,generic,N,0.5,2,100.0,16.5,15.0,16.5,20.0,4.0,4.0,6.0,6.0
MM,326.0,beast,generic,N,0.5,2,100.0,19.5,11.0,19.5,11.0,5.0,5.0,9.666667,9.666667
MM,243.0,ooze,generic,N,0.5,2,100.0,22.5,8.0,22.5,8.0,3.0,3.0,11.5,11.5
MM,240.0,ooze,generic,N,0.5,2,100.0,22.5,8.0,22.5,8.0,3.0,3.0,11.5,11.5
WDotMM,142.0,construct,unique,N,11.0,4,7200.0,230.0,17.0,287.5,19.0,10.0,10.0,38.0,38.0
MOoT,227.0,monstrosity,generic,N,0.5,2,100.0,22.0,13.0,22.0,13.0,4.0,4.0,10.166667,10.166667
CM,164.0,humanoid,unique,N,8.0,3,3900.0,76.5,17.0,183.0,17.0,7.0,7.0,25.5,25.5
MM,186.0,humanoid,generic,N,0.5,2,100.0,11.0,18.0,11.0,18.0,3.0,3.0,12.0,12.0
GGtR,218.0,humanoid,generic,N,0.5,2,100.0,22.0,13.0,22.0,13.0,5.0,5.0,13.0,13.0
MM,193.0,humanoid,generic,N,0.5,2,100.0,18.0,12.0,36.0,12.0,4.0,5.0,5.0,5.0
ToA,225.0,beast,generic,N,0.5,2,100.0,16.5,14.0,16.5,14.0,4.0,4.0,11.333333,11.333333
CM,136.0,construct,generic,N,0.5,2,100.0,15.0,16.0,15.0,16.0,4.0,4.0,11.5,11.5
GoS,238.0,humanoid,generic,N,0.5,2,100.0,16.5,14.0,16.5,14.0,3.0,3.0,12.0,12.0
GGtR,213.0,humanoid,generic,N,0.5,2,100.0,27.5,18.0,27.5,18.0,4.0,5.0,6.5,6.5
MM,204.0,humanoid,generic,N,0.5,2,100.0,22.0,15.0,22.0,15.0,4.0,4.0,10.0,10.0
GoS,243.0,humanoid,generic,N,0.5,2,100.0,22.0,13.0,22.0,13.0,3.0,3.0,10.0,10.0
MM,212.0,elemental,generic,N,0.5,2,100.0,9.0,14.0,18.0,14.0,4.0,4.0,15.333333,15.333333
ToA,231.0,construct,unique,N,12.0,4,8400.0,157.5,15.0,196.3,15.0,10.0,10.0,80.0,80.0
MM,215.0,elemental,generic,N,0.5,2,100.0,17.5,12.0,34.0,12.0,4.0,4.0,4.0,4.0
MM,215.0,elemental,generic,N,0.5,2,100.0,21.0,11.0,21.0,11.0,3.0,3.0,8.0,8.0
MM,216.0,elemental,generic,N,0.5,2,100.0,22.5,11.0,22.5,11.0,3.0,3.0,17.666666,17.666666
MM,232.0,plant,generic,N,0.5,2,100.0,22.0,12.0,22.0,12.0,2.0,2.0,10.0,10.0
BGDiA,234.0,humanoid,generic,N,0.5,2,100.0,13.0,11.0,13.0,11.0,5.0,5.0,8.0,8.0
CoS,239.0,undead,unique,LL,15.0,5,13000.0,144.5,16.0,423.1,18.0,9.0,9.0,130.66667,130.66667
CoS,227.0,construct,unique,N,6.0,3,2300.0,112.5,21.0,168.8,21.0,6.0,6.0,26.0,26.0
BGDiA,239.0,fiend,generic,N,0.5,2,100.0,11.0,13.0,22.0,13.0,5.0,5.0,10.0,10.0
MToF,168.0,fiend,generic,N,0.5,2,100.0,11.0,13.0,22.0,13.0,5.0,5.0,9.0,9.0
MM,246.0,humanoid,generic,N,0.5,2,100.0,15.0,13.0,15.0,13.0,5.0,5.0,11.0,11.0
VGtM,184.0,humanoid,generic,N,0.5,2,100.0,30.0,9.0,30.0,9.0,4.0,4.0,16.333334,18.333334
ERftLW,304.0,fiend,unique,L,28.0,8,120000.0,475.0,22.0,706.3,31.0,18.0,18.0,239.0,239.0
MM,252.0,monstrosity,generic,N,0.5,2,100.0,22.5,15.0,12.5,15.0,3.0,3.0,7.0,7.0
GoS,247.0,humanoid,generic,N,0.5,2,100.0,27.5,12.0,27.5,12.0,5.0,5.0,7.0,7.0
VRGtR,227.0,plant,generic,N,0.5,2,100.0,26.0,10.0,26.0,10.0,4.0,4.0,5.5,5.5
GGtR,239.0,humanoid,generic,N,0.5,2,100.0,11.0,14.0,11.0,18.0,4.0,8.0,11.0,11.0
MM,262.0,monstrosity,generic,N,0.5,2,100.0,27.5,14.0,27.5,14.0,3.0,3.0,5.0,5.0
PotA,196.0,humanoid,generic,N,0.5,2,100.0,22.0,14.0,22.0,15.0,4.0,4.0,10.0,10.0
CM,9.0,humanoid,generic,N,0.5,2,100.0,22.5,13.0,22.5,18.0,6.0,6.0,9.0,9.0
MM,263.0,humanoid,generic,N,0.5,2,100.0,22.0,12.0,22.0,12.0,3.0,7.0,8.0,8.0
MM,267.0,fey,generic,N,0.5,2,100.0,31.5,14.0,31.5,16.0,3.0,3.0,6.0,6.0
GGtR,243.0,humanoid,generic,N,0.5,2,100.0,11.0,16.0,11.0,16.0,4.0,4.0,12.333333,12.333333
MM,349.0,humanoid,generic,N,0.5,2,100.0,16.5,13.0,16.5,13.0,4.0,4.0,12.0,12.0
GoS,237.0,beast,generic,N,0.5,2,100.0,19.5,14.0,19.5,14.0,4.0,4.0,13.0,13.0
MM,328.0,beast,generic,N,0.5,2,100.0,16.5,13.0,16.5,13.0,3.0,3.0,6.3333335,6.3333335
MM,269.0,undead,generic,N,0.5,2,100.0,16.5,12.0,33.0,16.0,4.0,4.0,9.0,9.0
MM,336.0,beast,generic,N,0.5,2,100.0,22.0,12.0,22.0,12.0,4.0,5.0,6.0,6.0
ERftLW,319.0,humanoid,generic,N,0.5,2,100.0,19.5,14.0,24.5,14.0,5.0,5.0,12.0,12.0
GoS,253.0,undead,generic,N,0.5,2,100.0,32.5,11.0,32.5,13.0,3.0,3.0,10.0,10.0
MM,273.0,undead,generic,N,0.5,2,100.0,22.5,13.0,22.5,13.0,6.0,6.0,11.0,11.0
MToF,227.0,humanoid,generic,N,0.5,2,100.0,18.0,14.0,18.0,18.0,6.0,10.0,13.5,13.5
HotDQ,93.0,humanoid,unique,N,5.0,3,1800.0,58.5,18.0,68.0,18.0,5.0,5.0,39.0,39.0
GGtR,226.0,humanoid,generic,N,0.5,2,100.0,16.5,18.0,16.5,19.0,3.0,3.0,13.0,13.0
MM,338.0,beast,generic,N,0.5,2,100.0,22.5,12.0,45.0,12.0,3.0,3.0,7.5,7.5
MM,286.0,monstrosity,unique,L,30.0,9,155000.0,676.5,25.0,766.0,29.0,19.0,19.0,249.33333,249.33333
TftYP,244.0,undead,unique,L,13.0,5,10000.0,105.0,16.0,243.8,23.0,9.0,9.0,120.0,120.0
WDH,200.0,humanoid,unique,N,9.0,4,5000.0,149.5,18.0,199.0,18.0,8.0,8.0,31.333334,31.333334
TftYP,245.0,monstrosity,unique,N,4.0,2,1100.0,102.0,13.0,102.0,13.0,5.0,5.0,28.0,28.0
BGDiA,42.0,humanoid,unique,N,0.5,2,100.0,40.5,10.0,40.5,10.0,3.0,3.0,4.0,4.0
VGtM,208.0,beast,generic,N,0.5,2,100.0,22.5,8.0,45.0,8.0,0.0,0.0,10.5,10.5
GGtR,221.0,construct,generic,N,0.5,2,100.0,31.5,12.0,31.5,12.0,4.0,4.0,7.0,7.0
MM,350.0,humanoid,generic,N,0.5,2,100.0,32.5,11.0,32.5,11.0,4.0,5.0,10.0,10.0
ToA,234.0,plant,generic,N,0.5,2,100.0,11.0,10.0,29.0,10.0,2.0,2.0,12.0,12.0
TftYP,173.0,giant,unique,N,7.0,3,2900.0,126.5,17.0,126.5,19.0,10.0,10.0,40.0,40.0
MM,225.0,construct,generic,N,0.5,2,100.0,16.5,15.0,16.5,15.0,3.0,3.0,12.0,12.0
ERftLW,312.0,fey,generic,N,0.5,2,100.0,19.5,14.0,19.5,14.0,5.0,5.0,6.5,6.5
ERftLW,313.0,fey,generic,N,0.5,2,100.0,22.5,13.0,22.5,13.0,5.0,5.0,10.0,10.0
TftYP,246.0,plant,unique,N,0.5,2,100.0,32.5,11.0,32.5,11.0,3.0,3.0,11.0,11.0
MM,340.0,beast,generic,N,0.5,2,100.0,19.5,11.0,19.5,11.0,6.0,6.0,14.666667,14.666667
MM,329.0,beast,generic,N,0.5,2,100.0,13.5,12.0,13.5,12.0,4.0,4.0,15.0,15.0
GoS,256.0,monstrosity,unique,L,6.0,3,2300.0,93.5,12.0,133.5,12.0,7.0,7.0,43.0,43.0
MM,341.0,monstrosity,generic,N,0.5,2,100.0,26.0,13.0,26.0,13.0,5.0,5.0,10.0,10.0
ToA,241.0,monstrosity,generic,N,0.5,2,100.0,27.0,10.0,27.0,12.0,3.0,3.0,8.0,8.0
MM,12.0,humanoid,generic,N,0.25,2,50.0,13.5,12.0,13.5,12.0,4.0,4.0,5.5,6.6666665
BGDiA,97.0,fiend,generic,N,0.25,2,50.0,10.5,13.0,15.8,13.0,4.0,4.0,9.0,9.0
MToF,136.0,fiend,generic,N,0.25,2,50.0,18.0,11.0,36.0,11.0,3.0,3.0,5.5,5.5
PotA,192.0,humanoid,unique,N,3.0,2,700.0,70.5,16.0,70.5,19.0,5.0,5.0,23.333334,23.333334
BGDiA,34.0,humanoid,unique,N,0.125,2,25.0,5.0,9.0,5.0,13.0,5.0,5.0,4.0,4.0
RoT,92.0,fiend,unique,L,30.0,9,155000.0,615.0,25.0,1106.3,29.0,19.0,19.0,480.0,480.0
FToD,166.0,dragon,unique,L,30.0,9,155000.0,574.0,23.0,905.0,25.0,19.0,19.0,198.16667,198.16667
MToF,178.0,fiend,unique,L,16.0,5,15000.0,127.5,20.0,308.8,24.0,9.0,9.0,50.0,50.0
BR,162.0,humanoid,generic,N,0.25,2,50.0,9.0,10.0,9.0,12.0,4.0,4.0,4.5,4.5
ToA,210.0,humanoid,generic,N,0.25,2,50.0,30.0,13.0,30.0,13.0,3.0,3.0,4.0,4.0
MOoT,254.0,monstrosity,unique,L,26.0,8,90000.0,409.5,22.0,624.4,24.0,18.0,18.0,153.0,153.0
GGtR,239.0,humanoid,generic,N,0.25,2,50.0,11.0,13.0,11.0,13.0,4.0,4.0,9.5,9.5
CM,20.0,construct,generic,N,0.25,2,50.0,17.5,15.0,17.5,17.0,5.0,5.0,11.0,11.0
VGtM,209.0,humanoid,generic,N,0.25,2,50.0,9.0,10.0,9.0,10.0,4.0,4.0,15.833333,15.833333
BR,118.0,beast,generic,N,0.25,2,50.0,19.5,11.0,19.5,11.0,4.0,4.0,6.5,6.5
BR,130.0,beast,generic,N,0.25,2,50.0,13.0,10.0,13.0,10.0,3.0,3.0,11.0,11.0
BR,130.0,beast,generic,N,0.25,2,50.0,22.0,13.0,22.0,13.0,4.0,4.0,5.5,5.5
MM,32.0,plant,generic,N,0.25,2,50.0,11.0,12.0,11.0,12.0,3.0,3.0,8.0,8.0
BGDiA,112.0,monstrosity,unique,N,11.0,4,7200.0,168.0,17.0,210.0,17.0,11.0,11.0,59.0,59.0
BR,119.0,fey,generic,N,0.25,2,50.0,22.0,13.0,22.0,13.0,3.0,3.0,4.5,4.5
BR,120.0,beast,generic,N,0.25,2,50.0,11.0,11.0,18.0,11.0,3.0,3.0,5.6666665,5.6666665
BGDiA,119.0,monstrosity,generic,N,0.25,2,50.0,27.5,12.0,27.5,12.0,2.0,2.0,13.0,13.0
CoS,226.0,construct,generic,N,0.25,2,50.0,17.5,15.0,17.5,15.0,5.0,5.0,10.0,10.0
MM,35.0,humanoid,generic,N,0.25,2,50.0,11.0,15.0,11.0,15.0,3.0,3.0,8.0,8.0
BR,131.0,beast,generic,N,0.25,2,50.0,4.5,13.0,4.5,13.0,4.0,4.0,15.0,15.0
VGtM,207.0,beast,generic,N,0.25,2,50.0,15.0,10.0,15.0,10.0,6.0,6.0,9.833333,9.833333
OotA,224.0,humanoid,generic,N,0.25,2,50.0,13.5,13.0,13.5,15.0,4.0,4.0,6.0,6.0
VGtM,139.0,beast,generic,N,0.25,2,50.0,19.5,12.0,19.5,12.0,4.0,4.0,9.0,9.0
MM,57.0,fiend,generic,N,0.25,2,50.0,18.0,11.0,18.0,11.0,2.0,2.0,8.5,8.5
MM,128.0,humanoid,generic,N,0.25,2,50.0,13.5,15.0,13.5,17.0,4.0,4.0,5.5,5.5
WDotMM,294.0,construct,unique,N,22.0,7,41000.0,210.0,20.0,488.8,27.0,12.0,12.0,120.666664,120.666664
MM,225.0,construct,generic,N,0.25,2,50.0,11.0,15.0,11.0,15.0,3.0,3.0,9.0,9.0
BR,125.0,beast,generic,N,0.25,2,50.0,13.0,10.0,13.0,10.0,5.0,5.0,9.833333,9.833333
ERftLW,289.0,beast,generic,N,0.25,2,50.0,9.0,14.0,9.0,15.0,6.0,6.0,8.5,8.5
MM,20.0,construct,generic,N,0.25,2,50.0,17.5,17.0,17.5,17.0,3.0,3.0,5.5,5.5
BR,133.0,beast,generic,N,0.25,2,50.0,18.0,11.0,18.0,11.0,3.0,3.0,6.1666665,6.1666665
GGtR,231.0,humanoid,generic,N,0.25,2,50.0,19.5,20.0,19.5,24.0,4.0,4.0,5.5,5.5
MM,138.0,plant,generic,N,0.25,2,50.0,18.0,5.0,18.0,5.0,2.0,2.0,10.5,10.5
VGtM,155.0,undead,generic,N,0.25,2,50.0,11.0,12.0,11.0,12.0,4.0,4.0,10.5,13.5
MM,166.0,humanoid,generic,N,0.25,2,50.0,7.0,15.0,7.0,19.0,4.0,8.0,5.5,5.5
GGtR,167.0,humanoid,generic,N,0.25,2,50.0,10.5,14.0,10.5,18.0,5.0,9.0,7.5,7.5
GGtR,252.0,fey,unique,L,18.0,6,20000.0,252.0,17.0,342.0,21.0,16.0,16.0,107.0,107.0
MM,175.0,humanoid,generic,N,0.25,2,50.0,11.0,11.0,11.0,11.0,5.0,5.0,8.0,8.0
SKT,107.0,plant,unique,N,9.0,4,5000.0,138.0,16.0,300.0,16.0,10.0,10.0,42.666668,42.666668
CM,99.0,humanoid,generic,N,0.25,2,50.0,13.5,12.0,13.5,12.0,4.0,4.0,9.0,9.0
VGtM,156.0,humanoid,generic,N,0.25,2,50.0,11.0,12.0,11.0,12.0,4.0,4.0,9.5,9.5
VGtM,140.0,beast,generic,N,0.25,2,50.0,19.5,11.0,19.5,11.0,4.0,4.0,7.5,7.5
BR,124.0,beast,generic,N,0.25,2,50.0,19.5,10.0,19.5,10.0,6.0,6.0,9.0,9.0
BGDiA,70.0,humanoid,unique,N,5.0,3,1800.0,112.5,20.0,112.5,20.0,7.0,7.0,32.0,32.0
BR,151.0,beast,generic,N,0.25,2,50.0,13.0,10.0,13.0,10.0,5.0,5.0,8.0,8.0
OotA,225.0,aberration,generic,N,0.25,2,50.0,18.0,15.0,18.0,14.0,3.0,3.0,4.5,7.0
ERftLW,317.0,humanoid,generic,N,0.25,2,50.0,16.5,12.0,16.5,12.0,4.0,4.0,11.0,11.0
MM,194.0,humanoid,generic,N,0.25,2,50.0,13.5,13.0,13.5,13.0,5.0,6.0,6.5,6.5
VGtM,166.0,humanoid,generic,N,0.25,2,50.0,13.5,12.0,13.5,12.0,4.0,5.0,7.0,7.0
MM,195.0,humanoid,generic,N,0.25,2,50.0,7.5,13.0,7.5,13.0,5.0,6.0,6.5,6.5
MM,199.0,humanoid,generic,N,0.25,2,50.0,18.0,13.0,18.0,13.0,3.0,3.0,4.5,4.5
BR,134.0,beast,generic,N,0.25,2,50.0,19.5,12.0,19.5,12.0,4.0,4.0,6.5,6.5
GoS,241.0,humanoid,generic,N,0.25,2,50.0,16.5,13.0,16.5,13.0,4.0,4.0,5.0,5.0
WDH,217.0,humanoid,unique,N,13.0,5,10000.0,126.5,17.0,126.5,21.0,12.0,12.0,161.0,161.0
MM,216.0,elemental,generic,N,0.25,2,50.0,27.0,11.0,27.0,11.0,3.0,3.0,4.5,4.5
MM,217.0,elemental,generic,N,0.25,2,50.0,22.5,12.0,22.5,12.0,4.0,4.0,4.5,4.5
MM,217.0,elemental,generic,N,0.25,2,50.0,21.0,10.0,21.0,10.0,2.0,2.0,7.8333335,7.8333335
FToD,210.0,construct,generic,N,0.25,2,50.0,14.0,14.0,14.0,14.0,4.0,4.0,4.5,4.5
CoS,234.0,humanoid,generic,N,0.25,2,50.0,26.0,11.0,26.0,11.0,3.0,3.0,6.0,6.0
BGDiA,233.0,humanoid,generic,N,0.25,2,50.0,11.0,12.0,11.0,12.0,4.0,4.0,8.0,8.0
MToF,217.0,ooze,generic,N,0.25,2,50.0,18.0,13.0,18.0,13.0,5.0,5.0,8.0,8.0
BR,134.0,beast,generic,N,0.25,2,50.0,19.5,12.0,19.5,14.0,3.0,3.0,8.0,8.0
GoS,256.0,construct,unique,L,8.0,3,3900.0,114.0,14.0,174.0,14.0,6.0,10.0,60.0,60.0
VGtM,208.0,beast,generic,N,0.25,2,50.0,15.0,10.0,15.0,10.0,6.0,6.0,9.833333,9.833333
BR,148.0,beast,generic,N,0.25,2,50.0,13.5,12.0,13.5,12.0,4.0,4.0,7.0,7.0
PotA,203.0,humanoid,unique,N,9.0,4,5000.0,112.5,15.0,152.5,20.0,8.0,8.0,67.333336,67.333336
MM,253.0,fey,generic,N,0.25,2,50.0,1.5,15.0,1.5,21.0,4.0,4.0,0.0,0.0
BR,134.0,beast,generic,N,0.25,2,50.0,11.0,14.0,11.0,14.0,6.0,6.0,17.0,17.0
MM,254.0,dragon,generic,N,0.25,2,50.0,7.0,13.0,7.0,15.0,4.0,4.0,4.5,4.5
IDRotF,273.0,humanoid,unique,N,4.0,2,1100.0,67.5,13.0,74.5,13.0,6.0,6.0,28.666666,28.666666
MM,80.0,beast,generic,N,0.25,2,50.0,13.5,13.0,13.5,15.0,3.0,3.0,6.0,6.0
MOoT,240.0,undead,generic,N,0.25,2,50.0,11.0,13.0,11.0,13.0,4.0,4.0,9.0,9.0
VGtM,207.0,beast,generic,N,0.25,2,50.0,15.0,10.0,15.0,10.0,6.0,6.0,9.833333,9.833333
VGtM,207.0,beast,generic,N,0.25,2,50.0,13.0,10.0,13.0,10.0,6.0,6.0,9.833333,9.833333
WDH,218.0,humanoid,unique,N,10.0,4,5900.0,97.5,15.0,97.5,15.0,7.0,7.0,69.333336,69.333336
CoS,241.0,undead,unique,N,7.0,3,2900.0,192.0,17.0,222.0,19.0,9.0,9.0,40.0,40.0
ToA,235.0,humanoid,unique,N,0.25,2,50.0,31.5,11.0,31.5,11.0,3.0,3.0,3.0,3.0
MM,272.0,undead,generic,N,0.25,2,50.0,13.0,13.0,13.0,13.0,4.0,4.0,5.5,5.5
BR,122.0,beast,generic,N,0.25,2,50.0,13.0,12.0,13.0,12.0,4.0,4.0,6.5,6.5
MM,283.0,fey,generic,N,0.25,2,50.0,2.5,15.0,2.5,17.0,6.0,6.0,1.0,1.0
MToF,234.0,aberration,generic,N,0.25,2,50.0,17.5,11.0,17.5,11.0,3.0,5.0,6.0,6.0
VGtM,207.0,beast,generic,N,0.25,2,50.0,15.0,10.0,15.0,11.0,6.0,6.0,9.833333,9.833333
CM,19.0,construct,generic,N,0.25,2,50.0,22.0,12.0,22.0,12.0,3.0,3.0,5.1666665,5.1666665
BR,154.0,beast,generic,N,0.25,2,50.0,22.5,12.0,45.0,12.0,4.0,4.0,4.1666665,4.1666665
BR,155.0,beast,generic,N,0.25,2,50.0,24.5,10.0,49.0,10.0,2.0,2.0,5.8333335,5.8333335
BR,155.0,beast,generic,N,0.25,2,50.0,24.5,12.0,49.0,12.0,4.0,4.0,5.8333335,5.8333335
ToA,233.0,humanoid,generic,N,0.25,2,50.0,22.5,12.0,22.5,12.0,4.0,4.0,8.0,8.0
MToF,233.0,monstrosity,generic,N,0.25,2,50.0,10.0,15.0,20.0,15.0,3.0,4.0,6.5,6.5
ERftLW,300.0,humanoid,unique,L,18.0,6,20000.0,195.5,19.0,195.5,21.0,11.0,11.0,161.0,161.0
GGtR,221.0,construct,generic,N,0.25,2,50.0,22.0,11.0,22.0,11.0,3.0,3.0,5.5,5.5
MM,290.0,humanoid,generic,N,0.25,2,50.0,13.0,11.0,13.0,12.0,4.0,4.0,13.5,13.5
VGtM,196.0,plant,generic,N,0.25,2,50.0,9.0,13.0,18.0,13.0,4.0,4.0,5.5,5.5
VGtM,140.0,beast,generic,N,0.25,2,50.0,10.5,13.0,10.5,13.0,4.0,5.0,10.0,10.0
IDRotF,312.0,beast,generic,N,0.25,2,50.0,22.5,9.0,22.5,9.0,4.0,4.0,7.0,7.0
BR,159.0,beast,generic,N,0.25,2,50.0,11.0,13.0,11.0,13.0,4.0,5.0,7.0,7.0
BR,137.0,beast,generic,N,0.25,2,50.0,11.0,13.0,11.0,13.0,3.0,3.0,12.0,12.0
ToA,237.0,undead,generic,N,0.25,2,50.0,33.0,9.0,40.0,9.0,3.0,3.0,5.0,5.0
