,monster,id,CR,feature,mean,variance,standard deviation,sigma/mean
1774,Naergoth Bladelord,21906-naergoth-bladelord,11.0,Longbow,16.0,14.0,3.7416575,0.2338536
1776,Neronvain,21907-neronvain,6.0,Shortsword,20.0,18.666666,4.3204937,0.2160247
1777,Neronvain,21907-neronvain,6.0,Eldritch Arrow,20.0,27.0,5.196152,0.25980762
1779,Howling Hatred Initiate,17421-howling-hatred-initiate,0.125,Dagger,4.5,1.25,1.118034,0.248452
1780,Burrowshark,17430-burrowshark,4.0,Spear,8.5,5.25,2.291288,0.2695633
1781,Hellenrae,17433-hellenrae,5.0,Unarmed Strike,9.5,8.25,2.8722813,0.3023454
1782,Marlos Urnrayle,17435-marlos-urnrayle,8.0,Snake Hair,21.5,16.916666,4.1129875,0.19130175
1783,Marlos Urnrayle,17435-marlos-urnrayle,8.0,Ironfang,14.0,10.5,3.2403703,0.23145503
1784,Eternal Flame Guardian,17436-eternal-flame-guardian,2.0,Longsword,6.5,5.25,2.291288,0.35250583
1785,Eternal Flame Guardian,17436-eternal-flame-guardian,2.0,Heavy Crossbow,6.5,8.25,2.8722813,0.44188944
1786,Razerblast,17439-razerblast,5.0,Spear,11.0,8.166667,2.857738,0.25979435
1787,Dark Tide Knight,17446-dark-tide-knight,3.0,Shortsword,6.5,2.9166667,1.7078252,0.26274234
1788,Dark Tide Knight,17446-dark-tide-knight,3.0,Lance,9.5,11.916667,3.4520526,0.36337397
1790,Drannin Splithelm,17452-drannin-splithelm,7.0,Greataxe,17.0,23.833334,4.8819394,0.2871729
1792,Ghald,17453-ghald,7.0,Bite,9.0,2.5,1.5811388,0.1756821
1793,Ghald,17453-ghald,7.0,Shortsword,11.0,5.8333335,2.4152296,0.21956632
1794,Ghald,17453-ghald,7.0,Garrote,9.0,2.5,1.5811388,0.1756821
1795,Ixitxachitl,17380-ixitxachitl,0.25,Bite,4.5,2.9166667,1.7078252,0.3795167
1796,Vampiric Ixitxachitl,17381-vampiric-ixitxachitl,2.0,Vampiric Bite,6.5,5.25,2.291288,0.35250583
1797,Chuul Spore Servant,17393-chuul-spore-servant,4.0,Pincer,11.0,5.8333335,2.4152296,0.21956632
1799,Drow Spore Servant,17394-drow-spore-servant,0.125,Shortsword,5.5,2.9166667,1.7078252,0.31051365
1800,Duergar Spore Servant,17395-duergar-spore-servant,0.5,War Pick,6.5,5.25,2.291288,0.35250583
1801,Hook Horror Spore Servant,17396-hook-horror-spore-servant,3.0,Hook,11.0,5.8333335,2.4152296,0.21956632
1803,Troglodyte Champion of Laogzed,17397-troglodyte-champion-of-laogzed,3.0,Bite,6.5,1.25,1.118034,0.17200524
1804,Troglodyte Champion of Laogzed,17397-troglodyte-champion-of-laogzed,3.0,Claw,6.5,1.25,1.118034,0.17200524
1805,Troglodyte Champion of Laogzed,17397-troglodyte-champion-of-laogzed,3.0,Greatclub,8.5,5.25,2.291288,0.2695633
1807,Chamberlain of Zuggtmoy,17400-chamberlain-of-zuggtmoy,2.0,Slam,10.0,5.8333335,2.4152296,0.24152295
1809,Baba Lysaga’s Creeping Hut,17357-baba-lysagas-creeping-hut,11.0,Root,30.0,33.0,5.7445626,0.19148542
1810,Baba Lysaga’s Creeping Hut,17357-baba-lysagas-creeping-hut,11.0,Rock,21.5,15.75,3.968627,0.1845873
1812,Broom of Animated Attack,17358-broom-of-animated-attack,0.25,Broomstick,5.5,1.25,1.118034,0.20327891
1813,Strahd’s Animated Armor,17360-strahds-animated-armor,6.0,Greatsword,13.5,8.75,2.95804,0.21911407
1814,Strahd’s Animated Armor,17360-strahds-animated-armor,6.0,Shocking Bolt,10.5,8.75,2.95804,0.28171808
1816,Tree Blight,17363-tree-blight,7.0,Branch,16.5,8.75,2.95804,0.17927514
1817,Tree Blight,17363-tree-blight,7.0,Grasping Root,9.5,2.9166667,1.7078252,0.17977107
1819,Izek Strazni,17365-izek-strazni,5.0,Battleaxe,13.0,10.5,3.2403703,0.24925926
1820,Izek Strazni,17365-izek-strazni,5.0,Hurl Flame,10.5,8.75,2.95804,0.28171808
1822,Mongrelfolk,17367-mongrelfolk,0.25,Bite,3.5,1.25,1.118034,0.31943828
1823,Mongrelfolk,17367-mongrelfolk,0.25,Claw,3.5,1.25,1.118034,0.31943828
1824,Mongrelfolk,17367-mongrelfolk,0.25,Dagger,3.5,1.25,1.118034,0.31943828
1826,Phantom Warrior,17368-phantom-warrior,3.0,Spectral Longsword,7.5,5.25,2.291288,0.30550504
1828,Pidlwick II,17369-pidlwick-ii,0.25,Club,2.5,1.25,1.118034,0.4472136
1829,Pidlwick II,17369-pidlwick-ii,0.25,Dart,4.5,1.25,1.118034,0.248452
1830,Strahd Zombie,17375-strahd-zombie,1.0,Bite,3.5,1.25,1.118034,0.31943828
1831,Strahd Zombie,17375-strahd-zombie,1.0,Claw,4.5,2.9166667,1.7078252,0.3795167
1833,Crag Cat,17348-crag-cat,1.0,Bite,8.5,8.25,2.8722813,0.33791545
1834,Crag Cat,17348-crag-cat,1.0,Claw,7.5,5.25,2.291288,0.30550504
1835,Hulking Crab,17349-hulking-crab,5.0,Claw,20.5,24.75,4.974937,0.24267986
1837,Purple Wormling,17352-purple-wormling,2.0,Bite,11.0,8.166667,2.857738,0.25979435
1838,Purple Wormling,17352-purple-wormling,2.0,Tail Stinger,16.0,10.0,3.1622777,0.19764236
1840,Tressym,17353-tressym,0.0,Claws,1.0,0.0,0.0,0.0
1841,Yakfolk Warrior,17355-yakfolk-warrior,3.0,Greatsword,18.0,11.666667,3.4156504,0.18975835
1842,Yakfolk Warrior,17355-yakfolk-warrior,3.0,Longbow,9.0,10.5,3.2403703,0.36004114
1844,Animated Table,22360-animated-table,2.0,Ram,13.0,10.5,3.2403703,0.24925926
1845,Centaur Mummy,22368-centaur-mummy,6.0,Pike,10.5,8.25,2.8722813,0.2735506
1846,Centaur Mummy,22368-centaur-mummy,6.0,Hooves,22.5,14.583333,3.818813,0.16972503
1847,Dread Warrior,22372-dread-warrior,1.0,Battleaxe,7.5,8.25,2.8722813,0.38297084
1848,Dread Warrior,22372-dread-warrior,1.0,Javelin,5.5,2.9166667,1.7078252,0.31051365
1849,Duergar Spy,22537-duergar-spy,2.0,Shortsword,10.0,5.8333335,2.4152296,0.24152295
1850,Duergar Spy,22537-duergar-spy,2.0,Hand Crossbow,6.5,2.9166667,1.7078252,0.26274234
1852,Giant Crayfish,22553-giant-crayfish,2.0,Claw,7.5,8.25,2.8722813,0.38297084
1854,Giant Ice Toad,22560-giant-ice-toad,3.0,Bite,10.0,5.8333335,2.4152296,0.24152295
1855,Giant Ice Toad,22560-giant-ice-toad,3.0,Swallow,31.5,31.083334,5.575243,0.17699184
1856,Giant Lightning Eel,22564-giant-lightning-eel,3.0,Bite,14.5,11.083333,3.329164,0.22959752
1858,Giant Skeleton,22565-giant-skeleton,7.0,Scimitar,15.5,8.75,2.95804,0.19084129
1860,Giant Subterranean Lizard,22568-giant-subterranean-lizard,4.0,Bite,16.0,16.5,4.0620193,0.2538762
1861,Giant Subterranean Lizard,22568-giant-subterranean-lizard,4.0,Tail,12.0,5.8333335,2.4152296,0.20126912
1862,Giant Subterranean Lizard,22568-giant-subterranean-lizard,4.0,Swallow,26.5,25.25,5.0249376,0.1896203
1864,Greater Zombie,22571-greater-zombie,5.0,Empowered Slam,14.5,8.75,2.95804,0.20400275
1865,Kalka-Kylla,22582-kalka-kylla,3.0,Claw,10.0,5.8333335,2.4152296,0.24152295
1867,Kelpie,22586-kelpie,4.0,Slam,11.0,10.5,3.2403703,0.29457912
1869,Malformed Kraken,22610-malformed-kraken,10.0,Bite,16.0,10.5,3.2403703,0.20252314
1870,Malformed Kraken,22610-malformed-kraken,10.0,Tentacle,14.0,5.8333335,2.4152296,0.17251639
1871,Nereid,22618-nereid,2.0,Blinding Acid,16.0,23.833334,4.8819394,0.3051212
1872,Sea Lion,22655-sea-lion,5.0,Bite,12.0,10.5,3.2403703,0.27003086
1873,Sea Lion,22655-sea-lion,5.0,Claws,12.0,10.5,3.2403703,0.27003086
1875,Sir Braford,23115-sir-braford,0.5,Longsword,9.5,8.25,2.8722813,0.3023454
1876,Tecuziztecatl,23125-tecuziztecatl,4.0,Pseudopod,12.0,10.5,3.2403703,0.27003086
1877,Tecuziztecatl,23125-tecuziztecatl,4.0,Spit Acid,36.0,42.0,6.4807405,0.18002057
1879,Thayan Warrior,23131-thayan-warrior,2.0,Longsword,8.5,8.25,2.8722813,0.33791545
1880,Thayan Warrior,23131-thayan-warrior,2.0,Javelin,6.5,2.9166667,1.7078252,0.26274234
1881,Thorn Slinger,23132-thorn-slinger,0.5,Thorns,8.0,5.8333335,2.4152296,0.3019037
1882,White Maw,23138-white-maw,10.0,Pseudopod,31.0,31.5,5.612486,0.18104793
1883,Albino Dwarf Warrior,32985-albino-dwarf-warrior,0.25,Handaxe,4.5,2.9166667,1.7078252,0.3795167
1884,Aldani (Lobsterfolk),32991-aldani-lobsterfolk,1.0,Claw,5.5,5.25,2.291288,0.41659778
1886,Almiraj,32994-almiraj,0.0,Horn,5.5,1.25,1.118034,0.20327891
1887,Artus Cimber,33005-artus-cimber,7.0,Bookmark,7.5,1.25,1.118034,0.1490712
1888,Artus Cimber,33005-artus-cimber,7.0,Longbow,6.5,5.25,2.291288,0.35250583
1890,Assassin Vine,33010-assassin-vine,3.0,Constrict,32.0,23.333334,4.830459,0.15095185
1891,Dragonbait,33022-dragonbait,5.0,Holy Avenger,21.5,24.75,4.974937,0.23139243
1893,Flying Monkey,33025-flying-monkey,0.0,Bite,1.5,1.25,1.118034,0.74535596
1894,Giant Four-Armed Gargoyle,33028-giant-four-armed-gargoyle,10.0,Bite,11.0,5.8333335,2.4152296,0.21956632
1895,Giant Four-Armed Gargoyle,33028-giant-four-armed-gargoyle,10.0,Claw,9.0,2.5,1.5811388,0.1756821
1897,Giant Snapping Turtle,33030-giant-snapping-turtle,3.0,Bite,18.0,11.666667,3.4156504,0.18975835
1898,Jaculi,33039-jaculi,0.5,Bite,9.0,5.8333335,2.4152296,0.26835883
1899,Kamadan,33044-kamadan,4.0,Bite,6.5,2.9166667,1.7078252,0.26274234
1900,Kamadan,33044-kamadan,4.0,Claw,6.5,2.9166667,1.7078252,0.26274234
1901,Kamadan,33044-kamadan,4.0,Snakes,27.5,20.416666,4.518481,0.16430838
1903,Liara Portyr,33046-liara-portyr,4.0,Battleaxe,8.5,8.25,2.8722813,0.33791545
1904,Liara Portyr,33046-liara-portyr,4.0,Heavy Crossbow,6.5,8.25,2.8722813,0.44188944
1905,Mantrap,33048-mantrap,1.0,Engulf,14.0,11.666667,3.4156504,0.24397501
1906,Pterafolk,33242-pterafolk,1.0,Bite,7.0,2.5,1.5811388,0.22587697
1907,Pterafolk,33242-pterafolk,1.0,Claw,5.5,2.9166667,1.7078252,0.31051365
1908,Pterafolk,33242-pterafolk,1.0,Javelin,9.0,5.8333335,2.4152296,0.26835883
1910,Stone Juggernaut,33254-stone-juggernaut,12.0,Slam,25.5,35.75,5.9791303,0.2344757
1911,Su-monster,33257-su-monster,1.0,Bite,4.5,1.25,1.118034,0.248452
1912,Su-monster,33257-su-monster,1.0,Claws,12.0,5.0,2.236068,0.18633899
1914,Tri-flower Frond,33267-tri-flower-frond,0.5,Red Blossom,7.5,3.75,1.9364917,0.2581989
1915,Yellow Musk Creeper,33275-yellow-musk-creeper,2.0,Touch,13.5,15.75,3.968627,0.29397237
1916,Yellow Musk Zombie,33277-yellow-musk-zombie,0.25,Slam,5.5,5.25,2.291288,0.41659778
1917,Ankylosaurus Zombie,33282-ankylosaurus-zombie,3.0,Tail,18.0,11.666667,3.4156504,0.18975835
1918,Girallon Zombie,33284-girallon-zombie,3.0,Bite,7.5,2.9166667,1.7078252,0.22771002
1919,Girallon Zombie,33284-girallon-zombie,3.0,Claw,6.5,1.25,1.118034,0.17200524
1921,Tyrannosaurus Zombie,33286-tyrannosaurus-zombie,8.0,Bite,33.0,47.666668,6.904105,0.2092153
1922,Tyrannosaurus Zombie,33286-tyrannosaurus-zombie,8.0,Tail,20.5,15.75,3.968627,0.19359156
1923,Zorbo,33290-zorbo,0.5,Destructive Claws,8.0,5.8333335,2.4152296,0.3019037
1924,Ahmaergo,149778-ahmaergo,9.0,Greataxe,18.5,17.75,4.2130747,0.22773378
1925,Ahmaergo,149778-ahmaergo,9.0,Heavy Crossbow,7.5,8.25,2.8722813,0.38297084
1927,Black Viper,149834-black-viper,5.0,Rapier,7.5,2.9166667,1.7078252,0.22771002
1928,Black Viper,149834-black-viper,5.0,Hand Crossbow,7.5,2.9166667,1.7078252,0.22771002
1930,Griffon Cavalry Rider,149838-griffon-cavalry-rider,2.0,Lance,11.5,11.916667,3.4520526,0.30017847
1931,Griffon Cavalry Rider,149838-griffon-cavalry-rider,2.0,Dagger,4.5,1.25,1.118034,0.248452
1932,Griffon Cavalry Rider,149838-griffon-cavalry-rider,2.0,Light Crossbow,6.5,5.25,2.291288,0.35250583
1933,Tashlyn Yafeera,149868-tashlyn-yafeera,9.0,Greatsword,18.0,11.666667,3.4156504,0.18975835
1934,Tashlyn Yafeera,149868-tashlyn-yafeera,9.0,Shortbow,12.5,8.75,2.95804,0.2366432
1936,Durnan,149798-durnan,9.0,Grimvault,41.0,5.8333335,2.4152296,0.058908034
1937,Durnan,149798-durnan,9.0,Double Crossbow,13.0,16.5,4.0620193,0.31246302
1939,Hrabbaz,149774-hrabbaz,5.0,Morningstar,13.0,8.166667,2.857738,0.219826
1941,Jalester Silvermane,149770-jalester-silvermane,4.0,Longsword,7.5,8.25,2.8722813,0.38297084
1942,Jalester Silvermane,149770-jalester-silvermane,4.0,Dagger,4.5,1.25,1.118034,0.248452
1943,Meloon Wardragon,148973-meloon-wardragon,9.0,Azuredge,11.5,11.916667,3.4520526,0.30017847
1945,Mirt,148977-mirt,9.0,+1 Longsword,16.0,16.5,4.0620193,0.2538762
1946,Mirt,148977-mirt,9.0,+1 Dagger,10.0,2.5,1.5811388,0.15811388
1948,Nimblewright,148992-nimblewright,4.0,Rapier,8.5,5.25,2.291288,0.2695633
1949,Nimblewright,148992-nimblewright,4.0,Dagger,6.5,1.25,1.118034,0.17200524
1951,Walking Statue of Waterdeep,149497-walking-statue-of-waterdeep,,Slam,29.5,35.75,5.9791303,0.20268239
1952,Walking Statue of Waterdeep,149497-walking-statue-of-waterdeep,,Hurled Stone,43.0,49.5,7.0356236,0.16361916
1953,Lava Child,183824-lava-child,3.0,Bite,11.0,5.8333335,2.4152296,0.21956632
1954,Lava Child,183824-lava-child,3.0,Claws,7.5,2.9166667,1.7078252,0.22771002
1956,Living Unseen Servant,183829-living-unseen-servant,0.0,Slam,1.0,0.0,0.0,0.0
1957,Scaladar,183857-scaladar,8.0,Claw,10.5,11.916667,3.4520526,0.3287669
1958,Scaladar,183857-scaladar,8.0,Sting,20.5,24.75,4.974937,0.24267986
1960,Shadow Assassin,183860-shadow-assassin,9.0,Shadow Blade,18.0,11.666667,3.4156504,0.18975835
1962,Werebat,183864-werebat,2.0,Bite,6.5,2.9166667,1.7078252,0.26274234
1963,Werebat,183864-werebat,2.0,Scimitar,6.5,2.9166667,1.7078252,0.26274234
1964,Werebat,183864-werebat,2.0,Shortbow,6.5,2.9166667,1.7078252,0.26274234
1966,Clockwork Kraken,194145-clockwork-kraken,10.0,Tentacle Slam,12.0,5.8333335,2.4152296,0.20126912
1967,Ooze-Folk,194175-ooze-folk,0.5,Glass Longsword,6.5,5.25,2.291288,0.35250583
1968,Ooze-Folk,194175-ooze-folk,0.5,Pseudopod,5.5,2.9166667,1.7078252,0.31051365
1970,Bullywug Croaker,309700-bullywug-croaker,2.0,Spear,6.5,5.25,2.291288,0.35250583
1971,Bullywug Croaker,309700-bullywug-croaker,2.0,Bite,5.5,2.9166667,1.7078252,0.31051365
1972,Bullywug Royal,309715-bullywug-royal,3.0,Spear,7.5,5.25,2.291288,0.30550504
1974,Drowned Ascetic,309739-drowned-ascetic,3.0,Unarmed Strike,7.5,5.25,2.291288,0.30550504
1976,Drowned Assassin,309751-drowned-assassin,4.0,Hand Crossbow,10.0,5.8333335,2.4152296,0.24152295
1977,Drowned Assassin,309751-drowned-assassin,4.0,Dagger,14.5,11.75,3.4278274,0.23640189
1978,Drowned Blade,309767-drowned-blade,2.0,Rusted Longsword,7.5,5.25,2.291288,0.30550504
1980,Drowned Master,309776-drowned-master,9.0,Greatsword,24.0,17.5,4.1833,0.17430417
1981,Drowned Master,309776-drowned-master,9.0,Life-Draining Tentacle,10.0,5.8333335,2.4152296,0.24152295
1982,Drowned Master,309776-drowned-master,9.0,Necrotic Ink,54.0,63.0,7.937254,0.14698619
1984,Giant Coral Snake,310351-giant-coral-snake,4.0,Bite,8.0,2.5,1.5811388,0.19764236
1985,Giant Sea Eel,310356-giant-sea-eel,0.5,Bite,13.0,16.5,4.0620193,0.31246302
1986,Harpy Matriarch,310360-harpy-matriarch,5.0,Claws,13.5,8.75,2.95804,0.21911407
1988,Koalinth,310386-koalinth,0.5,Trident,5.5,5.25,2.291288,0.41659778
1989,Koalinth Sergeant,310397-koalinth-sergeant,2.0,Trident,6.5,5.25,2.291288,0.35250583
1990,Koalinth Sergeant,310397-koalinth-sergeant,2.0,Hooked Net,4.5,1.25,1.118034,0.248452
1992,Living Iron Statue,316787-living-iron-statue,5.0,Blade,10.0,5.8333335,2.4152296,0.24152295
1993,Living Iron Statue,316787-living-iron-statue,5.0,Hammer,10.0,5.8333335,2.4152296,0.24152295
1995,Lizardfolk Commoner,313025-lizardfolk-commoner,0.25,Bite,5.5,2.9166667,1.7078252,0.31051365
1996,Lizardfolk Render,313028-lizardfolk-render,3.0,Claws,12.0,10.5,3.2403703,0.27003086
1997,Lizardfolk Render,313028-lizardfolk-render,3.0,Bite,8.5,8.25,2.8722813,0.33791545
1999,Lizardfolk Scaleshield,313030-lizardfolk-scaleshield,1.0,Morningstar,6.5,5.25,2.291288,0.35250583
2000,Lizardfolk Scaleshield,313030-lizardfolk-scaleshield,1.0,Bite,5.5,2.9166667,1.7078252,0.31051365
2001,Lizardfolk Scaleshield,313030-lizardfolk-scaleshield,1.0,Spiked Shield,5.5,2.9166667,1.7078252,0.31051365
2002,Locathah,313041-locathah,0.5,Spear,5.5,5.25,2.291288,0.41659778
2004,Locathah Hunter,313042-locathah-hunter,2.0,Envenomed Crossbow,11.0,10.5,3.2403703,0.29457912
2005,Locathah Hunter,313042-locathah-hunter,2.0,Club,4.5,2.9166667,1.7078252,0.3795167
2007,Merfolk Salvager,316545-merfolk-salvager,1.0,Coral Rapier,6.5,5.25,2.291288,0.35250583
2008,Merfolk Salvager,316545-merfolk-salvager,1.0,Inject Toxin,6.5,5.25,2.291288,0.35250583
2010,Minotaur Living Crystal Statue,316553-minotaur-living-crystal-statue,6.0,Greataxe,17.0,23.833334,4.8819394,0.2871729
2011,Minotaur Living Crystal Statue,316553-minotaur-living-crystal-statue,6.0,Gore,8.5,5.25,2.291288,0.2695633
2013,Oceanus,316574-oceanus,0.5,Trident,6.5,5.25,2.291288,0.35250583
2014,Oceanus,316574-oceanus,0.5,Light Crossbow,5.5,5.25,2.291288,0.41659778
2015,Pirate Bosun,316598-pirate-bosun,0.5,Light Hammer,5.5,1.25,1.118034,0.20327891
2016,Pirate Bosun,316598-pirate-bosun,0.5,Hook,7.5,5.25,2.291288,0.30550504
2017,Pirate Captain,316600-pirate-captain,2.0,Hand Crossbow,5.5,2.9166667,1.7078252,0.31051365
2018,Pirate Captain,316600-pirate-captain,2.0,Longsword,10.5,8.25,2.8722813,0.2735506
2020,Pirate First Mate,316611-pirate-first-mate,1.0,Longsword,7.5,8.25,2.8722813,0.38297084
2022,Sahuagin Blademaster,316104-sahuagin-blademaster,6.0,Wavecutter Blade,12.0,10.5,3.2403703,0.27003086
2023,Sahuagin Blademaster,316104-sahuagin-blademaster,6.0,Bite,8.5,8.25,2.8722813,0.33791545
2024,Sahuagin Blademaster,316104-sahuagin-blademaster,6.0,Claws,7.5,5.25,2.291288,0.30550504
2026,Sahuagin Champion,316122-sahuagin-champion,3.0,Spear,7.5,5.25,2.291288,0.30550504
2027,Sahuagin Champion,316122-sahuagin-champion,3.0,Bite,5.5,1.25,1.118034,0.20327891
2028,Sahuagin Champion,316122-sahuagin-champion,3.0,Claws,6.5,2.9166667,1.7078252,0.26274234
2030,Sahuagin Coral Smasher,316508-sahuagin-coral-smasher,1.0,Warhammer,7.5,5.25,2.291288,0.30550504
2031,Sahuagin Coral Smasher,316508-sahuagin-coral-smasher,1.0,Bite,5.5,1.25,1.118034,0.20327891
2032,Sahuagin Coral Smasher,316508-sahuagin-coral-smasher,1.0,Claws,5.5,1.25,1.118034,0.20327891
2034,Sahuagin Deep Diver,316511-sahuagin-deep-diver,4.0,Glaive,13.0,16.5,4.0620193,0.31246302
2035,Sahuagin Deep Diver,316511-sahuagin-deep-diver,4.0,Bite,7.5,8.25,2.8722813,0.38297084
2036,Sahuagin Deep Diver,316511-sahuagin-deep-diver,4.0,Claws,6.5,5.25,2.291288,0.35250583
2038,Sahuagin Hatchling Swarm,316858-sahuagin-hatchling-swarm,3.0,Bites,14.0,11.666667,3.4156504,0.24397501
2039,Shell Shark,316819-shell-shark,2.0,Bite,13.0,16.5,4.0620193,0.31246302
2041,Skeletal Alchemist,316828-skeletal-alchemist,0.5,Claws,4.5,2.9166667,1.7078252,0.3795167
2042,Skeletal Alchemist,316828-skeletal-alchemist,0.5,Lob Acid,5.5,5.25,2.291288,0.41659778
2044,Skeletal Juggernaut,316830-skeletal-juggernaut,5.0,Claws,12.0,10.5,3.2403703,0.27003086
2045,Skeletal Swarm,316845-skeletal-swarm,2.0,Slash,11.0,10.5,3.2403703,0.29457912
2046,Skum,316647-skum,5.0,Trident,7.5,2.9166667,1.7078252,0.22771002
2047,Skum,316647-skum,5.0,Mind-Breaking Touch,18.0,21.0,4.582576,0.25458753
2049,Don-Jon Raskin,338592-don-jon-raskin,0.5,Dagger,2.5,1.25,1.118034,0.4472136
2050,Don-Jon Raskin,338592-don-jon-raskin,0.5,Sling,2.5,1.25,1.118034,0.4472136
2051,Falcon the Hunter,338605-falcon-the-hunter,4.0,Longsword,7.5,8.25,2.8722813,0.38297084
2052,Falcon the Hunter,338605-falcon-the-hunter,4.0,Longbow,11.0,10.5,3.2403703,0.29457912
2053,Gorthok the Thunder Boar,338612-gorthok-the-thunder-boar,6.0,Lightning Tusks,19.0,11.666667,3.4156504,0.17977107
2054,Gorthok the Thunder Boar,338612-gorthok-the-thunder-boar,6.0,Thunder Hooves,19.0,11.666667,3.4156504,0.17977107
2056,Huge Giant Crab,294086-huge-giant-crab,8.0,Claw,27.0,33.0,5.7445626,0.21276158
2057,Statue of Talos,447040-statue-of-talos,10.0,Headbutt,11.0,5.8333335,2.4152296,0.21956632
2058,Statue of Talos,447040-statue-of-talos,10.0,Lightning Bolt Blades,9.0,2.5,1.5811388,0.1756821
2060,Tooth-N-Claw,447047-tooth-n-claw,3.0,Bite,14.5,11.083333,3.329164,0.22959752
2061,Tooth-N-Claw,447047-tooth-n-claw,3.0,Freezing Breath,42.0,35.0,5.91608,0.14085904
2062,Half-Blue Dragon Gladiator,27708-half-blue-dragon-gladiator,5.0,Spear,13.0,10.5,3.2403703,0.24925926
2063,Half-Blue Dragon Gladiator,27708-half-blue-dragon-gladiator,5.0,Shield Bash,9.0,2.5,1.5811388,0.1756821
2064,Half-Blue Dragon Gladiator,27708-half-blue-dragon-gladiator,5.0,Lightning Breath,44.0,66.0,8.124039,0.18463723
2065,Mortlock Vanthampur,417738-mortlock-vanthampur,3.0,Greatclub,14.0,5.0,2.236068,0.15971914
2066,Mortlock Vanthampur,417738-mortlock-vanthampur,3.0,Heavy Crossbow,7.5,8.25,2.8722813,0.38297084
2068,Amrik Vanthampur,417759-amrik-vanthampur,3.0,Dagger,6.5,1.25,1.118034,0.17200524
2070,Duke Thalamra Vanthampur,417078-duke-thalamra-vanthampur,4.0,Eldritch Blast,9.5,8.25,2.8722813,0.3023454
2071,Duke Thalamra Vanthampur,417078-duke-thalamra-vanthampur,4.0,Unarmed Strike,4.0,0.0,0.0,0.0
2073,Thavius Kreeg,429696-thavius-kreeg,0.5,Mace,4.5,2.9166667,1.7078252,0.3795167
2074,Gideon Lightward,421337-gideon-lightward,6.0,Fist,11.0,5.8333335,2.4152296,0.21956632
2076,Ulder Ravengard,416956-ulder-ravengard,5.0,+1 Longsword,9.5,8.25,2.8722813,0.3023454
2077,Abyssal Chicken,416909-abyssal-chicken,0.25,Bite,4.5,1.25,1.118034,0.248452
2078,Abyssal Chicken,416909-abyssal-chicken,0.25,Claws,5.5,2.9166667,1.7078252,0.31051365
2080,Torogar Steelfist,417139-torogar-steelfist,11.0,Scimitar,20.5,8.75,2.95804,0.14429463
2081,Torogar Steelfist,417139-torogar-steelfist,11.0,Horns,19.0,10.5,3.2403703,0.1705458
2083,Bone Whelk,428989-bone-whelk,0.25,Bite,4.5,5.25,2.291288,0.50917506
2084,Nine-Fingers Keene,429713-nine-fingers-keene,5.0,Dagger,12.5,1.25,1.118034,0.08944272
2086,Rilsa Rael,421349-rilsa-rael,3.0,Shortsword,7.5,2.9166667,1.7078252,0.22771002
2087,Rilsa Rael,421349-rilsa-rael,3.0,Dagger,6.5,1.25,1.118034,0.17200524
2088,Crokek’toeck,417877-crokektoeck,14.0,Bite,44.0,29.166666,5.400617,0.122741304
2089,Fist of Bane,416945-fist-of-bane,0.5,Mace,6.5,2.9166667,1.7078252,0.26274234
2090,Fist of Bane,416945-fist-of-bane,0.5,Longbow,4.5,5.25,2.291288,0.50917506
2091,Iron Consul,417125-iron-consul,2.0,Spear,7.5,5.25,2.291288,0.30550504
2092,Night Blade,429728-night-blade,0.25,Dagger,4.5,1.25,1.118034,0.248452
2093,Death’s Head of Bhaal,416937-deaths-head-of-bhaal,5.0,Dagger,7.5,1.25,1.118034,0.1490712
2094,Necromite of Myrkul,416948-necromite-of-myrkul,0.5,Skull Flail,4.5,5.25,2.291288,0.50917506
2095,Necromite of Myrkul,416948-necromite-of-myrkul,0.5,Claws of the Grave,8.0,2.5,1.5811388,0.19764236
2096,Fiendish Flesh Golem,417091-fiendish-flesh-golem,8.0,Slam,16.0,16.5,4.0620193,0.2538762
2098,Hellwasp,417402-hellwasp,5.0,Sting,15.5,11.083333,3.329164,0.21478477
2099,Hellwasp,417402-hellwasp,5.0,Sword Talons,11.0,5.8333335,2.4152296,0.21956632
2101,Young Kraken,488633-young-kraken,14.0,Bite,41.5,33.25,5.766281,0.13894653
2102,Young Kraken,488633-young-kraken,14.0,Tentacle,17.5,8.75,2.95804,0.16903085
2103,"""The Demogorgon""",582125-the-demogorgon,8.0,Battleaxe,14.0,10.5,3.2403703,0.23145503
2104,"""The Demogorgon""",582125-the-demogorgon,8.0,Morningstar,14.0,10.5,3.2403703,0.23145503
2105,"""The Demogorgon""",582125-the-demogorgon,8.0,Fire Breath,90.0,105.0,10.246951,0.11385501
2106,"""The Demogorgon""",582125-the-demogorgon,8.0,Cold Breath,90.0,105.0,10.246951,0.11385501
2108,Lynx Creatlach,581171-lynx-creatlach,5.0,Shortsword,7.5,2.9166667,1.7078252,0.22771002
2110,Sir Ursas,581191-sir-ursas,5.0,Claw,11.0,5.8333335,2.4152296,0.21956632
2111,Sir Ursas,581191-sir-ursas,5.0,Spear,13.0,10.5,3.2403703,0.24925926
2112,Sir Ursas,581191-sir-ursas,5.0,Shield Bash,9.0,2.5,1.5811388,0.1756821
2113,Incubus,257235-incubus,4.0,Claw,6.5,2.9166667,1.7078252,0.26274234
2114,Incubus,257235-incubus,4.0,Draining Kiss,32.5,41.25,6.4226165,0.19761896
