Book,Page,Type,Size,Category,Legendary,CR,PB,XP,Str Mod,Dex Mod,Con Mod,Int Mod,Wis Mod,Cha Mod,Str Prof,Dex Prof,Con Prof,Int Prof,Wis Prof,Cha Prof,Str Save,Dex Save,Con Save,Int Save,Wis Save,Cha Save,Blinded,Charmed,Deafened,Exhaustion,Frightened,Grappled,Incapacitated,Invisible,Paralyzed,Petrified,Poisoned,Prone,Restrained,Stunned,Unconscious,AC,adj AC,HP,adj HP,AC adjustments,AB,adj AB,DPR,adj DPR,Save DC
MPMotM,108.0,humanoid,medium,generic,N,2.0,2,450.0,0.0,3.0,2.0,2.0,0.0,1.0,False,False,False,False,True,False,0,3,2,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,21.0,39.0,39.0,['1 saves'],5.0,7.0,23.0,23.0,
MToF,189.0,humanoid,medium,legacy,N,2.0,2,450.0,0.0,3.0,2.0,2.0,0.0,1.0,False,False,False,False,True,False,0,3,2,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,39.0,39.0,['1 saves'],5.0,5.0,32.0,32.0,
MPMotM,112.0,construct,medium,generic,N,3.0,2,700.0,4.0,-2.0,1.0,-3.0,-3.0,-3.0,False,False,False,False,False,False,4,-2,1,-3,-3,-3,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,15.0,15.0,38.5,38.5,[],6.0,6.0,24.5,35.0,11.0
MToF,190.0,construct,medium,legacy,N,3.0,2,700.0,4.0,-2.0,1.0,-3.0,-3.0,-3.0,False,False,False,False,False,False,4,-2,1,-3,-3,-3,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,15.0,15.0,38.5,38.5,[],6.0,6.0,24.5,32.666668,11.0
MPMotM,109.0,humanoid,medium,generic,N,1.0,2,200.0,3.0,3.0,0.0,0.0,0.0,1.0,False,False,False,False,False,False,3,3,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,27.0,27.0,[],5.0,5.0,17.0,17.0,
TftYP,234.0,humanoid,medium,generic,N,2.0,2,450.0,0.0,3.0,1.0,1.0,0.0,1.0,False,False,False,False,False,False,0,3,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,33.0,33.0,['cunning action'],5.0,5.0,33.0,33.0,
MPMotM,110.0,humanoid,medium,generic,N,2.0,2,450.0,4.0,0.0,2.0,0.0,0.0,-1.0,False,False,False,False,False,False,4,0,2,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,39.0,39.0,[],6.0,7.0,22.0,22.0,
MToF,191.0,humanoid,medium,legacy,N,2.0,2,450.0,4.0,0.0,2.0,0.0,0.0,-1.0,False,False,False,False,False,False,4,0,2,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,39.0,39.0,[],5.0,6.0,11.0,11.0,
OotA,227.0,humanoid,medium,legacy,N,2.0,2,450.0,4.0,0.0,2.0,0.0,0.0,-1.0,False,False,False,False,False,False,4,0,2,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,39.0,39.0,[],5.0,6.0,11.0,11.0,
MPMotM,111.0,humanoid,medium,generic,N,6.0,3,2300.0,4.0,0.0,3.0,1.0,1.0,2.0,False,False,False,False,False,False,4,0,3,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,75.0,75.0,[],7.0,7.0,61.5,76.5,
MToF,192.0,humanoid,medium,legacy,N,6.0,3,2300.0,4.0,0.0,3.0,1.0,1.0,2.0,False,False,False,False,False,False,4,0,3,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,75.0,75.0,[],7.0,7.0,61.5,71.5,
MPMotM,111.0,humanoid,medium,generic,N,2.0,2,450.0,3.0,0.0,2.0,0.0,0.0,-1.0,False,False,False,False,False,False,3,0,2,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,26.0,26.0,[],5.0,5.0,20.0,20.0,12.0
MToF,193.0,humanoid,medium,legacy,N,2.0,2,450.0,3.0,0.0,2.0,0.0,0.0,-1.0,False,False,False,False,False,False,3,0,2,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,26.0,26.0,[],5.0,5.0,20.0,20.0,12.0
OotA,228.0,humanoid,medium,legacy,N,2.0,2,450.0,3.0,0.0,2.0,0.0,0.0,-1.0,False,False,False,False,False,False,3,0,2,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,26.0,26.0,[],5.0,5.0,20.0,20.0,12.0
BGDiA,38.0,humanoid,medium,unique,N,4.0,2,1100.0,3.0,0.0,2.0,1.0,3.0,4.0,False,False,False,False,False,False,3,0,2,1,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,78.0,78.0,[],6.0,6.0,23.333334,23.333334,14.0
VRGtR,233.0,undead,medium,legendary,L,10.0,4,5900.0,4.0,2.0,3.0,0.0,2.0,3.0,False,False,True,False,False,False,4,2,7,0,2,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,16.0,135.0,175.0,['1 saves'],8.0,8.0,102.5,102.5,
MM,225.0,construct,medium,generic,N,0.25,2,50.0,0.0,1.0,1.0,-2.0,0.0,-2.0,False,False,False,False,False,False,0,1,1,-2,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,11.0,11.0,[],3.0,3.0,9.0,9.0,
WDH,203.0,humanoid,medium,unique,N,9.0,4,5000.0,4.0,2.0,4.0,1.0,1.0,0.0,True,False,True,False,False,False,8,2,8,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,18.0,144.5,154.0,['2 saves'],8.0,8.0,48.0,48.0,
ERftLW,292.0,fey,medium,generic,N,6.0,3,2300.0,0.0,2.0,1.0,3.0,3.0,4.0,False,False,False,True,True,False,0,2,1,6,6,4,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,20.0,82.5,82.5,"['2 saves', 'magic resistance']",7.0,7.0,46.333332,46.333332,
MPMotM,113.0,fiend,medium,generic,N,4.0,2,1100.0,-2.0,4.0,3.0,3.0,2.0,2.0,False,False,False,False,False,False,-2,4,3,3,2,2,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,14.0,16.0,37.5,143.8,['magic resistance'],6.0,6.0,13.0,13.0,
MToF,132.0,fiend,medium,legacy,N,4.0,2,1100.0,-2.0,4.0,3.0,3.0,2.0,2.0,False,False,False,False,False,False,-2,4,3,3,2,2,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,14.0,16.0,37.5,74.0,['magic resistance'],6.0,6.0,13.0,13.0,
ERftLW,288.0,aberration,medium,unique,LL,24.0,7,62000.0,8.0,5.0,6.0,8.0,6.0,7.0,False,False,False,True,True,True,8,5,6,15,13,14,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,21.0,25.0,325.5,475.0,"['3 saves', 'magic resistance']",15.0,15.0,208.33333,208.33333,23.0
IDRotF,270.0,humanoid,medium,unique,N,4.0,2,1100.0,0.0,0.0,1.0,3.0,1.0,2.0,False,False,False,True,True,False,0,0,1,5,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,49.5,49.5,['2 saves'],5.0,5.0,84.333336,84.333336,13.0
IDRotF,270.0,construct,medium,unique,N,1.0,2,200.0,0.0,0.0,1.0,3.0,1.0,2.0,False,False,False,True,True,False,0,0,1,5,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,49.5,24.0,['2 saves'],5.0,5.0,21.0,21.0,13.0
MM,324.0,beast,large,generic,N,1.0,2,200.0,3.0,3.0,1.0,-1.0,2.0,0.0,False,False,False,False,False,False,3,3,1,-1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,26.0,26.0,[],5.0,5.0,16.5,16.5,
MM,124.0,elemental,large,generic,N,5.0,3,1800.0,5.0,-1.0,5.0,-3.0,0.0,-3.0,False,False,False,False,False,False,5,-1,5,-3,0,-3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,17.0,17.0,126.0,189.0,[],8.0,8.0,28.0,28.0,
MPMotM,122.0,elemental,medium,generic,N,7.0,3,2900.0,4.0,0.0,3.0,-1.0,0.0,0.0,False,False,False,False,False,False,4,0,3,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,18.0,18.0,127.5,191.3,[],7.0,7.0,25.666666,25.666666,
MToF,202.0,elemental,medium,legacy,N,7.0,3,2900.0,4.0,0.0,3.0,-1.0,0.0,0.0,False,False,False,False,False,False,4,0,3,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,18.0,18.0,127.5,191.3,[],7.0,7.0,23.833334,23.833334,
PotA,212.0,elemental,medium,legacy,N,7.0,3,2900.0,4.0,0.0,3.0,-1.0,0.0,0.0,False,False,False,False,False,False,4,0,3,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,18.0,18.0,127.5,191.3,[],7.0,7.0,23.833334,23.833334,
MOoT,220.0,fiend,large,generic,N,6.0,3,2300.0,4.0,3.0,2.0,1.0,0.0,3.0,False,False,True,False,False,True,4,3,5,1,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,19.0,90.0,90.0,"['2 saves', 'magic resistance']",7.0,7.0,37.333332,37.333332,14.0
ToA,219.0,monstrosity,large,generic,N,1.0,2,200.0,0.0,3.0,1.0,1.0,2.0,0.0,False,False,False,False,False,False,0,3,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,15.0,26.0,26.0,[],5.0,5.0,10.0,10.0,
FToD,193.0,monstrosity,small,generic,N,5.0,3,1800.0,2.0,5.0,3.0,-4.0,1.0,-3.0,False,True,False,False,True,False,2,8,3,-4,4,-3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,20.0,52.0,88.0,['2 saves'],8.0,8.0,35.0,35.0,
FToD,193.0,monstrosity,tiny,generic,N,2.0,2,450.0,-1.0,3.0,1.0,-5.0,0.0,-3.0,False,True,False,False,True,False,-1,5,1,-5,2,-3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,28.0,38.0,['2 saves'],5.0,5.0,20.0,20.0,
MPMotM,114.0,undead,medium,generic,N,12.0,4,8400.0,-2.0,-1.0,-1.0,2.0,4.0,3.0,False,False,False,False,True,False,-2,-1,-1,2,8,3,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,9.0,19.0,63.0,246.9,['1 saves'],8.0,8.0,86.0,86.0,
MToF,193.0,undead,medium,legacy,N,12.0,4,8400.0,-2.0,-1.0,-1.0,2.0,4.0,3.0,False,False,False,False,True,False,-2,-1,-1,2,8,3,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,9.0,19.0,63.0,246.9,['1 saves'],8.0,8.0,86.0,86.0,
MPMotM,115.0,fey,medium,generic,N,10.0,4,5900.0,1.0,3.0,3.0,2.0,3.0,4.0,False,False,False,False,False,False,1,3,3,2,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,21.0,165.0,206.3,['magic resistance'],7.0,7.0,60.0,60.0,13.0
MToF,195.0,fey,medium,legacy,N,10.0,4,5900.0,1.0,3.0,3.0,2.0,3.0,4.0,False,False,False,False,False,False,1,3,3,2,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,21.0,127.5,239.1,['magic resistance'],7.0,7.0,25.5,25.5,
MPMotM,116.0,fey,medium,generic,N,10.0,4,5900.0,2.0,3.0,3.0,4.0,0.0,4.0,False,False,False,False,False,False,2,3,3,4,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,21.0,165.0,206.3,['magic resistance'],7.0,7.0,60.0,60.0,13.0
MToF,196.0,fey,medium,legacy,N,10.0,4,5900.0,2.0,3.0,3.0,4.0,0.0,4.0,False,False,False,False,False,False,2,3,3,4,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,21.0,127.5,239.1,['magic resistance'],7.0,7.0,24.0,24.0,16.0
MPMotM,116.0,fey,medium,generic,N,10.0,4,5900.0,4.0,5.0,3.0,2.0,1.0,4.0,False,False,False,False,False,False,4,5,3,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,22.0,165.0,206.3,"['magic resistance', 'parry']",8.0,8.0,48.0,48.0,16.0
MToF,196.0,fey,medium,legacy,N,10.0,4,5900.0,4.0,5.0,3.0,2.0,1.0,4.0,False,False,False,False,False,False,4,5,3,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,22.0,127.5,239.1,"['magic resistance', 'parry']",8.0,8.0,39.0,39.0,16.0
MPMotM,117.0,fey,medium,generic,N,10.0,4,5900.0,0.0,3.0,3.0,4.0,3.0,1.0,False,False,False,False,False,False,0,3,3,4,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,21.0,165.0,206.3,['magic resistance'],7.0,7.0,53.0,53.0,16.0
MToF,197.0,fey,medium,legacy,N,10.0,4,5900.0,0.0,0.0,3.0,4.0,3.0,1.0,False,False,False,False,False,False,0,0,3,4,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,21.0,127.5,239.1,['magic resistance'],8.0,8.0,52.166668,52.166668,16.0
MPMotM,120.0,aberration,large,legendary,LL,14.0,5,11500.0,2.0,0.0,5.0,5.0,4.0,7.0,False,False,False,True,True,True,2,0,5,10,9,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,210.0,360.0,"['3 saves', 'magic resistance']",7.0,7.0,76.0,91.833336,
VGtM,174.0,aberration,large,legacy,LL,14.0,5,11500.0,2.0,0.0,5.0,5.0,4.0,7.0,False,False,False,True,True,True,2,0,5,10,9,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,210.0,360.0,"['3 saves', 'magic resistance']",7.0,7.0,94.666664,123.166664,18.0
FToD,194.0,aberration,gargantuan,legendary,L,22.0,7,41000.0,8.0,1.0,7.0,5.0,4.0,7.0,False,False,True,True,True,True,8,1,14,12,11,14,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,19.0,350.0,470.0,['4 saves'],15.0,15.0,150.83333,150.83333,22.0
MPMotM,121.0,elemental,gargantuan,legendary,L,23.0,7,50000.0,6.0,9.0,6.0,-4.0,5.0,4.0,False,False,False,False,True,True,6,9,6,-4,12,11,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,19.0,21.0,264.0,480.0,['2 saves'],16.0,16.0,132.66667,132.66667,21.0
MToF,200.0,elemental,gargantuan,legacy,L,23.0,7,50000.0,6.0,9.0,6.0,-4.0,5.0,4.0,False,False,False,False,True,True,6,9,6,-4,12,11,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,19.0,21.0,264.0,480.0,['2 saves'],16.0,16.0,132.66667,132.66667,21.0
MM,322.0,beast,huge,generic,N,4.0,2,1100.0,6.0,-1.0,3.0,-4.0,0.0,-2.0,False,False,False,False,False,False,6,-1,3,-4,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,76.0,76.0,[],8.0,8.0,28.333334,28.333334,
PotA,202.0,humanoid,medium,unique,N,5.0,3,1800.0,1.0,2.0,2.0,0.0,4.0,0.0,False,False,False,False,False,False,1,2,2,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,71.5,71.5,[],7.0,7.0,56.0,56.0,15.0
MM,322.0,beast,large,generic,N,0.25,2,50.0,3.0,0.0,1.0,-4.0,0.0,-2.0,False,False,False,False,False,False,3,0,1,-4,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,13.0,13.0,[],5.0,5.0,9.833333,9.833333,
MM,325.0,beast,huge,generic,N,2.0,2,450.0,4.0,3.0,2.0,-2.0,2.0,0.0,False,False,False,False,False,False,4,3,2,-2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,42.5,42.5,[],6.0,6.0,22.0,22.0,
WBtW,224.0,humanoid,medium,unique,N,2.0,2,450.0,-1.0,1.0,3.0,-1.0,0.0,0.0,True,False,True,False,False,False,1,1,5,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,52.5,64.5,['2 saves'],2.0,3.0,12.333333,12.333333,
FToD,197.0,dragon,medium,generic,N,2.0,2,450.0,2.0,1.0,2.0,2.0,1.0,2.0,False,True,True,False,True,True,2,3,4,2,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,21.0,39.0,39.0,['4 saves'],4.0,4.0,19.0,19.0,12.0
FToD,196.0,dragon,huge,legendary,L,14.0,5,11500.0,6.0,1.0,5.0,4.0,3.0,4.0,False,True,True,False,True,True,6,6,10,4,8,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,21.0,207.0,297.0,['4 saves'],11.0,11.0,89.5,89.5,18.0
FToD,196.0,dragon,huge,legendary,LL,15.0,5,13000.0,6.0,1.0,5.0,4.0,3.0,4.0,False,True,True,False,True,True,6,6,10,4,8,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,24.0,207.0,297.0,['4 saves'],11.0,14.0,96.833336,96.833336,18.0
FToD,195.0,dragon,gargantuan,legendary,L,21.0,7,33000.0,7.0,1.0,7.0,5.0,4.0,5.0,False,True,True,False,True,True,7,8,14,5,11,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.0,332.5,422.5,['4 saves'],14.0,14.0,117.0,117.0,22.0
FToD,195.0,dragon,gargantuan,legendary,LL,22.0,7,41000.0,7.0,1.0,7.0,5.0,4.0,5.0,False,True,True,False,True,True,7,8,14,5,11,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,27.0,332.5,422.5,['4 saves'],14.0,17.0,124.333336,124.333336,22.0
FToD,197.0,dragon,large,generic,N,8.0,3,3900.0,5.0,1.0,4.0,3.0,2.0,3.0,False,True,True,False,True,True,5,4,7,3,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,20.0,142.5,142.5,['4 saves'],8.0,8.0,45.333332,45.333332,15.0
FToD,201.0,dragon,gargantuan,legendary,L,26.0,8,90000.0,9.0,2.0,9.0,10.0,7.0,7.0,False,True,True,False,True,True,9,10,17,10,15,15,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,21.0,23.0,507.0,627.0,['4 saves'],17.0,17.0,173.83333,173.83333,25.0
MM,130.0,celestial,huge,legendary,L,23.0,7,50000.0,10.0,5.0,10.0,5.0,6.0,8.0,True,False,False,True,True,True,17,5,10,12,13,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,26.0,313.5,503.8,"['4 saves', 'magic resistance']",17.0,17.0,146.66667,146.66667,
WBtW,217.0,fey,medium,unique,N,6.0,3,2300.0,5.0,1.0,5.0,1.0,0.0,3.0,False,False,True,True,True,True,5,1,8,4,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,19.0,114.0,114.0,['4 saves'],6.0,6.0,34.0,34.0,
MM,73.0,fiend,medium,generic,N,12.0,4,8400.0,4.0,3.0,4.0,2.0,2.0,4.0,False,True,True,False,True,True,4,7,8,2,6,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,23.0,153.0,191.3,"['4 saves', 'magic resistance', 'parry']",8.0,8.0,66.0,66.0,
SAiS:BAM,20.0,aberration,gargantuan,generic,N,12.0,4,8400.0,7.0,-1.0,5.0,-5.0,0.0,-5.0,False,False,False,False,False,False,7,-1,5,-5,0,-5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,14.0,14.0,217.0,217.0,[],,,,,
PotA,200.0,humanoid,medium,generic,N,2.0,2,450.0,2.0,1.0,2.0,-1.0,0.0,1.0,False,False,False,False,False,False,2,1,2,-1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,45.5,45.5,[],4.0,4.0,17.333334,17.333334,
PotA,200.0,humanoid,medium,generic,N,3.0,2,700.0,1.0,2.0,2.0,0.0,0.0,3.0,False,False,False,False,False,False,1,2,2,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,52.0,52.0,[],5.0,5.0,46.666668,46.666668,13.0
MM,131.0,monstrosity,medium,generic,N,2.0,2,450.0,2.0,2.0,1.0,-2.0,1.0,-1.0,False,False,False,False,False,False,2,2,1,-2,1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,44.0,44.0,"['web', 'web']",4.0,4.0,17.0,17.0,11.0
MM,132.0,giant,large,generic,N,4.0,2,1100.0,5.0,-1.0,3.0,-2.0,0.0,-1.0,False,False,False,False,False,False,5,-1,3,-2,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,85.0,85.0,[],7.0,7.0,28.0,28.0,
ERftLW,293.0,construct,tiny,generic,N,0.125,2,25.0,-2.0,3.0,1.0,-1.0,1.0,-2.0,False,False,False,False,False,False,-2,3,1,-1,1,-2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,15.0,7.0,7.0,[],5.0,5.0,5.5,5.5,
SAiS:BAM,21.0,aberration,large,generic,N,10.0,4,5900.0,5.0,-2.0,6.0,-2.0,1.0,-2.0,False,False,False,False,False,False,5,-2,6,-2,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,149.5,149.5,[],,,,,
FToD,199.0,aberration,large,generic,N,8.0,3,3900.0,3.0,0.0,3.0,2.0,2.0,3.0,False,False,True,False,True,False,3,0,6,2,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,18.0,119.0,119.0,['2 saves'],6.0,6.0,70.333336,70.333336,14.0
CoS,230.0,humanoid,medium,unique,N,8.0,3,3900.0,2.0,4.0,3.0,3.0,0.0,3.0,False,False,False,False,True,False,2,4,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,22.0,82.5,82.5,"['1 saves', 'shield']",8.0,8.0,58.0,58.0,
MM,133.0,dragon,tiny,generic,N,2.0,2,450.0,-4.0,5.0,1.0,2.0,1.0,3.0,False,False,False,False,False,False,-4,5,1,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,21.0,14.0,14.0,"['superior invisibility', 'magic resistance']",7.0,11.0,1.0,1.0,
MM,133.0,dragon,tiny,generic,N,1.0,2,200.0,-4.0,5.0,1.0,2.0,1.0,3.0,False,False,False,False,False,False,-4,5,1,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,21.0,14.0,14.0,"['superior invisibility', 'magic resistance']",7.0,11.0,1.0,1.0,
ERftLW,289.0,beast,medium,generic,N,0.25,2,50.0,1.0,4.0,0.0,-3.0,0.0,-3.0,False,False,False,False,False,False,1,4,0,-3,0,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,15.0,9.0,9.0,[],6.0,6.0,8.5,8.5,
