Book,Page,Size,Type,CR,PB,Str,Dex,Con,Int,Wis,Cha,Str Mod,Dex Mod,Con Mod,Int Mod,Wis Mod,Cha Mod,Str Save,Dex Save,Con Save,Int Save,Wis Save,Cha Save
Monster Manual,138,Large,Plant,0.5,2,5,1,3,1,1,1,-3,-5,-4,-5,-5,-5,-3,-5,-4,-5,-5,-5
Volo's Guide to Monsters,125,Medium,Aberration,6.0,3,10,14,16,15,15,13,0,2,3,2,2,1,0,2,3,5,5,4
Mordenkainen Presents: Monsters of the Multiverse,133,Medium,Aberration,6.0,3,10,14,16,15,15,13,0,2,3,2,2,1,0,2,3,5,5,4
Mordenkainen Presents: Monsters of the Multiverse,134,Tiny,Aberration,0.5,2,3,17,14,3,10,7,-4,3,2,-4,0,-2,-4,3,2,-4,2,-2
Volo's Guide to Monsters,126,Tiny,Aberration,0.5,2,3,17,14,3,10,7,-4,3,2,-4,0,-2,-4,3,2,-4,2,-2
Explorer's Guide to Wildemount,290,Large,Construct,10.0,4,20,16,18,3,11,1,5,3,4,-4,0,-5,5,3,4,-4,0,-5
Basic Rules,337,Large,Ooze,2.0,2,14,3,20,1,6,1,2,-4,5,-5,-2,-5,2,-4,5,-5,-2,-5
Fizban's Treasury of Dragons,202,Large,Monstrosity,5.0,3,17,15,14,15,10,6,3,2,2,2,0,-2,3,5,2,5,0,-2
,,Small,Elemental,0.25,2,12,10,16,9,14,11,1,0,3,-1,2,0,1,0,3,-1,2,0
Mordenkainen’s Tome of Foes,172,Huge,Fiend,22.0,7,29,17,22,19,16,23,9,3,6,4,3,6,9,10,13,4,10,13
Mordenkainen Presents: Monsters of the Multiverse,136,Huge,Fiend,22.0,7,29,17,22,19,16,23,9,3,6,4,3,6,9,10,13,4,10,13
Princes of the Apocalypse,209,Large,Humanoid,7.0,3,19,17,16,14,13,17,4,3,3,2,1,3,4,6,6,5,4,3
Basic Rules,311,Medium,Undead,2.0,2,16,17,10,11,10,8,3,3,0,0,0,-1,3,3,0,0,0,-1
Basic Rules,129,Medium,Undead,4.0,2,7,13,10,10,12,17,-2,1,0,0,1,3,-2,1,0,0,1,3
Fizban's Treasury of Dragons,203,Huge,Undead,17.0,6,20,10,25,16,15,19,5,0,7,3,2,4,5,0,13,3,8,10
Mythic Odysseys of Theros,222,Medium,Undead,5.0,3,16,15,12,13,12,14,3,2,1,1,1,2,3,2,1,1,1,2
Basic Rules,130,Medium,Undead,1.0,2,13,15,10,7,10,6,1,2,0,-2,0,-2,1,2,0,-2,0,-2
Basic Rules,130,Huge,Beast,7.0,3,23,14,18,7,12,7,6,2,4,-2,1,-2,6,2,4,-2,1,-2
Basic Rules,130,Medium,Beast,0.25,2,13,10,15,2,12,5,1,0,2,-4,1,-3,1,0,2,-4,1,-3
Basic Rules,130,Large,Beast,0.25,2,15,16,11,2,12,6,2,3,0,-4,1,-2,2,3,0,-4,1,-2
Basic Rules,131,Large,Beast,2.0,2,17,10,16,2,7,5,3,0,3,-4,-2,-3,3,0,3,-4,-2,-3
Fizban's Treasury of Dragons,23,Large,Beast,0.5,2,10,14,12,2,10,6,0,2,1,-4,0,-2,0,2,1,-4,0,-2
Basic Rules,131,Small,Beast,0.25,2,5,14,12,1,7,3,-3,2,1,-5,-2,-4,-3,2,1,-5,-2,-4
Basic Rules,131,Huge,Beast,2.0,2,19,14,12,1,10,3,4,2,1,-5,0,-4,4,2,1,-5,0,-4
,,Large,Beast,4.0,2,12,16,14,2,10,3,1,3,2,-4,0,-4,1,3,2,-4,0,-4
Basic Rules,131,Medium,Beast,0.125,2,13,15,11,1,9,3,1,2,0,-5,-1,-4,1,2,0,-5,-1,-4
,,Large,Beast,2.0,2,15,13,13,1,9,3,2,1,1,-5,-1,-4,2,1,1,-5,-1,-4
Basic Rules,132,Huge,Beast,5.0,3,21,9,17,2,10,7,5,-1,3,-4,0,-2,5,-1,3,-4,0,-2
The Wild Beyond the Witchlight,234,Large,Beast,0.5,2,15,18,11,3,10,3,2,4,0,-4,0,-4,2,4,0,-4,0,-4
Basic Rules,132,Large,Beast,1.0,2,16,17,13,8,14,10,3,3,1,-1,2,0,3,3,1,-1,2,0
Basic Rules,132,Huge,Beast,2.0,2,19,16,14,7,14,10,4,3,2,-2,2,0,4,3,2,-2,2,0
Basic Rules,132,Small,Beast,0.0,2,8,10,12,1,7,3,-1,0,1,-5,-2,-4,-1,0,1,-5,-2,-4
,,Large,Elemental,10.0,4,19,11,20,6,11,9,4,0,5,-2,0,-1,4,0,5,-2,4,-1
Basic Rules,133,Medium,Beast,0.25,2,12,13,11,2,10,3,1,1,0,-4,0,-4,1,1,0,-4,0,-4
Basic Rules,133,Large,Beast,0.5,2,17,11,12,3,12,6,3,0,1,-4,1,-2,3,0,1,-4,1,-2
Basic Rules,133,Large,Beast,1.0,2,16,14,14,2,12,7,3,2,2,-4,1,-2,3,2,2,-4,1,-2
,,Large,Monstrosity,3.0,2,16,13,14,8,10,6,3,1,2,-1,0,-2,3,1,2,-1,0,-2
,,Large,Beast,3.0,2,11,17,16,2,12,3,0,3,3,-4,1,-4,0,3,3,-4,1,-4
Basic Rules,134,Large,Beast,0.25,2,15,12,13,2,10,5,2,1,1,-4,0,-3,2,1,1,-4,0,-3
Basic Rules,134,Large,Beast,1.0,2,17,13,13,4,10,4,3,1,1,-3,0,-3,3,1,1,-3,0,-3
Basic Rules,134,Large,Beast,0.25,2,13,15,12,8,13,10,1,2,1,-1,1,0,1,2,1,-1,1,0
Basic Rules,134,Medium,Beast,0.25,2,10,18,13,2,10,3,0,4,1,-4,0,-4,0,4,1,-4,0,-4
Basic Rules,135,Small,Beast,0.125,2,7,15,11,2,10,4,-2,2,0,-4,0,-3,-2,2,0,-4,0,-3
Basic Rules,135,Large,Beast,3.0,2,15,13,15,1,9,3,2,1,2,-5,-1,-4,2,1,2,-5,-1,-4
,,Large,Beast,0.5,2,11,14,12,7,10,7,0,2,1,-2,0,-2,0,4,1,-2,0,-2
Basic Rules,135,Large,Beast,0.5,2,12,15,11,2,12,5,1,2,0,-4,1,-3,1,2,0,-4,1,-3
Basic Rules,135,Huge,Beast,5.0,3,23,11,21,1,10,5,6,0,5,-5,0,-3,6,0,5,-5,0,-3
,,Huge,Undead,7.0,3,21,10,20,4,6,6,5,0,5,-3,-2,-2,5,0,5,-3,-2,-2
The Wild Beyond the Witchlight,234,Large,Beast,0.25,2,15,3,11,3,10,3,2,-4,0,-4,0,-4,2,-4,0,-4,0,-4
,,Large,Beast,3.0,2,19,10,14,2,12,5,4,0,2,-4,1,-3,4,0,2,-4,1,-3
Spelljammer: Adventures in Space • Boo’s Astral Menagerie,56,Large,Beast,0.25,2,14,12,10,2,12,4,2,1,0,-4,1,-3,2,1,0,-4,1,-3
Basic Rules,136,Large,Beast,1.0,2,14,16,12,2,11,4,2,3,1,-4,0,-3,2,3,1,-4,0,-3
Volo's Guide to Monsters,143,Large,Monstrosity,1.0,2,18,13,14,4,12,6,4,1,2,-3,1,-2,4,1,2,-3,1,-2
Mordenkainen Presents: Monsters of the Multiverse,137,Large,Elemental,1.0,2,18,13,14,4,12,6,4,1,2,-3,1,-2,4,1,2,-3,1,-2
,,Huge,Beast,4.0,2,21,9,17,2,10,7,5,-1,3,-4,0,-2,5,-1,3,-4,0,-2
Basic Rules,136,Large,Beast,1.0,2,15,13,13,2,10,3,2,1,1,-4,0,-4,2,1,1,-4,0,-4
Basic Rules,136,Large,Beast,1.0,2,15,10,15,6,12,7,2,0,2,-2,1,-2,2,0,2,-2,1,-2
Icewind Dale: Rime of the Frostmaiden,312,Huge,Beast,4.0,2,22,9,16,3,11,4,6,-1,3,-4,0,-3,6,-1,3,-4,0,-3
Basic Rules,137,Medium,Beast,0.5,2,10,14,10,1,10,3,0,2,0,-5,0,-4,0,2,0,-5,0,-4
Basic Rules,137,Medium,Beast,0.125,2,11,16,10,4,12,5,0,3,0,-3,1,-3,0,3,0,-3,1,-3
Basic Rules,137,Medium,Beast,0.25,2,12,16,13,3,12,4,1,3,1,-4,1,-3,1,3,1,-4,1,-3
Basic Rules,314,Medium,Aberration,2.0,2,10,8,16,3,10,6,0,-1,3,-4,0,-2,0,-1,3,-4,0,-2
Baldur's Gate: Descent into Avernus,65,Medium,Undead,6.0,3,18,13,18,10,18,13,4,1,4,0,4,1,4,4,7,0,7,1
Mordenkainen Presents: Monsters of the Multiverse,138,Medium,Humanoid,3.0,2,18,14,17,11,12,12,4,2,3,0,1,1,4,2,3,0,1,1
Mordenkainen’s Tome of Foes,204,Medium,Humanoid,3.0,2,18,14,17,11,12,12,4,2,3,0,1,1,4,2,3,0,1,1
Spelljammer: Adventures in Space • Boo’s Astral Menagerie,24,Medium,Humanoid,3.0,2,18,14,17,11,12,12,4,2,3,0,1,1,4,2,3,0,1,1
Spelljammer: Adventures in Space • Boo’s Astral Menagerie,25,Medium,Humanoid,6.0,3,20,14,18,11,12,13,5,2,4,0,1,1,8,2,7,0,4,1
Spelljammer: Adventures in Space • Boo’s Astral Menagerie,25,Medium,Humanoid,10.0,4,22,15,18,14,14,18,6,2,4,2,2,4,10,6,8,2,6,4
Candlekeep Mysteries,27,Small,Aberration,2.0,2,3,15,16,4,11,6,-4,2,3,-3,0,-2,-4,2,3,-3,0,-2
Mordenkainen Presents: Monsters of the Multiverse,139,Large,Monstrosity,4.0,2,18,16,16,5,12,7,4,3,3,-3,1,-2,4,3,3,-3,1,-2
Volo's Guide to Monsters,152,Large,Monstrosity,4.0,2,18,16,16,5,12,7,4,3,3,-3,1,-2,4,3,3,-3,1,-2
,,Large,Undead,3.0,2,18,12,16,3,7,5,4,1,3,-4,-2,-3,4,1,3,-4,-2,-3
Spelljammer: Adventures in Space • Boo’s Astral Menagerie,27,Medium,Humanoid,3.0,2,16,14,14,16,13,13,3,2,2,3,1,1,3,2,4,5,3,1
Mordenkainen Presents: Monsters of the Multiverse,140,Medium,Humanoid,10.0,4,17,15,14,16,15,16,3,2,2,3,2,3,3,2,6,7,6,3
Mordenkainen’s Tome of Foes,204,Medium,Humanoid,10.0,4,17,15,14,16,15,16,3,2,2,3,2,3,3,2,6,7,6,3
Mordenkainen’s Tome of Foes,205,Medium,Humanoid,12.0,4,18,16,17,16,15,17,4,3,3,3,2,3,4,3,7,7,6,3
Mordenkainen Presents: Monsters of the Multiverse,140,Medium,Humanoid,12.0,4,18,16,17,16,15,17,4,3,3,3,2,3,4,3,7,7,6,3
Monster Manual,160,Medium,Humanoid,8.0,3,16,14,15,14,14,15,3,2,2,2,2,2,3,2,5,5,5,2
Spelljammer: Adventures in Space • Boo’s Astral Menagerie,27,Medium,Humanoid,7.0,3,11,11,14,19,16,14,0,0,2,4,3,2,0,0,5,7,6,2
Mordenkainen Presents: Monsters of the Multiverse,141,Medium,Humanoid,14.0,5,19,17,18,16,16,18,4,3,4,3,3,4,4,3,9,8,8,4
Mordenkainen’s Tome of Foes,206,Medium,Humanoid,14.0,5,19,17,18,16,16,18,4,3,4,3,3,4,4,3,9,8,8,4
Monster Manual,160,Medium,Humanoid,3.0,2,15,14,12,13,13,10,2,2,1,1,1,0,2,2,3,3,3,0
Spelljammer: Adventures in Space • Boo’s Astral Menagerie,27,Medium,Humanoid,9.0,4,14,18,17,15,18,13,2,4,3,2,4,1,2,8,7,2,8,1
Mordenkainen Presents: Monsters of the Multiverse,142,Medium,Humanoid,16.0,5,16,21,18,18,20,14,3,5,4,4,5,2,8,10,4,9,10,2
Mordenkainen’s Tome of Foes,207,Medium,Humanoid,16.0,5,16,21,18,18,20,14,3,5,4,4,5,2,8,10,4,9,10,2
Mordenkainen’s Tome of Foes,208,Medium,Humanoid,10.0,4,14,19,16,17,19,13,2,4,3,3,4,1,6,8,3,7,8,1
Mordenkainen Presents: Monsters of the Multiverse,143,Medium,Humanoid,10.0,4,14,19,16,17,19,13,2,4,3,3,4,1,6,8,3,7,8,1
Monster Manual,161,Medium,Humanoid,2.0,2,12,15,12,13,14,10,1,2,1,1,2,0,3,4,1,3,4,0
Monster Manual,161,Medium,Humanoid,6.0,3,13,18,15,16,17,12,1,4,2,3,3,1,4,7,2,6,6,1
Basic Rules,271,Large,Fiend,9.0,4,20,15,21,19,17,16,5,2,5,4,3,3,9,2,9,4,7,7
Basic Rules,399,Medium,Humanoid,5.0,3,18,15,16,10,12,15,4,2,3,0,1,2,7,5,6,0,1,2
The Wild Beyond the Witchlight,193,Medium,Construct,2.0,2,13,10,10,1,10,1,1,0,0,-5,0,-5,1,2,2,-5,2,-5
Guildmasters' Guide to Ravnica,215,Large,Undead,8.0,3,20,16,17,2,11,6,5,3,3,-4,0,-2,8,6,3,-4,0,-2
Mordenkainen’s Tome of Foes,224,Medium,Humanoid,9.0,4,11,18,14,15,12,18,0,4,2,2,1,4,0,8,6,2,1,4
Explorer's Guide to Wildemount,291,Large,Monstrosity,6.0,3,22,16,14,5,17,14,6,3,2,-3,3,2,9,6,2,-3,3,2
Basic Rules,137,Medium,Humanoid,0.5,2,14,12,11,6,10,7,2,1,0,-2,0,-2,2,1,0,-2,0,-2
Monster Manual,163,Medium,Fiend,4.0,2,17,15,15,10,11,13,3,2,2,0,0,1,3,2,4,0,2,3
Volo's Guide to Monsters,154,Medium,Humanoid,1.0,2,12,14,12,8,10,8,1,2,1,-1,0,-1,1,4,1,-1,0,-1
Mordenkainen Presents: Monsters of the Multiverse,144,Medium,Monstrosity,1.0,2,12,14,12,8,10,8,1,2,1,-1,0,-1,1,4,1,-1,0,-1
Mordenkainen Presents: Monsters of the Multiverse,144,Medium,Monstrosity,0.5,2,14,14,12,8,12,8,2,2,1,-1,1,-1,2,2,1,-1,1,-1
Volo's Guide to Monsters,154,Medium,Humanoid,0.5,2,14,14,12,8,12,8,2,2,1,-1,1,-1,2,2,1,-1,1,-1
Monster Manual,163,Medium,Humanoid,2.0,2,16,14,13,8,11,9,3,2,1,-1,0,-1,3,2,1,-1,0,-1
Icewind Dale: Rime of the Frostmaiden,290,Medium,Undead,8.0,3,20,18,20,6,12,9,5,4,5,-2,1,-1,5,7,7,-2,1,-1
Mordenkainen Presents: Monsters of the Multiverse,145,Medium,Undead,0.25,2,14,8,12,5,5,5,2,-1,1,-3,-3,-3,2,-1,1,-3,-3,-3
Volo's Guide to Monsters,155,Medium,Undead,0.25,2,14,8,12,5,5,5,2,-1,1,-3,-3,-3,2,-1,1,-3,-3,-3
Icewind Dale: Rime of the Frostmaiden,303,Small,Aberration,5.0,3,6,14,12,19,17,17,-2,2,1,4,3,3,-2,2,1,7,6,6
Icewind Dale: Rime of the Frostmaiden,303,Small,Aberration,0.5,2,4,7,10,4,10,3,-3,-2,0,-3,0,-4,-3,-2,0,-3,0,-4
Basic Rules,138,Medium,Beast,0.0,2,12,10,11,2,10,5,1,0,0,-4,0,-3,1,0,0,-4,0,-3
Basic Rules,138,Small,Humanoid,0.25,2,8,14,10,10,8,8,-1,2,0,0,-1,-1,-1,2,0,0,-1,-1
Monster Manual,166,Small,Humanoid,1.0,2,10,14,10,10,8,10,0,2,0,0,-1,0,0,2,0,0,-1,0
Guildmasters' Guide to Ravnica,167,Small,Humanoid,0.25,2,8,16,10,10,10,8,-1,3,0,0,0,-1,-1,3,0,0,0,-1
Basic Rules,300,Medium,Dragon,3.0,2,19,14,17,14,11,16,4,2,3,2,0,3,4,4,5,2,2,5
Mythic Odysseys of Theros,211,Large,Construct,5.0,3,18,13,19,3,16,10,4,1,4,-4,3,0,4,1,4,-4,3,0
Guildmasters' Guide to Ravnica,236,Medium,Humanoid,5.0,3,11,15,12,12,17,16,0,2,1,1,3,3,0,2,4,1,6,3
Icewind Dale: Rime of the Frostmaiden,292,Medium,Humanoid,3.0,2,18,11,16,10,15,10,4,0,3,0,2,0,4,0,3,0,2,0
Icewind Dale: Rime of the Frostmaiden,293,Medium,Humanoid,8.0,3,20,10,18,10,15,10,5,0,4,0,2,0,5,0,4,0,2,0
Monstrous Compendium Volume One: Spelljammer Creatures,9,Medium,Aberration,0.125,2,10,11,14,11,14,4,0,0,2,0,2,-3,0,0,4,0,4,-3
Basic Rules,317,Large,Monstrosity,5.0,3,20,11,18,2,12,7,5,0,4,-4,1,-2,5,0,4,-4,1,-2
Monster Manual,59,Huge,Fiend,17.0,6,25,11,25,6,13,14,7,0,7,-2,1,2,13,6,13,-2,7,2
,,Huge,Monstrosity,6.0,3,20,11,19,6,10,14,5,0,4,-2,0,2,5,0,4,-2,0,2
Icewind Dale: Rime of the Frostmaiden,176,Medium,Humanoid,2.0,2,14,9,18,13,17,16,2,-1,4,1,3,3,2,-1,4,1,3,3
Basic Rules,338,Medium,Ooze,0.5,2,12,6,16,1,6,2,1,-2,3,-5,-2,-4,1,-2,3,-5,-2,-4
Mordenkainen’s Tome of Foes,209,Large,Monstrosity,12.0,4,19,13,20,3,6,8,4,1,5,-4,-2,-1,8,1,9,-4,-2,-1
Mordenkainen Presents: Monsters of the Multiverse,146,Large,Monstrosity,12.0,4,19,13,20,3,6,8,4,1,5,-4,-2,-1,8,1,9,-4,-2,-1
Spelljammer: Adventures in Space • Boo’s Astral Menagerie,49,Medium,Monstrosity,0.25,2,16,13,15,1,10,1,3,1,2,-5,0,-5,3,1,2,-5,0,-5
Monster Manual,277,Medium,Aberration,9.0,4,17,17,16,13,8,14,3,3,3,1,-1,2,3,3,3,1,-1,2
Mordenkainen Presents: Monsters of the Multiverse,148,Large,Fiend,24.0,7,22,15,21,23,21,26,6,2,5,6,5,8,6,9,12,6,12,8
,,Large,Fiend,24.0,7,22,15,21,23,21,26,6,2,5,6,5,8,6,9,12,6,12,8
Van Richten’s Guide to Ravenloft,245,Huge,Aberration,21.0,7,24,13,26,27,22,25,7,1,8,8,6,7,7,1,15,15,13,14
,,Medium,Undead,5.0,3,18,10,17,4,6,6,4,0,3,-3,-2,-2,4,0,3,-3,1,-2
Mordenkainen’s Tome of Foes,162,Medium,Fiend,15.0,5,12,17,16,17,12,19,1,3,3,3,1,4,1,3,3,8,1,9
Mordenkainen Presents: Monsters of the Multiverse,40,Medium,Fiend,15.0,5,12,17,16,17,12,19,1,3,3,3,1,4,1,3,3,8,1,9
Basic Rules,286,Medium,Dragon,2.0,2,15,12,13,14,11,13,2,1,1,2,0,1,2,3,3,2,2,3
Basic Rules,319,Medium,Fey,3.0,2,18,12,16,13,14,14,4,1,3,1,2,2,4,1,3,1,2,2
Monster Manual,177,Medium,Fey,3.0,2,18,12,16,13,14,14,4,1,3,1,2,2,4,1,3,1,2,2
Monster Manual,277,Large,Aberration,8.0,3,18,15,16,11,8,12,4,2,3,0,-1,1,4,2,3,0,-1,1
Monster Manual,172,Medium,Aberration,3.0,2,15,14,13,12,11,9,2,2,1,1,0,-1,2,2,1,1,0,-1
Van Richten’s Guide to Ravenloft,235,Tiny,Monstrosity,0.125,2,6,14,10,12,11,4,-2,2,0,1,0,-3,-2,2,0,1,0,-3
Basic Rules,138,Medium,Monstrosity,2.0,2,14,14,11,3,14,5,2,2,0,-4,2,-3,2,2,0,-4,2,-3
Monster Manual,173,Large,Monstrosity,7.0,3,18,16,15,4,14,9,4,3,2,-3,2,-1,4,3,2,-3,2,-1
Basic Rules,138,Large,Monstrosity,2.0,2,18,15,16,2,13,8,4,2,3,-4,1,-1,4,2,3,-4,1,-1
,,Medium,Humanoid,2.0,2,14,15,14,10,12,10,2,2,2,0,1,0,2,2,2,0,1,0
Basic Rules,318,Medium,Humanoid,0.25,2,16,12,12,9,8,6,3,1,1,-1,-1,-2,3,1,1,-1,-1,-2
Candlekeep Mysteries,99,Small,Humanoid,0.25,2,10,15,12,10,14,10,0,2,1,0,2,0,0,2,1,0,2,0
,,Medium,Humanoid,2.0,2,14,12,12,11,14,16,2,1,1,0,2,3,2,1,1,0,4,5
Strixhaven: A Curriculum of Chaos,194,Large,Plant,4.0,2,20,10,17,4,13,7,5,0,3,-3,1,-2,5,0,3,-3,1,-2
Volo's Guide to Monsters,156,Small,Humanoid,0.25,2,7,14,15,10,11,10,-2,2,2,0,0,0,-2,4,2,0,0,0
Mordenkainen Presents: Monsters of the Multiverse,149,Small,Humanoid,0.25,2,7,14,15,10,11,10,-2,2,2,0,0,0,-2,4,2,0,0,0
Mordenkainen Presents: Monsters of the Multiverse,150,Small,Humanoid,2.0,2,7,16,15,10,11,12,-2,3,2,0,0,1,-2,5,2,0,0,1
Volo's Guide to Monsters,157,Small,Humanoid,2.0,2,7,16,15,10,11,12,-2,3,2,0,0,1,-2,5,2,0,0,1
Volo's Guide to Monsters,157,Small,Humanoid,1.0,2,7,16,15,10,15,11,-2,3,2,0,2,0,-2,5,2,0,2,0
Mordenkainen Presents: Monsters of the Multiverse,150,Small,Humanoid,1.0,2,7,16,15,10,15,11,-2,3,2,0,2,0,-2,5,2,0,2,0
Basic Rules,163,Medium,Humanoid,0.125,2,13,12,12,10,11,10,1,1,1,0,0,0,1,1,1,0,0,0
Volo's Guide to Monsters,158,Medium,Dragon,2.0,2,16,11,16,4,10,7,3,0,3,-3,0,-2,3,0,3,-3,0,-2
Mordenkainen Presents: Monsters of the Multiverse,151,Medium,Dragon,2.0,2,16,11,16,4,10,7,3,0,3,-3,0,-2,3,0,3,-3,0,-2
Guildmasters' Guide to Ravnica,201,Huge,Giant,8.0,3,24,17,22,10,18,12,7,3,6,0,4,1,7,6,6,0,7,1
Basic Rules,335,Large,Monstrosity,10.0,4,19,18,16,16,19,18,4,4,3,3,4,4,4,8,7,7,8,8
Curse of Strahd,227,Medium,Construct,1.0,2,1,1,10,14,10,10,-5,-5,0,2,0,0,-5,-5,0,2,0,0
,,Huge,Monstrosity,4.0,2,22,14,16,5,12,8,6,2,3,-3,1,-1,6,2,3,-3,1,-1
Icewind Dale: Rime of the Frostmaiden,305,Medium,Humanoid,5.0,3,20,8,18,9,10,16,5,-1,4,-1,0,3,5,-1,4,-1,0,3
Basic Rules,348,Large,Monstrosity,11.0,4,18,15,16,18,18,18,4,2,3,4,4,4,4,2,3,4,4,4
Spelljammer: Adventures in Space • Boo’s Astral Menagerie,28,Medium,Humanoid,2.0,2,11,17,13,13,17,14,0,3,1,1,3,2,0,3,3,1,5,2
Spelljammer: Adventures in Space • Boo’s Astral Menagerie,29,Medium,Humanoid,0.125,2,11,14,11,10,14,12,0,2,0,0,2,1,0,4,2,0,2,1
Spelljammer: Adventures in Space • Boo’s Astral Menagerie,29,Medium,Humanoid,0.5,2,11,16,13,10,13,12,0,3,1,0,1,1,0,5,3,0,1,1
Mordenkainen Presents: Monsters of the Multiverse,96,Large,Beast,0.25,2,15,10,13,2,10,5,2,0,1,-4,0,-3,2,0,1,-4,0,-3
Volo's Guide to Monsters,140,Large,Beast,0.25,2,15,10,13,2,10,5,2,0,1,-4,0,-3,2,0,1,-4,0,-3
Journeys through the Radiant Citadel,185,Medium,Undead,7.0,3,7,15,17,10,13,17,-2,2,3,0,1,3,-2,2,3,0,1,3
,,Medium,Humanoid,23.0,7,10,18,18,24,18,18,0,4,4,7,4,4,0,4,4,14,11,4
,,Medium,Humanoid,5.0,3,18,15,16,10,12,15,4,2,3,0,1,2,7,5,6,0,1,2
Monster Manual,238,Large,Giant,1.0,2,17,10,14,7,9,10,3,0,2,-2,-1,0,3,0,2,-2,-1,0
Basic Rules,321,Medium,Humanoid,5.0,3,16,13,14,10,11,10,3,1,2,0,0,0,3,1,2,0,0,0
Icewind Dale: Rime of the Frostmaiden,294,Tiny,Beast,0.0,2,1,17,9,2,11,4,-5,3,-1,-4,0,-3,-5,3,-1,-4,0,-3
The Wild Beyond the Witchlight,235,Medium,Humanoid,0.125,2,14,17,11,10,11,10,2,3,0,0,0,0,2,5,0,0,0,0
The Wild Beyond the Witchlight,235,Medium,Humanoid,0.25,2,10,17,11,10,13,10,0,3,0,0,1,0,0,5,0,0,1,0
Basic Rules,139,Medium,Monstrosity,1.0,2,12,13,12,7,10,13,1,1,1,-2,0,1,1,1,1,-2,0,1
,,Medium,Monstrosity,5.0,3,13,16,12,9,10,16,1,3,1,-1,0,3,1,6,1,-1,0,6
Eberron: Rising from the Last War,305,Medium,Aberration,9.0,4,12,14,13,18,16,18,1,2,1,4,3,4,1,2,1,4,7,8
Basic Rules,139,Tiny,Beast,0.0,2,5,16,8,2,14,6,-3,3,-1,-4,2,-2,-3,3,-1,-4,2,-2
Basic Rules,139,Medium,Fiend,3.0,2,17,12,14,6,13,6,3,1,2,-2,1,-2,3,1,2,-2,1,-2
Princes of the Apocalypse,198,Medium,Humanoid,5.0,3,13,18,14,10,15,13,1,4,2,0,2,1,1,4,2,0,2,1
Mordenkainen’s Tome of Foes,165,Huge,Construct,16.0,5,20,16,24,2,10,1,5,3,7,-4,0,-5,5,8,7,-4,5,0
Mordenkainen Presents: Monsters of the Multiverse,152,Huge,Construct,16.0,5,20,16,24,2,10,1,5,3,7,-4,0,-5,5,8,7,-4,5,0
Baldur's Gate: Descent into Avernus,236,Large,Fiend,5.0,3,18,15,12,10,10,7,4,2,1,0,0,-2,4,5,1,0,3,-2
Monster Manual,183,Medium,Construct,4.0,2,18,13,16,10,10,10,4,1,3,0,0,0,4,1,3,0,0,0
Basic Rules,271,Large,Fiend,8.0,3,19,17,20,5,12,13,4,3,5,-3,1,1,7,3,8,-3,4,1
Basic Rules,140,Huge,Giant,5.0,3,21,8,19,5,9,6,5,-1,4,-3,-1,-2,5,-1,4,-3,-1,-2
Mythic Odysseys of Theros,227,Large,Monstrosity,0.5,2,14,15,11,5,10,6,2,2,0,-3,0,-2,2,2,0,-3,0,-2
Basic Rules,140,Large,Monstrosity,1.0,2,17,13,13,2,12,8,3,1,1,-4,1,-1,3,1,1,-4,1,-1
,,Medium,Humanoid,16.0,5,11,24,13,14,21,14,0,7,1,2,5,2,5,12,1,2,5,2
Fizban's Treasury of Dragons,204,Huge,Monstrosity,8.0,3,21,12,17,10,16,10,5,1,3,0,3,0,5,1,6,0,6,0
Fizban's Treasury of Dragons,205,Tiny,Monstrosity,0.125,2,4,16,11,3,8,6,-3,3,0,-4,-1,-2,-3,3,0,-4,-1,-2
Basic Rules,140,Medium,Humanoid,0.5,2,13,12,12,10,10,9,1,1,1,0,0,-1,1,1,1,0,0,-1
Monster Manual,186,Medium,Humanoid,3.0,2,15,14,14,12,10,13,2,2,2,1,0,1,2,2,2,1,0,1
Volo's Guide to Monsters,161,Medium,Humanoid,4.0,2,13,12,14,16,13,11,1,1,2,3,1,0,1,1,2,3,1,0
Mordenkainen Presents: Monsters of the Multiverse,153,Medium,Fey,4.0,2,13,12,14,16,13,11,1,1,2,3,1,0,1,1,2,3,1,0
Mordenkainen Presents: Monsters of the Multiverse,154,Medium,Fey,2.0,2,14,16,15,14,15,11,2,3,2,2,2,0,2,3,2,2,2,0
Volo's Guide to Monsters,162,Medium,Humanoid,2.0,2,14,16,15,14,15,11,2,3,2,2,2,0,2,3,2,2,2,0
Monster Manual,187,Medium,Humanoid,6.0,3,16,14,16,14,11,15,3,2,3,2,0,2,3,2,3,5,3,5
Fizban's Treasury of Dragons,206,Huge,Undead,18.0,6,23,12,21,16,13,21,6,1,5,3,1,5,6,1,11,9,7,11
Baldur's Gate: Descent into Avernus,237,Small,Celestial,5.0,3,10,11,12,16,19,16,0,0,1,3,4,3,0,3,4,3,4,6
Basic Rules,322,Tiny,Construct,0.0,2,4,15,11,10,10,7,-3,2,0,0,0,-2,-3,2,0,0,0,-2
Monster Manual,189,Large,Monstrosity,3.0,2,18,10,15,6,12,7,4,0,2,-2,1,-2,4,0,2,-2,1,-2
,,Medium,Plant,3.0,2,18,10,15,2,6,1,4,0,2,-4,-2,-5,4,0,2,-4,-2,-5
Explorer's Guide to Wildemount,292,Gargantuan,Monstrosity,8.0,3,28,3,25,4,10,5,9,-4,7,-3,0,-3,12,-4,10,-3,0,-3
