Monster,Book,Page,Type,Category,Legendary,CR,PB,XP,HP,AC,adj HP,adj AC,AB,adj AB,DPR,adj DPR,Blinded,Charmed,Deafened,Exhaustion,Frightened,Grappled,Incapacitated,Invisible,Paralyzed,Petrified,Poisoned,Prone,Restrained,Stunned,Unconscious,Bludgeoning,Piercing,Slashing,Acid,Cold,Fire,Force,Lightning,Necrotic,Poison,Psychic,Radiant,Thunder
Skull Lord,MToF,230.0,undead,legacy,L,15.0,5,13000.0,105.0,18.0,243.8,20.0,10.0,10.0,130.5,130.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.7,0.7,0.7,1.0,0.5,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0
Slithering Tracker,MPMotM,221.0,ooze,generic,N,3.0,2,700.0,39.0,14.0,78.0,14.0,5.0,5.0,22.166666,22.166666,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.7,0.7,0.7,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Slithering Tracker,VGtM,191.0,ooze,legacy,N,3.0,2,700.0,32.5,14.0,65.0,14.0,5.0,5.0,22.166666,32.166668,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Spawn of Kyuss,MPMotM,225.0,undead,generic,N,5.0,3,1800.0,76.5,10.0,106.5,10.0,6.0,6.0,13.5,30.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Spawn of Kyuss,VGtM,192.0,undead,legacy,N,5.0,3,1800.0,76.5,10.0,106.0,10.0,6.0,6.0,40.0,40.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Star Spawn Grue,MPMotM,227.0,aberration,generic,N,0.25,2,50.0,17.5,11.0,17.5,11.0,3.0,3.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
Star Spawn Grue,MToF,234.0,aberration,legacy,N,0.25,2,50.0,17.5,11.0,17.5,11.0,3.0,3.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
Star Spawn Hulk,MPMotM,227.0,aberration,generic,N,10.0,4,5900.0,136.5,16.0,249.8,16.0,9.0,9.0,32.666668,38.666668,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Star Spawn Hulk,MToF,234.0,aberration,legacy,N,10.0,4,5900.0,136.5,16.0,249.8,16.0,9.0,9.0,32.666668,38.666668,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Star Spawn Larva Mage,MPMotM,228.0,aberration,legendary,L,16.0,5,15000.0,168.0,16.0,262.5,18.0,8.0,8.0,81.0,111.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.7,0.7,0.7,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
Star Spawn Larva Mage,MToF,235.0,aberration,legacy,L,16.0,5,15000.0,168.0,16.0,262.5,18.0,8.0,8.0,68.666664,98.666664,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.7,0.7,0.7,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
Star Spawn Mangler,MPMotM,229.0,aberration,generic,N,5.0,3,1800.0,71.5,14.0,89.4,18.0,7.0,7.0,28.333334,47.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
Star Spawn Mangler,MToF,236.0,aberration,legacy,N,5.0,3,1800.0,71.5,14.0,71.5,18.0,7.0,7.0,39.666668,70.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
Star Spawn Seer,MPMotM,230.0,aberration,generic,N,13.0,5,10000.0,153.0,17.0,241.3,19.0,11.0,11.0,64.0,75.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
Star Spawn Seer,MToF,236.0,aberration,legacy,N,13.0,5,10000.0,153.0,17.0,241.3,19.0,11.0,11.0,64.0,69.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
Steel Predator,MPMotM,232.0,construct,generic,N,16.0,5,15000.0,207.0,20.0,370.5,22.0,12.0,12.0,55.333332,55.333332,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.2,1.0,0.5,1.0,1.0,0.5,0.5,0.0,0.0,1.0,0.5
Steel Predator,MToF,239.0,construct,legacy,N,16.0,5,15000.0,207.0,20.0,370.5,22.0,12.0,12.0,49.0,49.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.2,1.0,0.5,1.0,1.0,0.5,0.5,0.0,0.0,1.0,0.5
Stegosaurus,MPMotM,96.0,beast,generic,N,4.0,2,1100.0,76.0,13.0,76.0,13.0,7.0,7.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Stegosaurus,VGtM,140.0,beast,legacy,N,4.0,2,1100.0,76.0,13.0,76.0,13.0,7.0,7.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Stench Kow,MPMotM,72.0,fiend,generic,N,0.25,2,50.0,15.0,10.0,15.0,10.0,6.0,6.0,7.5,9.833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0
Stench Kow,VGtM,207.0,beast,legacy,N,0.25,2,50.0,15.0,10.0,15.0,11.0,6.0,6.0,9.833333,9.833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0
Stone Cursed,MPMotM,233.0,construct,generic,N,1.0,2,200.0,19.5,17.0,29.5,19.0,5.0,7.0,12.0,12.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Stone Cursed,MToF,240.0,construct,legacy,N,1.0,2,200.0,17.5,17.0,27.5,19.0,5.0,7.0,12.166667,12.166667,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Stone Giant Dreamwalker,MPMotM,234.0,giant,generic,N,10.0,4,5900.0,161.0,18.0,181.0,20.0,10.0,10.0,48.0,48.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Stone Giant Dreamwalker,VGtM,150.0,giant,legacy,N,10.0,4,5900.0,161.0,18.0,176.0,18.0,10.0,10.0,38.0,38.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Storm Giant Quintessent,MPMotM,235.0,giant,legendary,LL,16.0,5,15000.0,230.0,12.0,325.0,14.0,14.0,14.0,125.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
Storm Giant Quintessent,VGtM,151.0,giant,legacy,LL,16.0,5,15000.0,230.0,12.0,287.5,16.0,14.0,14.0,102.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
Swarm of Cranium Rats,MPMotM,83.0,aberration,generic,N,5.0,3,1800.0,76.5,12.0,153.0,12.0,5.0,5.0,33.0,33.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Swarm of Cranium Rats,VGtM,133.0,beast,legacy,N,5.0,3,1800.0,36.0,12.0,54.0,12.0,5.0,5.0,14.0,14.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Swarm of Rot Grubs,MPMotM,237.0,beast,generic,N,0.5,2,100.0,22.5,8.0,22.5,8.0,0.0,0.0,14.0,14.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Swarm of Rot Grubs,VGtM,208.0,beast,legacy,N,0.5,2,100.0,22.5,8.0,45.0,8.0,0.0,0.0,10.5,10.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Swashbuckler,MPMotM,238.0,humanoid,generic,N,3.0,2,700.0,66.0,17.0,66.0,17.0,6.0,6.0,23.5,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Swashbuckler,VGtM,217.0,humanoid,legacy,N,3.0,2,700.0,66.0,17.0,66.0,17.0,6.0,6.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sword Wraith Commander,MPMotM,239.0,undead,generic,N,8.0,3,3900.0,127.5,18.0,191.3,14.0,7.0,7.0,57.0,57.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7,0.7,0.7,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0
Sword Wraith Commander,MToF,241.0,undead,legacy,N,8.0,3,3900.0,127.5,18.0,191.3,14.0,7.0,7.0,57.0,57.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7,0.7,0.7,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0
Sword Wraith Warrior,MPMotM,239.0,undead,generic,N,3.0,2,700.0,45.0,16.0,90.0,12.0,6.0,6.0,17.0,17.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7,0.7,0.7,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0
Sword Wraith Warrior,MToF,241.0,undead,legacy,N,3.0,2,700.0,45.0,16.0,90.0,12.0,6.0,6.0,17.0,17.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7,0.7,0.7,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0
Tanarukk,MPMotM,240.0,fiend,generic,N,5.0,3,1800.0,95.0,14.0,95.0,16.0,7.0,7.0,19.5,36.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0
Tanarukk,VGtM,186.0,fiend,legacy,N,5.0,3,1800.0,95.0,14.0,95.0,16.0,7.0,7.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0
Titivilus,MPMotM,242.0,fiend,unique,L,16.0,5,15000.0,150.0,20.0,393.8,24.0,9.0,9.0,52.0,62.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,1.0,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Titivilus,MToF,178.0,fiend,legacy,L,16.0,5,15000.0,127.5,20.0,365.6,24.0,9.0,9.0,52.0,62.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,1.0,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Tlincalli,MPMotM,243.0,monstrosity,generic,N,5.0,3,1800.0,85.0,15.0,85.0,17.0,6.0,6.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Tlincalli,VGtM,193.0,monstrosity,legacy,N,5.0,3,1800.0,85.0,15.0,85.0,15.0,6.0,6.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Tortle Druid,MPMotM,244.0,humanoid,generic,N,2.0,2,450.0,33.0,17.0,33.0,17.0,4.0,4.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Tortle Druid,MToF,242.0,humanoid,legacy,N,2.0,2,450.0,33.0,17.0,33.0,17.0,4.0,4.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trapper,MPMotM,245.0,monstrosity,generic,N,3.0,2,700.0,68.0,13.0,68.0,13.0,5.0,5.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Trapper,VGtM,194.0,monstrosity,legacy,N,3.0,2,700.0,85.0,13.0,85.0,13.0,6.0,6.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"Troll, Dire",MPMotM,246.0,giant,generic,N,13.0,5,10000.0,172.5,15.0,253.1,15.0,11.0,11.0,84.0,84.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"Troll, Dire",MToF,243.0,giant,legacy,N,13.0,5,10000.0,172.5,15.0,253.1,15.0,11.0,11.0,84.0,84.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"Troll, Rot",MPMotM,247.0,giant,generic,N,9.0,4,5000.0,138.0,16.0,138.0,16.0,8.0,8.0,73.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
"Troll, Rot",MToF,244.0,giant,legacy,N,9.0,4,5000.0,138.0,16.0,138.0,16.0,8.0,8.0,68.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
"Troll, Spirit",MPMotM,247.0,giant,generic,N,11.0,4,7200.0,130.0,17.0,275.0,17.0,7.0,7.0,58.5,58.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.7,0.7,0.7,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"Troll, Spirit",MToF,244.0,giant,legacy,N,11.0,4,7200.0,97.5,17.0,281.3,17.0,7.0,7.0,47.5,47.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.2,0.2,0.2,0.5,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5
"Troll, Venom",MPMotM,248.0,giant,generic,N,7.0,3,2900.0,94.5,15.0,124.5,15.0,7.0,7.0,43.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
"Troll, Venom",MToF,245.0,giant,legacy,N,7.0,3,2900.0,94.5,15.0,124.5,15.0,7.0,7.0,43.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Ulitharid,MPMotM,249.0,aberration,generic,N,9.0,4,5000.0,127.5,15.0,172.5,19.0,9.0,9.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Ulitharid,VGtM,175.0,aberration,legacy,N,9.0,4,5000.0,127.5,15.0,127.5,19.0,9.0,9.0,58.333332,58.333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Vampiric Mist,MPMotM,250.0,undead,generic,N,3.0,2,700.0,30.0,13.0,120.0,13.0,5.0,5.0,10.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.7,0.7,0.7,0.5,0.5,1.0,1.0,0.5,0.5,0.0,1.0,1.0,0.5
Vampiric Mist,MToF,247.0,undead,legacy,N,3.0,2,700.0,30.0,13.0,120.0,13.0,5.0,5.0,10.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.7,0.7,0.7,0.5,0.5,1.0,1.0,0.5,0.5,0.0,1.0,1.0,0.5
Vargouille,MPMotM,251.0,fiend,generic,N,1.0,2,200.0,18.0,12.0,36.0,12.0,4.0,4.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0
Vargouille,VGtM,194.0,fiend,legacy,N,1.0,2,200.0,13.5,12.0,26.0,12.0,4.0,4.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0
Vegepygmy,MPMotM,252.0,plant,generic,N,0.25,2,50.0,13.5,13.0,22.5,13.0,4.0,4.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
Vegepygmy,VGtM,196.0,plant,legacy,N,0.25,2,50.0,9.0,13.0,18.0,13.0,4.0,4.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
Vegepygmy Chief,MPMotM,253.0,plant,generic,N,2.0,2,450.0,33.0,14.0,48.0,14.0,4.0,4.0,20.666666,20.666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
Vegepygmy Chief,VGtM,197.0,plant,legacy,N,2.0,2,450.0,33.0,14.0,48.0,15.0,4.0,4.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
"Vegepygmy, Thorny",MPMotM,253.0,plant,generic,N,1.0,2,200.0,27.5,14.0,42.5,14.0,3.0,3.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
"Vegepygmy, Thorny",VGtM,197.0,plant,legacy,N,1.0,2,200.0,27.5,14.0,42.0,14.0,3.0,3.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
Velociraptor,MPMotM,96.0,beast,generic,N,0.25,2,50.0,10.5,13.0,10.5,13.0,4.0,5.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Velociraptor,VGtM,140.0,beast,legacy,N,0.25,2,50.0,10.5,13.0,10.5,13.0,4.0,5.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
War Priest,MPMotM,254.0,humanoid,generic,N,9.0,4,5000.0,117.0,18.0,141.0,18.0,7.0,7.0,53.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
War Priest,VGtM,218.0,humanoid,legacy,N,9.0,4,5000.0,117.0,18.0,117.0,18.0,7.0,7.0,69.333336,69.333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Warlock of the Archfey,MPMotM,255.0,humanoid,generic,N,4.0,2,1100.0,67.5,16.0,87.5,16.0,5.0,5.0,29.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Warlock of the Archfey,VGtM,219.0,humanoid,legacy,N,4.0,2,1100.0,49.5,14.0,69.5,14.0,6.0,6.0,16.5,16.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Warlock of the Fiend,MPMotM,255.0,humanoid,generic,N,7.0,3,2900.0,78.0,16.0,78.0,16.0,6.0,6.0,83.5,83.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Warlock of the Fiend,VGtM,219.0,humanoid,legacy,N,7.0,3,2900.0,78.0,15.0,117.0,15.0,7.0,7.0,79.666664,79.666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
