source.book,source.page,size,type,cr,legacy,damage immunities,damage resistances,damage vulnerabilities,damage modifiers.acid,damage modifiers.bludgeoning,damage modifiers.cold,damage modifiers.fire,damage modifiers.force,damage modifiers.lightning,damage modifiers.necrotic,damage modifiers.piercing,damage modifiers.poison,damage modifiers.psychic,damage modifiers.radiant,damage modifiers.slashing,damage modifiers.thunder
Basic Rules,135,Large,Beast,0.5,False,,,,,,,,,,,,,,,,
Basic Rules,135,Huge,Beast,5.0,False,,,,,,,,,,,,,,,,
Tomb of Horrors,,Huge,Undead,7.0,False,poison,,bludgeoning,,V,,,,,,,I,,,,
The Wild Beyond the Witchlight,234,Large,Beast,0.25,False,,,,,,,,,,,,,,,,
Tomb of Annihilation,,Large,Beast,3.0,False,,,,,,,,,,,,,,,,
Spelljammer: Adventures in Space ,56,Large,Beast,0.25,False,,,,,,,,,,,,,,,,
Basic Rules,136,Large,Beast,1.0,False,,,,,,,,,,,,,,,,
Volo's Guide to Monsters,143,Large,Monstrosity,1.0,True,fire,,,,,,I,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,137,Large,Elemental,1.0,False,fire,,,,,,I,,,,,,,,,
The Forge of Fury,,Huge,Beast,4.0,False,,,,,,,,,,,,,,,,
Basic Rules,136,Large,Beast,1.0,False,,,,,,,,,,,,,,,,
Basic Rules,136,Large,Beast,1.0,False,,,,,,,,,,,,,,,,
Icewind Dale: Rime of the Frostmaiden,312,Huge,Beast,4.0,False,,,,,,,,,,,,,,,,
Basic Rules,137,Medium,Beast,0.5,False,,,,,,,,,,,,,,,,
Basic Rules,137,Medium,Beast,0.125,False,,,,,,,,,,,,,,,,
Basic Rules,137,Medium,Beast,0.25,False,,,,,,,,,,,,,,,,
Basic Rules,314,Medium,Aberration,2.0,False,,,,,,,,,,,,,,,,
Baldur's Gate: Descent into Avernus,65,Medium,Undead,6.0,False,"necrotic, poison","bludgeoning, piercing, and slashing damage from nonmagical attacks",radiant,,R-N,,,,,I,R-N,I,,V,R-N,
Mordenkainen Presents: Monsters of the Multiverse,138,Medium,Humanoid,3.0,False,,,,,,,,,,,,,,,,
Mordenkainen’s Tome of Foes,204,Medium,Humanoid,3.0,True,,,,,,,,,,,,,,,,
Spelljammer: Adventures in Space ,24,Medium,Humanoid,3.0,False,,,,,,,,,,,,,,,,
Spelljammer: Adventures in Space ,25,Medium,Humanoid,6.0,False,,,,,,,,,,,,,,,,
Spelljammer: Adventures in Space ,25,Medium,Humanoid,10.0,False,,,,,,,,,,,,,,,,
Candlekeep Mysteries,27,Small,Aberration,2.0,False,poison,,,,,,,,,,,I,,,,
Mordenkainen Presents: Monsters of the Multiverse,139,Large,Monstrosity,4.0,False,,,,,,,,,,,,,,,,
Volo's Guide to Monsters,152,Large,Monstrosity,4.0,True,,,,,,,,,,,,,,,,
Tomb of Annihilation,,Large,Undead,3.0,False,poison,,,,,,,,,,,I,,,,
Spelljammer: Adventures in Space ,27,Medium,Humanoid,3.0,False,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,140,Medium,Humanoid,10.0,False,,,,,,,,,,,,,,,,
Mordenkainen’s Tome of Foes,204,Medium,Humanoid,10.0,True,,,,,,,,,,,,,,,,
Mordenkainen’s Tome of Foes,205,Medium,Humanoid,12.0,True,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,140,Medium,Humanoid,12.0,False,,,,,,,,,,,,,,,,
Monster Manual,160,Medium,Humanoid,8.0,False,,,,,,,,,,,,,,,,
Spelljammer: Adventures in Space ,27,Medium,Humanoid,7.0,False,,radiant,,,,,,,,,,,,R,,
Mordenkainen Presents: Monsters of the Multiverse,141,Medium,Humanoid,14.0,False,,,,,,,,,,,,,,,,
Mordenkainen’s Tome of Foes,206,Medium,Humanoid,14.0,True,,,,,,,,,,,,,,,,
Monster Manual,160,Medium,Humanoid,3.0,False,,,,,,,,,,,,,,,,
Spelljammer: Adventures in Space ,27,Medium,Humanoid,9.0,False,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,142,Medium,Humanoid,16.0,False,,,,,,,,,,,,,,,,
Mordenkainen’s Tome of Foes,207,Medium,Humanoid,16.0,True,,,,,,,,,,,,,,,,
Mordenkainen’s Tome of Foes,208,Medium,Humanoid,10.0,True,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,143,Medium,Humanoid,10.0,False,,,,,,,,,,,,,,,,
Monster Manual,161,Medium,Humanoid,2.0,False,,,,,,,,,,,,,,,,
Monster Manual,161,Medium,Humanoid,6.0,False,,,,,,,,,,,,,,,,
Basic Rules,271,Large,Fiend,9.0,False,poison,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,R,R,,R,,R-N,I,,,R-N,
Basic Rules,399,Medium,Humanoid,5.0,False,,,,,,,,,,,,,,,,
The Wild Beyond the Witchlight,193,Medium,Construct,2.0,False,"poison, psychic",,,,,,,,,,,I,I,,,
Guildmasters' Guide to Ravnica,215,Large,Undead,8.0,False,poison,"necrotic; bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,,,,,R,R-N,I,,,R-N,
Mordenkainen’s Tome of Foes,224,Medium,Humanoid,9.0,True,necrotic,,,,,,,,,I,,,,,,
Explorer's Guide to Wildemount,291,Large,Monstrosity,6.0,False,,,radiant,,,,,,,,,,,V,,
Basic Rules,137,Medium,Humanoid,0.5,False,,,,,,,,,,,,,,,,
Monster Manual,163,Medium,Fiend,4.0,False,,,,,,,,,,,,,,,,
Volo's Guide to Monsters,154,Medium,Humanoid,1.0,True,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,144,Medium,Monstrosity,1.0,False,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,144,Medium,Monstrosity,0.5,False,,,,,,,,,,,,,,,,
Volo's Guide to Monsters,154,Medium,Humanoid,0.5,True,,,,,,,,,,,,,,,,
Monster Manual,163,Medium,Humanoid,2.0,False,,,,,,,,,,,,,,,,
Icewind Dale: Rime of the Frostmaiden,290,Medium,Undead,8.0,False,,"necrotic; bludgeoning, piercing, and slashing damage from nonmagical attacks",,,R-N,,,,,R,R-N,,,,R-N,
Mordenkainen Presents: Monsters of the Multiverse,145,Medium,Undead,0.25,False,poison,,,,,,,,,,,I,,,,
Volo's Guide to Monsters,155,Medium,Undead,0.25,True,poison,,,,,,,,,,,I,,,,
Icewind Dale: Rime of the Frostmaiden,303,Small,Aberration,5.0,False,,,,,,,,,,,,,,,,
Icewind Dale: Rime of the Frostmaiden,303,Small,Aberration,0.5,False,,,,,,,,,,,,,,,,
Basic Rules,138,Medium,Beast,0.0,False,,,,,,,,,,,,,,,,
Basic Rules,138,Small,Humanoid,0.25,False,,,,,,,,,,,,,,,,
Monster Manual,166,Small,Humanoid,1.0,False,,,,,,,,,,,,,,,,
Guildmasters' Guide to Ravnica,167,Small,Humanoid,0.25,False,,,,,,,,,,,,,,,,
Basic Rules,300,Medium,Dragon,3.0,False,fire,,,,,,I,,,,,,,,,
Mythic Odysseys of Theros,211,Large,Construct,5.0,False,"fire, poison",,,,,,I,,,,,I,,,,
Guildmasters' Guide to Ravnica,236,Medium,Humanoid,5.0,False,,,,,,,,,,,,,,,,
Icewind Dale: Rime of the Frostmaiden,292,Medium,Humanoid,3.0,False,,cold,,,,R,,,,,,,,,,
Icewind Dale: Rime of the Frostmaiden,293,Medium,Humanoid,8.0,False,"bludgeoning, piercing, and slashing from nonmagical weapons that aren’t silvered",cold,fire,,I-NS,R,V,,,,I-NS,,,,I-NS,
Monstrous Compendium Volume One: Spelljammer Creatures,9,Medium,Aberration,0.125,False,,,piercing,,,,,,,,V,,,,,
Basic Rules,317,Large,Monstrosity,5.0,False,,,,,,,,,,,,,,,,
Monster Manual,59,Huge,Fiend,17.0,False,poison,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,R,R,,R,,R-N,I,,,R-N,
Dragon of Icespire Peak,,Huge,Monstrosity,6.0,False,"lightning, thunder","bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,,,,I,,R-N,,,,R-N,I
Icewind Dale: Rime of the Frostmaiden,176,Medium,Humanoid,2.0,False,,poison,,,,,,,,,,R,,,,
Basic Rules,338,Medium,Ooze,0.5,False,,"acid, cold, fire",,R,,R,R,,,,,,,,,
Mordenkainen’s Tome of Foes,209,Large,Monstrosity,12.0,True,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,146,Large,Monstrosity,12.0,False,,,,,,,,,,,,,,,,
Spelljammer: Adventures in Space ,49,Medium,Monstrosity,0.25,False,,,,,,,,,,,,,,,,
Monster Manual,277,Medium,Aberration,9.0,False,,"acid, cold, fire, lightning, thunder",,R,,R,R,,R,,,,,,,R
Mordenkainen Presents: Monsters of the Multiverse,148,Large,Fiend,24.0,False,"poison; bludgeoning, piercing, and slashing that is nonmagical","cold, fire, lightning",,,I-N,R,R,,R,,I-N,I,,,I-N,
Out of the Abyss,,Large,Fiend,24.0,True,"poison; bludgeoning, piercing, and slashing that is nonmagical","cold, fire, lightning",,,I-N,R,R,,R,,I-N,I,,,I-N,
Van Richten’s Guide to Ravenloft,245,Huge,Aberration,21.0,False,,"acid, force, necrotic, psychic",,R,,,,R,,R,,,R,,,
Tomb of Horrors,,Medium,Undead,5.0,False,poison,"cold, necrotic",,,,R,,,,R,,I,,,,
Mordenkainen’s Tome of Foes,162,Medium,Fiend,15.0,True,"fire, poison","cold; bludgeoning, piercing, and slashing from nonmagical attacks that aren't silvered",,,R-NS,R,I,,,,R-NS,I,,,R-NS,
Mordenkainen Presents: Monsters of the Multiverse,40,Medium,Fiend,15.0,False,"fire, poison","cold; bludgeoning, piercing, and slashing from nonmagical attacks that aren’t silvered",,,R-NS,R,I,,,,R-NS,I,,,R-NS,
Basic Rules,286,Medium,Dragon,2.0,False,poison,,,,,,,,,,,I,,,,
Basic Rules,319,Medium,Fey,3.0,False,,,,,,,,,,,,,,,,
Monster Manual,177,Medium,Fey,3.0,False,,,,,,,,,,,,,,,,
Monster Manual,277,Large,Aberration,8.0,False,,"acid, cold, fire, lightning, thunder",,R,,R,R,,R,,,,,,,R
Monster Manual,172,Medium,Aberration,3.0,False,lightning,,,,,,,,I,,,,,,,
Van Richten’s Guide to Ravenloft,235,Tiny,Monstrosity,0.125,False,,,,,,,,,,,,,,,,
Basic Rules,138,Medium,Monstrosity,2.0,False,,"bludgeoning, piercing, and slashing damage from nonmagical attacks",,,R-N,,,,,,R-N,,,,R-N,
Monster Manual,173,Large,Monstrosity,7.0,False,,"bludgeoning, piercing, and slashing damage from nonmagical attacks",,,R-N,,,,,,R-N,,,,R-N,
Basic Rules,138,Large,Monstrosity,2.0,False,,,,,,,,,,,,,,,,
Waterdeep: Dragon Heist,,Medium,Humanoid,2.0,False,,,,,,,,,,,,,,,,
Basic Rules,318,Medium,Humanoid,0.25,False,,,,,,,,,,,,,,,,
Candlekeep Mysteries,99,Small,Humanoid,0.25,False,,,,,,,,,,,,,,,,
Out of the Abyss,,Medium,Humanoid,2.0,False,,,,,,,,,,,,,,,,
Strixhaven: A Curriculum of Chaos,194,Large,Plant,4.0,False,,,,,,,,,,,,,,,,
Volo's Guide to Monsters,156,Small,Humanoid,0.25,True,poison,,,,,,,,,,,I,,,,
Mordenkainen Presents: Monsters of the Multiverse,149,Small,Humanoid,0.25,False,poison,,,,,,,,,,,I,,,,
Mordenkainen Presents: Monsters of the Multiverse,150,Small,Humanoid,2.0,False,poison,,,,,,,,,,,I,,,,
Volo's Guide to Monsters,157,Small,Humanoid,2.0,True,poison,,,,,,,,,,,I,,,,
Volo's Guide to Monsters,157,Small,Humanoid,1.0,True,poison,,,,,,,,,,,I,,,,
Mordenkainen Presents: Monsters of the Multiverse,150,Small,Humanoid,1.0,False,poison,,,,,,,,,,,I,,,,
Basic Rules,163,Medium,Humanoid,0.125,False,,,,,,,,,,,,,,,,
Volo's Guide to Monsters,158,Medium,Dragon,2.0,True,,lightning,,,,,,,R,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,151,Medium,Dragon,2.0,False,,,,,,,,,,,,,,,,
Guildmasters' Guide to Ravnica,201,Huge,Giant,8.0,False,,,,,,,,,,,,,,,,
Basic Rules,335,Large,Monstrosity,10.0,False,poison,,,,,,,,,,,I,,,,
Curse of Strahd,227,Medium,Construct,1.0,False,poison,,,,,,,,,,,I,,,,
Explorer's Guide to Wildemount,,Huge,Monstrosity,4.0,False,,,,,,,,,,,,,,,,
Icewind Dale: Rime of the Frostmaiden,305,Medium,Humanoid,5.0,False,,,,,,,,,,,,,,,,
Basic Rules,348,Large,Monstrosity,11.0,False,psychic,"bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,,,,,,R-N,,I,,R-N,
Spelljammer: Adventures in Space ,28,Medium,Humanoid,2.0,False,,,,,,,,,,,,,,,,
Spelljammer: Adventures in Space ,29,Medium,Humanoid,0.125,False,,,,,,,,,,,,,,,,
Spelljammer: Adventures in Space ,29,Medium,Humanoid,0.5,False,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,96,Large,Beast,0.25,False,,,,,,,,,,,,,,,,
Volo's Guide to Monsters,140,Large,Beast,0.25,True,,,,,,,,,,,,,,,,
Journeys through the Radiant Citadel,185,Medium,Undead,7.0,False,"cold, necrotic, poison","acid, fire, lightning, thunder; bludgeoning, piercing, and slashing damage from nonmagical attacks",,R,R-N,I,R,,R,I,R-N,I,,,R-N,R
Waterdeep: Dungeon of the Mad Mage,,Medium,Humanoid,23.0,False,,fire and lightning (granted by the blast scepter; see “Special Equipment” below),,,,,R,,R,,,,,,,
Rise of Tiamat,,Medium,Humanoid,5.0,False,,Lightning,,,,,,,R,,,,,,,
Monster Manual,238,Large,Giant,1.0,False,,,,,,,,,,,,,,,,
Basic Rules,321,Medium,Humanoid,5.0,False,,fire,,,,,R,,,,,,,,,
Icewind Dale: Rime of the Frostmaiden,294,Tiny,Beast,0.0,False,,,,,,,,,,,,,,,,
The Wild Beyond the Witchlight,235,Medium,Humanoid,0.125,False,,,,,,,,,,,,,,,,
The Wild Beyond the Witchlight,235,Medium,Humanoid,0.25,False,,,,,,,,,,,,,,,,
Basic Rules,139,Medium,Monstrosity,1.0,False,,,,,,,,,,,,,,,,
Ghosts of Saltmarsh,,Medium,Monstrosity,5.0,False,,,,,,,,,,,,,,,,
Eberron: Rising from the Last War,305,Medium,Aberration,9.0,False,,psychic,,,,,,,,,,,R,,,
Basic Rules,139,Tiny,Beast,0.0,False,,,,,,,,,,,,,,,,
Basic Rules,139,Medium,Fiend,3.0,False,fire,,,,,,I,,,,,,,,,
Princes of the Apocalypse,198,Medium,Humanoid,5.0,False,poison,,,,,,,,,,,I,,,,
Mordenkainen’s Tome of Foes,165,Huge,Construct,16.0,True,"fire, poison","cold, psychic; bludgeoning, piercing, and slashing from nonmagical attacks that aren't silvered",,,R-NS,R,I,,,,R-NS,I,R,,R-NS,
Mordenkainen Presents: Monsters of the Multiverse,152,Huge,Construct,16.0,False,"fire, poison","cold, psychic; bludgeoning, piercing, and slashing from nonmagical attacks that aren’t silvered",,,R-NS,R,I,,,,R-NS,I,R,,R-NS,
Baldur's Gate: Descent into Avernus,236,Large,Fiend,5.0,False,fire,,cold,,,V,I,,,,,,,,,
Monster Manual,183,Medium,Construct,4.0,False,"force, necrotic, poison","bludgeoning, piercing, and slashing from nonmagical attacks that aren’t adamantine",,,R-NA,,,I,,I,R-NA,I,,,R-NA,
Basic Rules,271,Large,Fiend,8.0,False,poison,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,R,R,,R,,R-N,I,,,R-N,
Basic Rules,140,Huge,Giant,5.0,False,,,,,,,,,,,,,,,,
Mythic Odysseys of Theros,227,Large,Monstrosity,0.5,False,,cold,,,,R,,,,,,,,,,
Basic Rules,140,Large,Monstrosity,1.0,False,,,,,,,,,,,,,,,,
Waterdeep: Dragon Heist,,Medium,Humanoid,16.0,False,poison,,,,,,,,,,,I,,,,
Fizban's Treasury of Dragons,204,Huge,Monstrosity,8.0,False,,,,,,,,,,,,,,,,
Fizban's Treasury of Dragons,205,Tiny,Monstrosity,0.125,False,,,,,,,,,,,,,,,,
Basic Rules,140,Medium,Humanoid,0.5,False,,,,,,,,,,,,,,,,
Monster Manual,186,Medium,Humanoid,3.0,False,,,,,,,,,,,,,,,,
Volo's Guide to Monsters,161,Medium,Humanoid,4.0,True,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,153,Medium,Fey,4.0,False,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,154,Medium,Fey,2.0,False,,,,,,,,,,,,,,,,
Volo's Guide to Monsters,162,Medium,Humanoid,2.0,True,,,,,,,,,,,,,,,,
Monster Manual,187,Medium,Humanoid,6.0,False,,,,,,,,,,,,,,,,
Fizban's Treasury of Dragons,206,Huge,Undead,18.0,False,"poison, radiant",necrotic,,,,,,,,R,,I,,I,,
Baldur's Gate: Descent into Avernus,237,Small,Celestial,5.0,False,poison,"bludgeoning, piercing, and slashing that is nonmagical",,,R-N,,,,,,R-N,I,,,R-N,
Basic Rules,322,Tiny,Construct,0.0,False,poison,,,,,,,,,,,I,,,,
Monster Manual,189,Large,Monstrosity,3.0,False,,,,,,,,,,,,,,,,
Out of the Abyss,,Medium,Plant,3.0,False,,,,,,,,,,,,,,,,
Explorer's Guide to Wildemount,292,Gargantuan,Monstrosity,8.0,False,poison,,,,,,,,,,,I,,,,
Guildmasters' Guide to Ravnica,253,Medium,Humanoid,1.0,False,,,,,,,,,,,,,,,,
Basic Rules,276,Large,Fiend,11.0,False,"fire, poison","cold; bludgeoning, piercing, and slashing from nonmagical attacks that aren’t silvered",,,R-NS,R,I,,,,R-NS,I,,,R-NS,
Mordenkainen Presents: Monsters of the Multiverse,155,Large,Fiend,8.0,False,,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,R,R,,R,,R-N,,,,R-N,
Mordenkainen’s Tome of Foes,210,Large,Fiend,8.0,True,,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,R,R,,R,,R-N,,,,R-N,
Princes of the Apocalypse,190,Medium,Humanoid,0.125,False,,,,,,,,,,,,,,,,
Princes of the Apocalypse,190,Medium,Humanoid,2.0,False,,,,,,,,,,,,,,,,
Waterdeep: Dragon Heist,,Medium,Humanoid,5.0,False,,,,,,,,,,,,,,,,
White Plume Mountain,103,Huge,Beast,8.0,False,,,,,,,,,,,,,,,,
Storm King's Thunder,,Huge,Beast,5.0,False,,,,,,,,,,,,,,,,
Mythic Odysseys of Theros,225,Huge,Giant,15.0,False,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,223,Medium,Monstrosity,11.0,False,,"bludgeoning, piercing, and slashing while in dim light or darkness",,,R-D,,,,,,R-D,,,,R-D,
Basic Rules,140,Large,Beast,2.0,False,,,,,,,,,,,,,,,,
Princes of the Apocalypse,191,Medium,Humanoid,2.0,False,,,,,,,,,,,,,,,,
Explorer's Guide to Wildemount,293,Medium,Undead,1.0,False,poison,,,,,,,,,,,I,,,,
Mordenkainen Presents: Monsters of the Multiverse,157,Large,Fiend,21.0,False,"fire, poison","cold; bludgeoning, piercing, and slashing from nonmagical attacks that aren’t silvered",,,R-NS,R,I,,,,R-NS,I,,,R-NS,
Mordenkainen’s Tome of Foes,174,Large,Fiend,21.0,True,"fire, poison","cold; bludgeoning, piercing, and slashing from nonmagical attacks that aren’t silvered",,,R-NS,R,I,,,,R-NS,I,,,R-NS,
Guildmasters' Guide to Ravnica,217,Medium,Humanoid,2.0,False,,,,,,,,,,,,,,,,
Guildmasters' Guide to Ravnica,217,Medium,Humanoid,2.0,False,,acid,,R,,,,,,,,,,,,
Guildmasters' Guide to Ravnica,217,Medium,Humanoid,1.0,False,poison,,,,,,,,,,,I,,,,
Guildmasters' Guide to Ravnica,218,Medium,Humanoid,1.0,False,lightning,,,,,,,,I,,,,,,,
Guildmasters' Guide to Ravnica,218,Medium,Humanoid,0.5,False,,,,,,,,,,,,,,,,
Basic Rules,141,Huge,Monstrosity,8.0,False,,,,,,,,,,,,,,,,
Mordenkainen’s Tome of Foes,249,Medium,Fiend,9.0,True,"acid, poison","cold, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",fire,I,R-N,R,V,,R,,R-N,I,,,R-N,
Mordenkainen Presents: Monsters of the Multiverse,158,Medium,Fiend,9.0,False,"acid, poison","cold, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",fire,I,R-N,R,V,,R,,R-N,I,,,R-N,
Basic Rules,141,Medium,Beast,0.0,False,,,,,,,,,,,,,,,,
Icewind Dale: Rime of the Frostmaiden,301,Medium,Construct,1.0,False,poison,,,,,,,,,,,I,,,,
Mythic Odysseys of Theros,252,Large,Monstrosity,17.0,False,poison,,,,,,,,,,,I,,,,
Basic Rules,277,Large,Fiend,14.0,False,"cold, fire, poison","bludgeoning, piercing, and slashing from nonmagical attacks that aren’t silvered",,,R-NS,I,I,,,,R-NS,I,,,R-NS,
Basic Rules,331,Small,Elemental,0.5,False,"cold, poison",,"bludgeoning, fire",,V,I,V,,,,,I,,,,
Rise of Tiamat,,Medium,Monstrosity,1.0,False,cold,,,,,I,,,,,,,,,,
Icewind Dale: Rime of the Frostmaiden,295,Large,Giant,8.0,False,cold,,,,,I,,,,,,,,,,
Icewind Dale: Rime of the Frostmaiden,296,Small,Humanoid,0.125,False,,,,,,,,,,,,,,,,
Icewind Dale: Rime of the Frostmaiden,297,Small,Undead,0.125,False,poison,,,,,,,,,,,I,,,,
The Wild Beyond the Witchlight,205,Medium,Fey,20.0,False,,,,,,,,,,,,,,,,
Volo's Guide to Monsters,214,Medium,Humanoid,3.0,True,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,263,Medium,Humanoid,3.0,False,,,,,,,,,,,,,,,,
Princes of the Apocalypse,214,Huge,Elemental,19.0,False,"fire, poison","bludgeoning, piercing, and slashing damage from nonmagical weapons",,,R-N,,I,,,,R-N,I,,,R-N,
Candlekeep Mysteries,165,Medium,Humanoid,5.0,False,,,,,,,,,,,,,,,,
Basic Rules,277,Tiny,Fiend,1.0,False,"fire, poison","cold; bludgeoning, piercing, and slashing from nonmagical attacks that aren’t silvered",,,R-NS,R,I,,,,R-NS,I,,,R-NS,
Basic Rules,349,Medium,Fiend,4.0,False,,"cold, fire, lightning, poison; bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,R,R,,R,,R-N,R,,,R-N,
Guildmasters' Guide to Ravnica,206,Medium,Undead,1.0,False,"cold, necrotic, poison","acid, fire, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical attacks",,R,R-N,I,R,,R,I,R-N,I,,,R-N,R
Strixhaven: A Curriculum of Chaos,195,Tiny,Ooze,0.25,False,psychic,,,,,,,,,,,,I,,,
Van Richten’s Guide to Ravenloft,248,Medium,Humanoid,8.0,False,,,,,,,,,,,,,,,,
Van Richten’s Guide to Ravenloft,249,Medium,Humanoid,8.0,False,,,,,,,,,,,,,,,,
Van Richten’s Guide to Ravenloft,249,Medium,Humanoid,8.0,False,,,,,,,,,,,,,,,,
Eberron: Rising from the Last War,294,Medium,Humanoid,2.0,False,,psychic,,,,,,,,,,,R,,,
Monster Manual,191,Tiny,Aberration,2.0,False,,"bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,,,,,,R-N,,,,R-N,
Basic Rules,323,Medium,Elemental,6.0,False,poison,"bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,,,,,,R-N,I,,,R-N,
Mordenkainen’s Tome of Foes,125,Medium,Construct,4.0,True,"poison; bludgeoning, piercing, and slashing from nonmagical attacks that aren’t adamantine",,,,I-NA,,,,,,I-NA,I,,,I-NA,
Baldur's Gate: Descent into Avernus,232,Medium,Humanoid,2.0,False,,,,,,,,,,,,,,,,
Eberron: Rising from the Last War,293,Medium,Construct,1.0,False,poison,,,,,,,,,,,I,,,,
Basic Rules,317,Large,Construct,16.0,False,"fire, poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks that aren’t adamantine",,,,I-NA,,I,,,,I-NA,I,I,,I-NA,
Mythic Odysseys of Theros,231,Gargantuan,Monstrosity,12.0,False,acid,,,I,,,,,,,,,,,,
Critical Role: Call of the Netherdeep,189,Medium,Humanoid,3.0,False,,,,,,,,,,,,,,,,
Critical Role: Call of the Netherdeep,191,Medium,Humanoid,5.0,False,,,,,,,,,,,,,,,,
Critical Role: Call of the Netherdeep,194,Medium,Humanoid,8.0,False,,,,,,,,,,,,,,,,
Icewind Dale: Rime of the Frostmaiden,307,Medium,Humanoid,8.0,False,,,,,,,,,,,,,,,,
Guildmasters' Guide to Ravnica,227,Gargantuan,Monstrosity,21.0,False,"psychic; bludgeoning, piercing, and slashing from nonmagical attacks",,,,I-N,,,,,,I-N,,I,,I-N,
Waterdeep: Dragon Heist,,Medium,Humanoid,8.0,False,,poison,,,,,,,,,,R,,,,
Out of the Abyss,,Small,Aberration,0.25,False,,,,,,,,,,,,,,,,
Curse of Strahd,,Medium,Humanoid,5.0,False,,,,,,,,,,,,,,,,
The Wild Beyond the Witchlight,236,Huge,Dragon,13.0,False,poison,,slashing from a vorpal sword,,,,,,,,,I,,,V,
Basic Rules,141,Small,Beast,0.0,False,,,,,,,,,,,,,,,,
Monster Manual,193,Medium,Humanoid,0.5,False,"bludgeoning, piercing, and slashing damage from nonmagical attacks that aren’t silvered",,,,I-NS,,,,,,I-NS,,,,I-NS,
Tomb of Annihilation,,Large,Beast,0.5,False,,,,,,,,,,,,,,,,
Candlekeep Mysteries,166,Medium,Humanoid,8.0,False,,poison,,,,,,,,,,R,,,,
Waterdeep: Dragon Heist,,Medium,Humanoid,4.0,False,,,,,,,,,,,,,,,,
Spelljammer: Adventures in Space ,30,Tiny,Plant,1.0,False,,,,,,,,,,,,,,,,
Hoard of the Dragon Queen,,Small,Humanoid,1.0,False,,,,,,,,,,,,,,,,
Guildmasters' Guide to Ravnica,235,Medium,Undead,22.0,False,poison,"necrotic; bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,,,,,R,R-N,I,,,R-N,
Waterdeep: Dragon Heist,,Medium,Humanoid,15.0,False,,,,,,,,,,,,,,,,
Icewind Dale: Rime of the Frostmaiden,305,Medium,Humanoid,5.0,False,,,,,,,,,,,,,,,,
Mordenkainen's Fiendish Folio Volume 1,11,Tiny,Humanoid,0.125,False,,,,,,,,,,,,,,,,
Van Richten’s Guide to Ravenloft,236,Medium,Undead,9.0,False,,,,,,,,,,,,,,,,
Acquisitions Incorporated,197,Medium,Humanoid,5.0,False,,,,,,,,,,,,,,,,
Mordenkainen Presents: Monsters of the Multiverse,160,Huge,Fiend,23.0,False,"acid, poison; bludgeoning, piercing, and slashing that is nonmagical","cold, fire, lightning",,I,I-N,R,R,,R,,I-N,I,,,I-N,
Out of the Abyss,,Huge,Fiend,23.0,True,"poison; bludgeoning, piercing, and slashing that is nonmagical","cold, fire, lightning",,,I-N,R,R,,R,,I-N,I,,,I-N,
Ghosts of Saltmarsh,,Huge,Monstrosity,14.0,False,lightning,"bludgeoning, piercing, and slashing from nonmagical attacks",,,R-N,,,,I,,R-N,,,,R-N,
Tasha’s Cauldron of Everything,167,Tiny,Monstrosity,0.0,False,acid,,,I,,,,,,,,,,,,
Acquisitions Incorporated,202,Medium,Humanoid,3.0,False,,,,,,,,,,,,,,,,
