Book,Page,Type,Category,Legendary,CR,PB,AC,Str,Dex,Con,Int,Wis,Cha,Str Mod,Dex Mod,Con Mod,Int Mod,Wis Mod,Cha Mod,Str Prof,Dex Prof,Con Prof,Int Prof,Wis Prof,Cha Prof,Str Save,Dex Save,Con Save,Int Save,Wis Save,Cha Save,Blinded,Charmed,Deafened,Exhaustion,Frightened,Grappled,Incapacitated,Invisible,Paralyzed,Petrified,Poisoned,Prone,Restrained,Stunned,Unconscious,Magic Resistance
MM,169.0,construct,generic,N,5.0,3,9.0,19,9,18,6,10,5,4.0,-1.0,4.0,-2.0,0.0,-3.0,False,False,False,False,False,False,4,-1,4,-2,0,-3,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,True
EGtW,248.0,construct,unique,N,1.0,2,9.0,19,9,18,6,10,5,4.0,-1.0,4.0,-2.0,0.0,-3.0,False,False,False,False,False,False,4,-1,4,-2,0,-3,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,True
BGDiA,236.0,construct,generic,N,8.0,3,12.0,20,9,20,7,10,5,5.0,-1.0,5.0,-2.0,0.0,-3.0,False,False,False,False,False,False,5,-1,5,-2,0,-3,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,True
MM,135.0,aberration,generic,N,0.125,2,12.0,6,15,10,14,14,11,-2.0,2.0,0.0,2.0,2.0,0.0,False,False,False,False,False,False,-2,2,0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
GGtR,242.0,humanoid,generic,N,5.0,3,15.0,10,15,12,20,9,14,0.0,2.0,1.0,5.0,-1.0,2.0,False,True,False,True,False,False,0,5,1,8,-1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
GGtR,208.0,elemental,generic,N,7.0,3,16.0,15,18,15,6,10,7,2.0,4.0,2.0,-2.0,0.0,-2.0,False,False,False,False,False,False,2,4,2,-2,0,-2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,False
BGDiA,30.0,construct,generic,N,0.125,2,17.0,12,15,11,1,5,1,1.0,2.0,0.0,-5.0,-3.0,-5.0,False,True,False,False,False,False,1,4,0,-5,-3,-5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,False
GGtR,203.0,aberration,generic,N,3.0,2,16.0,9,20,12,2,15,16,-1.0,5.0,1.0,-4.0,2.0,3.0,False,False,False,False,False,False,-1,5,1,-4,2,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,322.0,beast,generic,N,0.125,2,14.0,4,18,11,2,12,5,-3.0,4.0,0.0,-4.0,1.0,-3.0,False,False,False,False,False,False,-3,4,0,-4,1,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,20.0,construct,generic,N,0.25,2,17.0,12,15,11,1,5,1,1.0,2.0,0.0,-5.0,-3.0,-5.0,False,True,False,False,False,False,1,4,0,-5,-3,-5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,False
MM,136.0,giant,generic,N,8.0,3,14.0,23,10,20,9,14,6,6.0,0.0,5.0,-1.0,2.0,-2.0,False,False,False,False,False,False,6,0,5,-1,2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
SaCoC,192.0,construct,generic,N,0.25,2,12.0,12,14,13,7,10,5,1.0,2.0,1.0,-2.0,0.0,-3.0,False,False,False,False,False,False,1,2,1,-2,0,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
MToF,146.0,fiend,unique,LL,23.0,7,18.0,29,12,25,26,24,26,9.0,1.0,7.0,8.0,7.0,8.0,False,True,True,True,True,False,9,8,14,15,14,8,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True
OotA,238.0,fiend,unique,LL,23.0,7,18.0,29,12,25,26,24,26,9.0,1.0,7.0,8.0,7.0,8.0,False,True,True,True,True,False,9,8,15,15,14,8,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True
VGtM,145.0,monstrosity,generic,N,10.0,4,14.0,23,13,20,2,12,5,6.0,1.0,5.0,-4.0,1.0,-3.0,False,False,True,False,True,False,6,1,9,-4,5,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
GGtR,231.0,humanoid,generic,N,0.25,2,20.0,15,10,14,10,13,12,2.0,0.0,2.0,0.0,1.0,1.0,False,False,False,False,False,False,2,0,2,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
IDRotF,288.0,humanoid,generic,N,5.0,3,13.0,12,13,16,10,16,9,1.0,1.0,3.0,0.0,3.0,-1.0,False,False,False,True,True,False,1,1,3,3,6,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,155.0,giant,generic,N,8.0,3,15.0,23,9,21,9,10,12,6.0,-1.0,5.0,-1.0,0.0,1.0,False,False,True,False,True,True,6,-1,8,-1,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
VGtM,148.0,giant,generic,N,12.0,4,15.0,25,9,24,9,10,12,7.0,-1.0,7.0,-1.0,0.0,1.0,True,False,True,False,True,False,11,-1,11,-1,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
IDRotF,288.0,undead,generic,N,6.0,3,14.0,23,9,15,6,8,5,6.0,-1.0,2.0,-2.0,-1.0,-3.0,False,False,False,False,False,False,6,-1,2,-2,-1,-3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
EGtW,288.0,undead,generic,N,9.0,4,15.0,23,6,21,3,6,5,6.0,-2.0,5.0,-4.0,-2.0,-3.0,False,False,False,False,True,False,6,-2,5,-4,2,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
EGtW,289.0,monstrosity,generic,N,17.0,6,18.0,28,8,22,1,5,5,9.0,-1.0,6.0,-5.0,-3.0,-3.0,False,False,True,False,True,False,9,-1,12,-5,3,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
HotDQ,90.0,humanoid,unique,N,2.0,2,16.0,14,10,13,11,18,15,2.0,0.0,1.0,0.0,4.0,2.0,False,False,False,False,True,True,2,0,1,0,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,138.0,plant,generic,N,0.25,2,5.0,3,1,10,1,3,1,-4.0,-5.0,0.0,-5.0,-4.0,-5.0,False,False,False,False,False,False,-4,-5,0,-5,-4,-5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
SaCoC,193.0,dragon,unique,L,23.0,7,21.0,26,14,25,18,20,26,8.0,2.0,7.0,4.0,5.0,8.0,False,True,True,False,True,True,8,9,14,4,12,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,139.0,elemental,generic,N,6.0,3,16.0,20,14,20,11,12,11,5.0,2.0,5.0,0.0,1.0,0.0,False,False,False,False,False,False,5,2,5,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,False
VRGtR,234.0,undead,generic,N,6.0,3,12.0,8,14,10,10,12,18,-1.0,2.0,0.0,0.0,1.0,4.0,False,False,False,False,True,False,-1,2,0,0,4,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,False
IDRotF,301.0,construct,generic,N,3.0,2,14.0,10,18,18,12,10,7,0.0,4.0,4.0,1.0,0.0,-2.0,False,False,False,False,False,False,0,4,4,1,0,-2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,True
GGtR,243.0,humanoid,generic,N,5.0,3,13.0,10,17,14,19,10,13,0.0,3.0,2.0,4.0,0.0,1.0,False,True,False,False,False,False,0,6,2,4,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
GGtR,209.0,elemental,generic,N,1.0,2,12.0,14,10,17,3,10,5,2.0,0.0,3.0,-4.0,0.0,-3.0,False,False,False,False,False,False,2,0,3,-4,0,-3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,False
PotA,208.0,humanoid,unique,N,9.0,4,16.0,15,15,16,12,18,13,2.0,2.0,3.0,1.0,4.0,1.0,False,False,False,False,False,False,2,2,3,1,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,140.0,elemental,generic,N,2.0,2,15.0,15,11,16,6,11,7,2.0,0.0,3.0,-2.0,0.0,-2.0,False,False,False,False,False,False,2,0,3,-2,0,-2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False
MM,138.0,plant,generic,N,0.5,2,5.0,5,1,3,1,1,1,-3.0,-5.0,-4.0,-5.0,-5.0,-5.0,False,False,False,False,False,False,-3,-5,-4,-5,-5,-5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,False
VGtM,125.0,aberration,generic,N,6.0,3,15.0,10,14,16,15,15,13,0.0,2.0,3.0,2.0,2.0,1.0,False,False,False,True,True,True,0,2,3,5,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
VGtM,126.0,aberration,generic,N,0.5,2,13.0,3,17,14,3,10,7,-4.0,3.0,2.0,-4.0,0.0,-2.0,False,False,False,False,True,False,-4,3,2,-4,2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
EGtW,290.0,construct,generic,N,10.0,4,18.0,20,16,18,3,11,1,5.0,3.0,4.0,-4.0,0.0,-5.0,False,False,False,False,False,False,5,3,4,-4,0,-5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,False
MM,242.0,ooze,generic,N,2.0,2,6.0,14,3,20,1,6,1,2.0,-4.0,5.0,-5.0,-2.0,-5.0,False,False,False,False,False,False,2,-4,5,-5,-2,-5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
MM,143.0,elemental,generic,N,11.0,4,18.0,23,12,24,12,13,14,6.0,1.0,7.0,1.0,1.0,2.0,False,False,False,True,True,True,6,1,7,5,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False
MM,144.0,elemental,generic,N,11.0,4,17.0,21,15,22,15,16,20,5.0,2.0,6.0,2.0,3.0,5.0,False,True,False,False,True,True,5,6,6,2,7,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,145.0,elemental,generic,N,11.0,4,17.0,22,12,24,16,15,16,6.0,1.0,7.0,3.0,2.0,3.0,False,False,False,True,True,True,6,1,7,7,6,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,146.0,elemental,generic,N,11.0,4,17.0,22,12,26,18,17,18,6.0,1.0,8.0,4.0,3.0,4.0,False,True,False,False,True,True,6,5,8,4,7,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MToF,172.0,fiend,unique,LL,22.0,7,19.0,29,17,22,19,16,23,9.0,3.0,6.0,4.0,3.0,6.0,False,True,True,False,True,True,9,10,13,4,10,13,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True
PotA,209.0,humanoid,unique,N,7.0,3,15.0,19,17,16,14,13,17,4.0,3.0,3.0,2.0,1.0,3.0,False,True,True,True,True,False,4,6,6,5,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,148.0,undead,generic,N,2.0,2,13.0,16,17,10,11,10,8,3.0,3.0,0.0,0.0,0.0,-1.0,False,False,False,False,False,False,3,3,0,0,0,-1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
MM,147.0,undead,generic,N,4.0,2,11.0,7,13,10,10,12,17,-2.0,1.0,0.0,0.0,1.0,3.0,False,False,False,False,False,False,-2,1,0,0,1,3,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,False
GGtR,245.0,undead,unique,L,8.0,3,14.0,10,10,12,18,20,17,0.0,0.0,1.0,4.0,5.0,3.0,False,False,False,True,True,False,0,0,1,7,8,3,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,False
MOoT,222.0,undead,generic,N,5.0,3,12.0,16,15,12,13,12,14,3.0,2.0,1.0,1.0,1.0,2.0,False,False,False,False,False,False,3,2,1,1,1,2,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,False
MM,148.0,undead,generic,N,1.0,2,12.0,13,15,10,7,10,6,1.0,2.0,0.0,-2.0,0.0,-2.0,False,False,False,False,False,False,1,2,0,-2,0,-2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
MM,323.0,beast,generic,N,0.25,2,10.0,13,10,15,2,12,5,1.0,0.0,2.0,-4.0,1.0,-3.0,False,False,False,False,False,False,1,0,2,-4,1,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,323.0,beast,generic,N,0.25,2,13.0,15,16,11,2,12,6,2.0,3.0,0.0,-4.0,1.0,-2.0,False,False,False,False,False,False,2,3,0,-4,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,323.0,beast,generic,N,0.25,2,13.0,5,14,12,1,7,3,-3.0,2.0,1.0,-5.0,-2.0,-4.0,False,False,False,False,False,False,-3,2,1,-5,-2,-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,324.0,beast,generic,N,0.125,2,15.0,13,15,11,1,9,3,1.0,2.0,0.0,-5.0,-1.0,-4.0,False,False,False,False,False,False,1,2,0,-5,-1,-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
TftYP,103.0,beast,unique,N,8.0,3,15.0,20,15,20,1,9,3,5.0,2.0,5.0,-5.0,-1.0,-4.0,False,False,False,False,False,False,5,2,5,-5,-1,-4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False
TftYP,235.0,beast,generic,N,2.0,2,15.0,15,13,13,1,9,3,2.0,1.0,1.0,-5.0,-1.0,-4.0,False,False,False,False,False,False,2,1,1,-5,-1,-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
ToA,221.0,elemental,generic,N,10.0,4,17.0,19,11,20,6,11,9,4.0,0.0,5.0,-2.0,0.0,-1.0,False,False,False,False,True,False,4,0,5,-2,4,-1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False
MM,325.0,beast,generic,N,0.25,2,11.0,12,13,11,2,10,3,1.0,1.0,0.0,-4.0,0.0,-4.0,False,False,False,False,False,False,1,1,0,-4,0,-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
TftYP,235.0,monstrosity,generic,N,3.0,2,14.0,16,13,14,8,10,6,3.0,1.0,2.0,-1.0,0.0,-2.0,False,False,False,False,False,False,3,1,2,-1,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
TftYP,236.0,beast,generic,N,3.0,2,13.0,11,17,16,2,12,3,0.0,3.0,3.0,-4.0,1.0,-4.0,False,False,False,False,False,False,0,3,3,-4,1,-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,326.0,beast,generic,N,0.25,2,12.0,15,12,13,2,10,5,2.0,1.0,1.0,-4.0,0.0,-3.0,False,False,False,False,False,False,2,1,1,-4,0,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,327.0,beast,generic,N,0.25,2,12.0,13,15,12,8,13,10,1.0,2.0,1.0,-1.0,1.0,0.0,False,False,False,False,False,False,1,2,1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,327.0,beast,generic,N,0.25,2,14.0,10,18,13,2,10,3,0.0,4.0,1.0,-4.0,0.0,-4.0,False,False,False,False,False,False,0,4,1,-4,0,-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,327.0,beast,generic,N,0.125,2,12.0,7,15,11,2,10,4,-2.0,2.0,0.0,-4.0,0.0,-3.0,False,False,False,False,False,False,-2,2,0,-4,0,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,327.0,beast,generic,N,0.125,2,12.0,7,15,11,2,10,4,-2.0,2.0,0.0,-4.0,0.0,-3.0,False,False,False,False,False,False,-2,2,0,-4,0,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
TftYP,236.0,undead,generic,N,7.0,3,17.0,21,10,20,4,6,6,5.0,0.0,5.0,-3.0,-2.0,-2.0,False,False,False,False,False,False,5,0,5,-3,-2,-2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True
TftYP,236.0,beast,generic,N,4.0,2,14.0,21,9,17,2,10,7,5.0,-1.0,3.0,-4.0,0.0,-2.0,False,False,False,False,False,False,5,-1,3,-4,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,329.0,beast,generic,N,1.0,2,11.0,15,13,13,2,10,3,2.0,1.0,1.0,-4.0,0.0,-4.0,False,False,False,False,False,False,2,1,1,-4,0,-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,329.0,beast,generic,N,0.125,2,13.0,11,16,10,4,12,5,0.0,3.0,0.0,-3.0,1.0,-3.0,False,False,False,False,False,False,0,3,0,-3,1,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,330.0,beast,generic,N,0.25,2,13.0,12,16,13,3,12,4,1.0,3.0,1.0,-4.0,1.0,-3.0,False,False,False,False,False,False,1,3,1,-4,1,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,157.0,aberration,generic,N,2.0,2,9.0,10,8,16,3,10,6,0.0,-1.0,3.0,-4.0,0.0,-2.0,False,False,False,False,False,False,0,-1,3,-4,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
BGDiA,65.0,undead,unique,N,6.0,3,11.0,18,13,18,10,18,13,4.0,1.0,4.0,0.0,4.0,1.0,False,True,True,False,True,False,4,4,7,0,7,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,False
MToF,204.0,humanoid,generic,N,3.0,2,16.0,18,14,17,11,12,12,4.0,2.0,3.0,0.0,1.0,1.0,False,False,False,False,False,False,4,2,3,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
CM,27.0,aberration,generic,N,2.0,2,12.0,3,15,16,4,11,6,-4.0,2.0,3.0,-3.0,0.0,-2.0,False,False,False,False,False,False,-4,2,3,-3,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
VGtM,152.0,monstrosity,generic,N,4.0,2,13.0,18,16,16,5,12,7,4.0,3.0,3.0,-3.0,1.0,-2.0,False,False,False,False,False,False,4,3,3,-3,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
ToA,240.0,undead,generic,N,3.0,2,11.0,18,12,16,3,7,5,4.0,1.0,3.0,-4.0,-2.0,-3.0,False,False,False,False,False,False,4,1,3,-4,-2,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
MToF,204.0,humanoid,generic,N,10.0,4,17.0,17,15,14,16,15,16,3.0,2.0,2.0,3.0,2.0,3.0,False,False,True,True,True,False,3,2,6,7,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MToF,205.0,humanoid,generic,N,12.0,4,18.0,18,16,17,16,15,17,4.0,3.0,3.0,3.0,2.0,3.0,False,False,True,True,True,False,4,3,7,7,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,160.0,humanoid,generic,N,8.0,3,18.0,16,14,15,14,14,15,3.0,2.0,2.0,2.0,2.0,2.0,False,False,True,True,True,False,3,2,5,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MToF,206.0,humanoid,legendary,L,14.0,5,18.0,19,17,18,16,16,18,4.0,3.0,4.0,3.0,3.0,4.0,False,False,True,True,True,False,4,3,9,8,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,160.0,humanoid,generic,N,3.0,2,17.0,15,14,12,13,13,10,2.0,2.0,1.0,1.0,1.0,0.0,False,False,True,True,True,False,2,2,3,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MToF,207.0,humanoid,legendary,LL,16.0,5,20.0,16,21,18,18,20,14,3.0,5.0,4.0,4.0,5.0,2.0,True,True,False,True,True,False,8,10,4,9,10,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MToF,208.0,humanoid,generic,N,10.0,4,18.0,14,19,16,17,19,13,2.0,4.0,3.0,3.0,4.0,1.0,True,True,False,True,True,False,6,8,3,7,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,161.0,humanoid,generic,N,2.0,2,14.0,12,15,12,13,14,10,1.0,2.0,1.0,1.0,2.0,0.0,True,True,False,True,True,False,3,4,1,3,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,161.0,humanoid,generic,N,6.0,3,17.0,13,18,15,16,17,12,1.0,4.0,2.0,3.0,3.0,1.0,True,True,False,True,True,False,4,7,2,6,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,58.0,fiend,generic,N,9.0,4,17.0,20,15,21,19,17,16,5.0,2.0,5.0,4.0,3.0,3.0,True,False,True,False,True,True,9,2,9,4,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True
MM,399.0,humanoid,generic,N,5.0,3,16.0,18,15,16,10,12,15,4.0,2.0,3.0,0.0,1.0,2.0,True,True,True,False,False,False,7,5,6,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
GGtR,215.0,undead,generic,N,8.0,3,16.0,20,16,17,2,11,6,5.0,3.0,3.0,-4.0,0.0,-2.0,True,True,False,False,False,False,8,6,3,-4,0,-2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False
MToF,224.0,humanoid,generic,N,9.0,4,17.0,11,18,14,15,12,18,0.0,4.0,2.0,2.0,1.0,4.0,False,True,True,False,False,False,0,8,6,2,1,4,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
EGtW,291.0,monstrosity,generic,N,6.0,3,15.0,22,16,14,5,17,14,6.0,3.0,2.0,-3.0,3.0,2.0,True,True,False,False,False,False,9,6,2,-3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,163.0,humanoid,generic,N,0.5,2,15.0,14,12,11,6,10,7,2.0,1.0,0.0,-2.0,0.0,-2.0,False,False,False,False,False,False,2,1,0,-2,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
MM,163.0,fiend,generic,N,4.0,2,14.0,17,15,15,10,11,13,3.0,2.0,2.0,0.0,0.0,1.0,False,False,True,False,True,True,3,2,4,0,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
