Monster,Book,Page,Type,Category,Legendary,CR,PB,XP,HP,AC,adj HP,adj AC,AB,adj AB,DPR,adj DPR
Lizardfolk Scaleshield,GoS,242.0,humanoid,generic,N,1.0,2.0,200.0,32.5,16.0,47.5,16.0,4.0,4.0,11.0,11.0
Lizardfolk Shaman,MM,205.0,humanoid,generic,N,2.0,2.0,450.0,27.5,13.0,27.5,13.0,4.0,4.0,20.166666,20.166666
Lizardfolk Subchief,GoS,242.0,humanoid,generic,N,3.0,2.0,700.0,52.0,14.0,52.0,14.0,5.0,5.0,21.333334,21.333334
Loading Rig,GGtR,170.0,construct,generic,N,1.0,2.0,200.0,39.0,18.0,39.0,18.0,6.0,6.0,7.0,7.0
Locathah,GoS,243.0,humanoid,generic,N,0.5,2.0,100.0,22.0,13.0,22.0,13.0,3.0,3.0,10.0,10.0
Locathah Hunter,GoS,243.0,humanoid,generic,N,2.0,2.0,450.0,33.0,14.0,33.0,16.0,4.0,4.0,22.0,22.0
Lonely Sorrowsworn,MPMotM,223.0,monstrosity,generic,N,9.0,4.0,5000.0,112.5,16.0,168.8,16.0,7.0,11.0,49.5,49.5
Lonely Sorrowsworn,MToF,232.0,monstrosity,legacy,N,9.0,4.0,5000.0,112.5,16.0,168.0,16.0,7.0,9.0,61.0,61.0
Lorehold Apprentice,SaCoC,197.0,humanoid,generic,N,2.0,2.0,450.0,33.0,15.0,33.0,15.0,4.0,4.0,22.0,22.0
Lorehold Pledgemage,SaCoC,197.0,humanoid,generic,N,4.0,2.0,1100.0,60.5,16.0,74.5,16.0,5.0,5.0,38.0,41.333332
Lorehold Professor of Chaos,SaCoC,198.0,humanoid,generic,N,7.0,3.0,2900.0,110.5,15.0,110.5,19.0,7.0,9.0,39.0,39.0
Lorehold Professor of Order,SaCoC,198.0,humanoid,generic,N,7.0,3.0,2900.0,104.0,15.0,134.0,19.0,7.0,9.0,26.0,26.0
Lost Sorrowsworn,MPMotM,224.0,monstrosity,generic,N,7.0,3.0,2900.0,78.0,15.0,117.0,15.0,6.0,6.0,63.0,63.0
Lost Sorrowsworn,MToF,233.0,monstrosity,legacy,N,7.0,3.0,2900.0,78.0,15.0,117.0,15.0,6.0,6.0,70.0,70.0
Loup Garou,VRGtR,237.0,monstrosity,legendary,L,13.0,5.0,10000.0,170.0,16.0,260.0,18.0,9.0,13.0,75.0,75.0
Madam Eva,CoS,233.0,humanoid,unique,N,10.0,4.0,5900.0,88.0,10.0,176.0,10.0,9.0,9.0,98.333336,98.333336
Maddgoths Homunculus,WDotMM,96.0,construct,unique,N,2.0,2.0,450.0,55.0,13.0,55.0,13.0,4.0,4.0,9.0,9.0
Maegera the Dawn Titan,SKT,241.0,elemental,legendary,L,23.0,7.0,50000.0,341.0,16.0,341.0,20.0,12.0,12.0,324.5,324.5
Mage,MM,347.0,humanoid,generic,N,6.0,3.0,2300.0,40.5,15.0,40.5,20.0,6.0,6.0,98.0,98.0
Mage Hunter,SaCoC,199.0,monstrosity,generic,N,5.0,3.0,1800.0,85.0,15.0,106.0,17.0,7.0,7.0,30.0,37.0
"Magen, Demos",IDRotF,300.0,construct,generic,N,2.0,2.0,450.0,51.0,16.0,51.0,18.0,4.0,4.0,18.0,18.0
"Magen, Hypnos",IDRotF,301.0,construct,generic,N,1.0,2.0,200.0,34.0,12.0,34.0,14.0,4.0,4.0,11.0,11.0
Maggie Keeneyes (tier 1),CRCotN,189.0,giant,unique,N,3.0,2.0,700.0,85.0,13.0,85.0,13.0,6.0,6.0,13.0,13.0
Maggie Keeneyes (tier 2),CRCotN,191.0,giant,unique,N,5.0,3.0,1800.0,114.0,15.0,129.0,15.0,7.0,7.0,26.0,26.0
Maggie Keeneyes (tier 3),CRCotN,194.0,giant,unique,N,8.0,3.0,3900.0,142.5,18.0,172.5,18.0,8.0,8.0,32.0,32.0
Magmin,MM,212.0,elemental,generic,N,0.5,2.0,100.0,9.0,14.0,18.0,14.0,4.0,4.0,15.333333,15.333333
Mahadi the Rakshasa,BGDiA,127.0,fiend,unique,N,14.0,5.0,11500.0,195.5,17.0,293.3,19.0,7.0,7.0,47.0,47.0
Malformed Kraken,TftYP,239.0,monstrosity,unique,N,10.0,4.0,5900.0,172.5,17.0,258.8,21.0,11.0,11.0,42.0,42.0
Mammoth,MM,332.0,beast,generic,N,6.0,3.0,2300.0,126.5,13.0,126.5,13.0,10.0,10.0,37.333332,37.333332
Manes,MM,60.0,fiend,generic,N,0.125,2.0,25.0,9.0,9.0,9.0,9.0,2.0,2.0,5.0,5.0
Manshoon,WDH,209.0,humanoid,unique,N,13.0,5.0,10000.0,126.5,19.0,126.5,26.0,15.0,15.0,90.666664,90.666664
Manshoon Simulacrum,WDH,208.0,humanoid,unique,N,8.0,3.0,3900.0,126.5,12.0,126.5,17.0,11.0,11.0,70.0,70.0
Manticore,MM,213.0,monstrosity,generic,N,3.0,2.0,700.0,68.0,14.0,68.0,16.0,5.0,5.0,21.0,21.0
Mantrap,ToA,227.0,plant,generic,N,1.0,2.0,200.0,45.5,12.0,45.5,12.0,5.0,5.0,14.0,14.0
Marilith,MM,61.0,fiend,generic,N,16.0,5.0,15000.0,189.0,18.0,236.3,25.0,9.0,9.0,93.0,93.0
Marlos Urnrayle,PotA,199.0,monstrosity,unique,N,8.0,3.0,3900.0,136.0,15.0,176.0,19.0,8.0,12.0,47.0,47.0
Martial Arts Adept,MPMotM,172.0,humanoid,generic,N,3.0,2.0,700.0,60.5,16.0,69.0,16.0,5.0,5.0,27.5,27.5
Martial Arts Adept,VGtM,216.0,humanoid,legacy,N,3.0,2.0,700.0,60.5,16.0,90.5,16.0,5.0,5.0,22.5,22.5
Marut,MPMotM,173.0,construct,generic,N,25.0,8.0,75000.0,432.0,22.0,582.0,26.0,20.0,20.0,125.0,125.0
Marut,MToF,213.0,construct,legacy,N,25.0,8.0,75000.0,432.0,22.0,522.0,26.0,20.0,20.0,125.0,125.0
Master of Souls,BGDiA,234.0,humanoid,generic,N,4.0,2.0,1100.0,45.0,12.0,45.0,17.0,6.0,6.0,49.333332,49.333332
Master Thief,MPMotM,174.0,humanoid,generic,N,5.0,3.0,1800.0,84.5,16.0,99.5,21.0,7.0,7.0,33.0,33.0
Master Thief,VGtM,216.0,humanoid,legacy,N,5.0,3.0,1800.0,84.5,16.0,105.0,17.0,7.0,7.0,35.0,35.0
Maurezhi,MPMotM,175.0,fiend,generic,N,7.0,3.0,2900.0,88.0,15.0,177.0,17.0,6.0,10.0,26.0,26.0
Maurezhi,MToF,133.0,fiend,legacy,N,7.0,3.0,2900.0,88.0,15.0,177.0,17.0,6.0,8.0,26.0,26.0
Maw Demon,MPMotM,176.0,fiend,generic,N,1.0,2.0,200.0,33.0,13.0,33.0,13.0,4.0,4.0,14.666667,14.666667
Maw Demon,VGtM,137.0,fiend,legacy,N,1.0,2.0,200.0,33.0,13.0,66.0,13.0,4.0,4.0,16.0,16.0
Maw of Sekolah,GoS,244.0,monstrosity,unique,L,7.0,3.0,2900.0,114.0,12.0,154.0,12.0,8.0,8.0,53.0,53.0
Meazel,MPMotM,177.0,monstrosity,generic,N,1.0,2.0,200.0,35.0,13.0,35.0,17.0,5.0,9.0,10.0,10.0
Medusa,MM,214.0,monstrosity,generic,N,6.0,3.0,2300.0,127.5,15.0,127.5,15.0,5.0,5.0,28.0,28.0
"Medusa, Theran",MOoT,206.0,monstrosity,generic,N,6.0,3.0,2300.0,127.5,15.0,127.5,19.0,5.0,9.0,30.0,30.0
Meenlock,MPMotM,178.0,fey,generic,N,2.0,2.0,450.0,31.5,15.0,46.5,16.0,4.0,4.0,7.0,7.0
Meenlock,VGtM,170.0,fey,legacy,N,2.0,2.0,450.0,31.5,15.0,31.5,17.0,4.0,4.0,7.0,7.0
Meletian Hoplite,MOoT,229.0,humanoid,generic,N,3.0,2.0,700.0,49.5,18.0,49.5,18.0,5.0,5.0,18.0,18.0
Meloon Wardragon,WDH,210.0,humanoid,unique,N,9.0,4.0,5000.0,143.0,18.0,193.0,18.0,9.0,9.0,44.0,44.0
"Mephit, Dust",MM,215.0,elemental,generic,N,0.5,2.0,100.0,17.5,12.0,34.0,12.0,4.0,4.0,4.0,4.0
"Mephit, Ice",MM,215.0,elemental,generic,N,0.5,2.0,100.0,21.0,11.0,21.0,11.0,3.0,3.0,8.0,8.0
"Mephit, Magma",MM,216.0,elemental,generic,N,0.5,2.0,100.0,22.5,11.0,22.5,11.0,3.0,3.0,17.666666,17.666666
"Mephit, Mud",MM,216.0,elemental,generic,N,0.25,2.0,50.0,27.0,11.0,27.0,11.0,3.0,3.0,4.5,4.5
"Mephit, Smoke",MM,217.0,elemental,generic,N,0.25,2.0,50.0,22.5,12.0,22.5,12.0,4.0,4.0,4.5,4.5
"Mephit, Steam",MM,217.0,elemental,generic,N,0.25,2.0,50.0,21.0,10.0,21.0,10.0,2.0,2.0,7.8333335,7.8333335
Mercion,WBtW,224.0,humanoid,unique,N,3.0,2.0,700.0,31.5,19.0,31.5,19.0,5.0,5.0,32.666668,32.666668
Merfolk,MM,218.0,humanoid,generic,N,0.125,2.0,25.0,11.0,11.0,11.0,11.0,2.0,2.0,4.5,4.5
Merfolk Salvager,GoS,244.0,humanoid,generic,N,1.0,2.0,200.0,22.0,12.0,22.0,12.0,4.0,4.0,12.0,12.0
Merregon,MPMotM,179.0,fiend,generic,N,4.0,2.0,1100.0,45.0,16.0,90.0,18.0,6.0,6.0,28.5,28.5
Merregon,MToF,166.0,fiend,legacy,N,4.0,2.0,1100.0,45.0,16.0,90.0,18.0,6.0,6.0,27.0,27.0
Merrenoloth,MPMotM,180.0,fiend,generic,N,3.0,2.0,700.0,40.5,13.0,81.0,16.0,5.0,5.0,8.0,8.0
Merrenoloth,MToF,249.0,fiend,legacy,N,3.0,2.0,700.0,40.5,13.0,80.0,15.0,5.0,5.0,27.0,27.0
Merrow,MM,219.0,monstrosity,generic,N,2.0,2.0,450.0,45.0,13.0,45.0,13.0,6.0,6.0,17.666666,17.666666
Merrow Shallowpriest,EGtW,294.0,monstrosity,generic,N,4.0,2.0,1100.0,75.0,15.0,75.0,15.0,5.0,5.0,56.0,56.0
Metallic Peacekeeper,FToD,210.0,construct,generic,N,4.0,2.0,1100.0,68.0,17.0,68.0,17.0,5.0,5.0,33.0,33.0
Metallic Warbler,FToD,210.0,construct,generic,N,0.25,2.0,50.0,14.0,14.0,14.0,14.0,4.0,4.0,4.5,4.5
Mezzoloth,MM,313.0,fiend,generic,N,5.0,3.0,1800.0,75.0,18.0,112.5,20.0,7.0,7.0,32.666668,32.666668
Miirym,CM,16.0,undead,unique,L,22.0,7.0,41000.0,262.5,10.0,472.5,14.0,10.0,10.0,181.5,181.5
Mimic,MM,220.0,monstrosity,generic,N,2.0,2.0,450.0,58.5,12.0,58.5,12.0,5.0,5.0,12.0,12.0
"Mimic, Giant",WDH,122.0,monstrosity,generic,N,3.0,2.0,700.0,75.0,12.0,75.0,12.0,5.0,9.0,26.0,26.0
Mind Drinker Vampire,GGtR,224.0,undead,generic,N,4.0,2.0,1100.0,55.0,14.0,55.0,20.0,6.0,6.0,24.0,24.0
Mind Flayer,MM,222.0,aberration,generic,N,7.0,3.0,2900.0,71.5,15.0,71.5,19.0,7.0,7.0,52.666668,52.666668
Mind Flayer Arcanist,MM,222.0,aberration,generic,N,8.0,3.0,3900.0,71.5,15.0,71.5,24.0,7.0,7.0,82.0,82.0
Mind Flayer Lich,VGtM,172.0,undead,legendary,L,22.0,7.0,41000.0,135.0,17.0,356.3,26.0,12.0,12.0,158.66667,158.66667
Mind Flayer Psion,VGtM,71.0,aberration,generic,N,8.0,3.0,3900.0,71.5,15.0,71.5,19.0,7.0,7.0,52.666668,52.666668
"Mind Flayer, Vampiric",VRGtR,252.0,undead,generic,N,5.0,3.0,1800.0,85.0,15.0,85.0,17.0,7.0,7.0,38.0,38.0
Mind Mage,GGtR,233.0,humanoid,generic,N,5.0,3.0,1800.0,49.5,15.0,49.5,15.0,8.0,8.0,55.333332,55.333332
Mindwitness,MPMotM,181.0,aberration,generic,N,5.0,3.0,1800.0,75.0,15.0,75.0,15.0,5.0,5.0,36.0,36.0
Mindwitness,VGtM,176.0,aberration,legacy,N,5.0,3.0,1800.0,75.0,15.0,75.0,17.0,5.0,5.0,36.0,36.0
Minotaur,MM,223.0,monstrosity,generic,N,3.0,2.0,700.0,76.5,14.0,76.5,14.0,6.0,6.0,24.333334,24.333334
Minotaur Living Crystal Statue,GoS,245.0,construct,unique,N,6.0,3.0,2300.0,136.0,15.0,136.0,15.0,7.0,7.0,41.0,41.0
Miraj Vizann,PotA,198.0,humanoid,unique,N,6.0,3.0,2300.0,82.5,13.0,82.5,17.0,7.0,7.0,68.666664,68.666664
Mirt,WDH,211.0,humanoid,unique,N,9.0,4.0,5000.0,153.0,16.0,153.0,19.0,9.0,9.0,52.0,52.0
Mister Light,WBtW,26.0,humanoid,unique,N,3.0,2.0,700.0,77.0,13.0,87.0,13.0,5.0,5.0,22.0,22.0
Mister Witch,WBtW,25.0,humanoid,unique,N,3.0,2.0,700.0,82.5,10.0,92.5,10.0,4.0,4.0,22.0,22.0
Molliver,WBtW,226.0,humanoid,unique,N,3.0,2.0,700.0,60.0,15.0,69.0,16.0,5.0,5.0,27.0,27.0
Moloch,MPMotM,183.0,fiend,unique,L,21.0,7.0,33000.0,253.0,19.0,403.0,23.0,15.0,15.0,145.0,145.0
Moloch,MToF,176.0,fiend,legacy,L,21.0,7.0,33000.0,253.0,19.0,403.0,23.0,15.0,15.0,139.0,139.0
Molydeus,MPMotM,184.0,fiend,legendary,L,21.0,7.0,33000.0,216.0,19.0,306.0,23.0,16.0,16.0,181.5,181.5
Molydeus,MToF,134.0,fiend,legacy,L,21.0,7.0,33000.0,216.0,19.0,306.0,23.0,16.0,16.0,144.0,144.0
Monastic High Curator,CRCotN,201.0,humanoid,generic,N,10.0,4.0,5900.0,130.0,19.0,130.0,19.0,10.0,10.0,69.666664,88.333336
Monastic Infiltrator,CRCotN,202.0,humanoid,generic,N,6.0,3.0,2300.0,112.5,18.0,112.5,18.0,8.0,8.0,42.0,42.0
Monastic Operative,CRCotN,202.0,humanoid,generic,N,5.0,3.0,1800.0,84.5,17.0,84.5,17.0,7.0,7.0,39.5,39.5
Mongrelfolk,CoS,234.0,humanoid,generic,N,0.25,2.0,50.0,26.0,11.0,26.0,11.0,3.0,3.0,6.0,6.0
Monodrone,MM,224.0,construct,generic,N,0.125,2.0,25.0,5.5,15.0,5.5,15.0,3.0,3.0,4.5,4.5
Moonstone Dragon Wyrmling,FToD,213.0,dragon,generic,N,2.0,2.0,450.0,39.0,17.0,39.0,21.0,5.0,5.0,19.666666,19.666666
"Moonstone Dragon, Adult",FToD,212.0,dragon,legendary,L,15.0,5.0,13000.0,195.5,19.0,285.5,21.0,10.0,10.0,92.833336,92.833336
"Moonstone Dragon, Adult",FToD,212.0,dragon,legendary,LL,16.0,5.0,15000.0,195.5,19.0,330.5,21.0,10.0,10.0,92.833336,92.833336
"Moonstone Dragon, Ancient",FToD,211.0,dragon,legendary,L,21.0,7.0,33000.0,330.0,20.0,420.0,22.0,13.0,13.0,107.833336,107.833336
"Moonstone Dragon, Ancient",FToD,211.0,dragon,legendary,LL,22.0,7.0,41000.0,330.0,20.0,465.0,22.0,13.0,13.0,107.833336,107.833336
"Moonstone Dragon, Young",FToD,213.0,dragon,generic,N,8.0,3.0,3900.0,144.5,18.0,144.5,20.0,7.0,7.0,54.0,54.0
Moorbounder,EGtW,295.0,beast,generic,N,1.0,2.0,200.0,30.0,13.0,30.0,13.0,6.0,6.0,14.0,14.0
"Moorbounder, Bristled",EGtW,295.0,beast,generic,N,3.0,2.0,700.0,52.5,15.0,52.5,15.0,6.0,6.0,25.0,25.0
Mordakhesh,ERftLW,301.0,fiend,legendary,L,15.0,5.0,13000.0,170.0,18.0,212.5,18.0,10.0,10.0,122.0,122.0
Morkoth,MPMotM,186.0,aberration,generic,N,11.0,4.0,7200.0,165.0,17.0,195.0,19.0,9.0,9.0,56.0,66.0
Morkoth,VGtM,178.0,aberration,legacy,N,11.0,4.0,7200.0,130.0,17.0,130.0,19.0,9.0,9.0,91.666664,91.666664
Mortlock Vanthampur,BGDiA,26.0,humanoid,unique,N,3.0,2.0,700.0,90.0,12.0,90.0,12.0,6.0,6.0,28.0,28.0
Mountain Goat,IDRotF,304.0,beast,generic,N,0.125,2.0,25.0,13.0,11.0,13.0,11.0,4.0,4.0,6.6666665,6.6666665
Mouth of Grolantor,MPMotM,187.0,giant,generic,N,6.0,3.0,2300.0,105.0,14.0,105.0,14.0,8.0,8.0,55.5,55.5
Mouth of Grolantor,VGtM,149.0,giant,legacy,N,6.0,3.0,2300.0,105.0,14.0,127.5,14.0,8.0,8.0,45.3,45.3
Mr. Dory,GoS,246.0,aberration,unique,N,10.0,4.0,5900.0,170.0,18.0,170.0,18.0,9.0,9.0,64.0,64.0
Muiral,WDotMM,314.0,monstrosity,unique,L,13.0,5.0,10000.0,195.5,16.0,285.0,21.0,9.0,9.0,105.0,105.0
Mule,MM,333.0,beast,generic,N,0.125,2.0,25.0,11.0,10.0,11.0,10.0,2.0,2.0,4.5,4.5
Mummy,MM,228.0,undead,generic,N,3.0,2.0,700.0,58.5,11.0,116.0,11.0,5.0,5.0,20.0,20.0
Mummy Lord,MM,229.0,undead,legendary,L,15.0,5.0,13000.0,97.5,17.0,145.5,21.0,9.0,9.0,157.0,157.0
Mummy Lord,MM,229.0,undead,legendary,LL,16.0,5.0,15000.0,97.5,17.0,175.5,21.0,9.0,9.0,166.33333,166.33333
Mwaxanaré,ToA,228.0,humanoid,unique,N,0.125,2.0,25.0,13.5,10.0,13.5,10.0,5.0,5.0,5.0,5.0
Myconid Adult,MM,232.0,plant,generic,N,0.5,2.0,100.0,22.0,12.0,22.0,12.0,2.0,2.0,10.0,10.0
Myconid Sovereign,MM,232.0,plant,generic,N,2.0,2.0,450.0,60.0,13.0,60.0,13.0,3.0,3.0,15.0,15.0
Nabassu,MPMotM,188.0,fiend,generic,N,15.0,5.0,13000.0,190.0,18.0,237.5,20.0,11.0,11.0,79.5,79.5
Nabassu,MToF,135.0,fiend,legacy,N,15.0,5.0,13000.0,190.0,18.0,286.3,20.0,11.0,11.0,62.0,62.0
Naergoth Bladelord,RoT,90.0,undead,unique,N,11.0,4.0,7200.0,135.0,18.0,168.8,18.0,9.0,9.0,60.0,60.0
"Naga, Bone",MM,233.0,undead,generic,N,4.0,2.0,1100.0,58.5,15.0,58.5,15.0,5.0,5.0,44.0,44.0
"Naga, Guardian",MM,234.0,monstrosity,generic,N,10.0,4.0,5900.0,127.5,18.0,127.5,18.0,8.0,8.0,84.0,84.0
"Naga, Spirit",MM,234.0,monstrosity,generic,N,8.0,3.0,3900.0,75.0,15.0,75.0,17.0,6.0,6.0,70.0,70.0
Nagpa,MPMotM,189.0,monstrosity,generic,N,17.0,6.0,18000.0,203.5,19.0,263.5,21.0,12.0,12.0,117.0,117.0
Nagpa,MToF,215.0,humanoid,legacy,N,17.0,6.0,18000.0,187.0,19.0,257.0,21.0,12.0,12.0,105.0,105.0
Naiad,MOoT,236.0,fey,generic,N,2.0,2.0,450.0,31.5,15.0,31.5,17.0,6.0,6.0,18.0,18.0
Nalfeshnee,MM,62.0,fiend,generic,N,13.0,5.0,10000.0,184.0,18.0,230.0,22.0,10.0,10.0,62.0,62.0
Narrak,OotA,232.0,humanoid,unique,N,2.0,2.0,450.0,40.5,15.0,50.0,17.0,5.0,5.0,21.333334,21.333334
Narzugon,MPMotM,190.0,fiend,generic,N,13.0,5.0,10000.0,112.5,20.0,140.6,24.0,10.0,10.0,114.0,114.0
Narzugon,MToF,167.0,fiend,legacy,N,13.0,5.0,10000.0,112.5,20.0,265.0,24.0,10.0,10.0,54.0,54.0
Nass Lantomir's Ghost,IDRotF,276.0,undead,unique,N,6.0,3.0,2300.0,45.0,11.0,112.5,11.0,6.0,6.0,36.0,36.0
Necrichor,VRGtR,238.0,undead,generic,N,7.0,3.0,2900.0,67.5,12.0,215.0,14.0,5.0,5.0,24.0,46.5
Necromite of Myrkul,BGDiA,234.0,humanoid,generic,N,0.5,2.0,100.0,13.0,11.0,13.0,11.0,5.0,5.0,8.0,8.0
Neogi,MPMotM,192.0,aberration,generic,N,3.0,2.0,700.0,33.0,15.0,43.0,15.0,5.0,5.0,36.5,36.5
Neogi,VGtM,180.0,aberration,legacy,N,3.0,2.0,700.0,33.0,15.0,33.0,17.0,5.0,5.0,28.0,28.0
Neogi Hatchling,MPMotM,191.0,aberration,generic,N,0.125,2.0,25.0,7.5,11.0,7.5,11.0,3.0,3.0,7.0,7.0
Neogi Hatchling,VGtM,179.0,aberration,legacy,N,0.125,2.0,25.0,7.5,11.0,7.5,11.0,3.0,3.0,10.5,10.5
Neogi Master,MPMotM,192.0,aberration,generic,N,4.0,2.0,1100.0,71.5,15.0,81.5,15.0,6.0,6.0,29.0,29.0
Neogi Master,VGtM,180.0,aberration,legacy,N,4.0,2.0,1100.0,71.5,15.0,71.5,18.0,5.0,5.0,28.0,28.0
Neothelid,MPMotM,193.0,aberration,generic,N,13.0,5.0,10000.0,232.5,16.0,232.5,20.0,13.0,13.0,45.0,66.0
Neothelid,VGtM,181.0,aberration,legacy,N,13.0,5.0,10000.0,325.5,16.0,325.5,20.0,13.0,13.0,69.333336,69.333336
Nereid,TftYP,240.0,fey,unique,N,2.0,2.0,450.0,44.0,13.0,44.0,18.0,5.0,10.0,18.666666,18.666666
Nergaliid,EGtW,296.0,fiend,generic,N,3.0,2.0,700.0,42.0,12.0,126.0,16.0,6.0,6.0,11.333333,11.333333
Neronvain,RoT,91.0,humanoid,unique,N,9.0,4.0,5000.0,117.0,17.0,117.0,17.0,7.0,7.0,40.0,40.0
Night Blade,BGDiA,233.0,humanoid,generic,N,0.25,2.0,50.0,11.0,12.0,11.0,12.0,4.0,4.0,8.0,8.0
Nightmare,MM,235.0,fiend,generic,N,3.0,2.0,700.0,68.0,13.0,68.0,13.0,6.0,6.0,20.0,20.0
Nightmare Shepherd,MOoT,221.0,fiend,generic,N,11.0,4.0,7200.0,133.0,18.0,226.3,20.0,8.0,8.0,79.0,79.0
Nightwalker,MPMotM,194.0,undead,generic,N,20.0,6.0,25000.0,337.5,14.0,357.5,14.0,12.0,12.0,102.5,102.5
Nightwalker,MToF,216.0,undead,legacy,N,20.0,6.0,25000.0,297.0,14.0,371.3,14.0,12.0,14.0,84.0,84.0
Nilbog,MPMotM,195.0,fey,generic,N,1.0,2.0,200.0,7.0,13.0,57.8,17.0,4.0,8.0,5.5,5.5
Nilbog,VGtM,182.0,humanoid,legacy,N,1.0,2.0,200.0,7.0,13.0,46.0,17.0,4.0,8.0,5.0,5.0
Nimblewright,WDH,212.0,construct,generic,N,4.0,2.0,1100.0,45.0,18.0,45.0,21.0,6.0,6.0,22.0,22.0
Nine-Fingers Keene,BGDiA,170.0,humanoid,unique,N,5.0,3.0,1800.0,84.5,15.0,99.5,17.0,7.0,9.0,36.0,36.0
Nintra Siotta,CM,197.0,fey,unique,LL,16.0,5.0,15000.0,306.0,17.0,396.0,19.0,12.0,12.0,62.666668,62.666668
Niv-Mizzet,GGtR,214.0,dragon,unique,L,26.0,8.0,90000.0,370.5,22.0,575.6,31.0,17.0,17.0,186.66667,186.66667
Noble,MM,348.0,humanoid,generic,N,0.125,2.0,25.0,9.0,15.0,9.0,16.0,3.0,3.0,5.5,5.5
Nosferatu,VRGtR,239.0,undead,generic,N,8.0,3.0,3900.0,85.5,17.0,148.5,19.0,8.0,8.0,39.5,39.5
Nothic,MM,236.0,aberration,generic,N,2.0,2.0,450.0,45.0,15.0,45.0,15.0,4.0,4.0,12.0,12.0
Nupperibo,BGDiA,239.0,fiend,generic,N,0.5,2.0,100.0,11.0,13.0,22.0,13.0,5.0,5.0,10.0,10.0
Nupperibo,MPMotM,196.0,fiend,generic,N,0.5,2.0,100.0,11.0,13.0,11.0,13.0,5.0,5.0,16.5,16.5
Nupperibo,MToF,168.0,fiend,legacy,N,0.5,2.0,100.0,11.0,13.0,22.0,13.0,5.0,5.0,9.0,9.0
Nycaloth,MM,314.0,fiend,generic,N,9.0,4.0,5000.0,123.5,18.0,184.5,20.0,9.0,9.0,44.0,44.0
Nyx-Fleece Ram,MOoT,233.0,monstrosity,generic,N,1.0,2.0,200.0,27.5,14.0,27.5,16.0,5.0,5.0,12.666667,12.666667
Oblex Spawn,MPMotM,197.0,ooze,generic,N,0.25,2.0,50.0,18.0,13.0,18.0,13.0,5.0,5.0,8.0,8.0
Oblex Spawn,MToF,217.0,ooze,legacy,N,0.25,2.0,50.0,18.0,13.0,18.0,13.0,5.0,5.0,8.0,8.0
"Oblex, Adult",MPMotM,198.0,ooze,generic,N,5.0,3.0,1800.0,75.0,14.0,75.0,14.0,7.0,7.0,54.0,54.0
"Oblex, Adult",MToF,218.0,ooze,legacy,N,5.0,3.0,1800.0,75.0,14.0,75.0,14.0,7.0,7.0,30.0,30.0
"Oblex, Elder",MPMotM,199.0,ooze,generic,N,10.0,4.0,5900.0,115.0,16.0,115.0,16.0,7.0,7.0,106.0,106.0
Occult Extollant,CRCotN,204.0,humanoid,generic,N,6.0,3.0,2300.0,91.0,15.0,91.0,15.0,7.0,7.0,57.5,57.5
Occult Initiate,CRCotN,205.0,humanoid,generic,N,2.0,2.0,450.0,66.0,15.0,66.0,15.0,4.0,4.0,15.333333,15.333333
Occult Silvertongue,CRCotN,205.0,humanoid,generic,N,8.0,3.0,3900.0,127.5,16.0,127.5,18.0,8.0,8.0,55.0,55.0
Oceanus,GoS,246.0,humanoid,unique,N,0.5,2.0,100.0,30.0,12.0,30.0,12.0,4.0,4.0,6.0,6.0
Ochre Jelly,MM,243.0,ooze,generic,N,2.0,2.0,450.0,45.0,8.0,45.0,8.0,4.0,4.0,12.5,12.5
"Octopus, Giant",MM,326.0,beast,generic,N,1.0,2.0,200.0,52.0,11.0,52.0,11.0,5.0,5.0,10.0,10.0
Ogre,MM,237.0,giant,generic,N,2.0,2.0,450.0,59.5,11.0,59.5,11.0,6.0,6.0,13.0,13.0
Ogre Battering Ram,MPMotM,200.0,giant,generic,N,4.0,2.0,1100.0,76.5,11.0,76.5,11.0,6.0,6.0,45.0,45.0
Ogre Battering Ram,MToF,220.0,giant,legacy,N,4.0,2.0,1100.0,59.5,14.0,59.5,18.0,6.0,10.0,31.0,31.0
Ogre Bolt Launcher,MPMotM,200.0,giant,generic,N,2.0,2.0,450.0,59.5,13.0,59.5,13.0,3.0,3.0,17.5,17.5
Ogre Bolt Launcher,MToF,220.0,giant,legacy,N,2.0,2.0,450.0,59.5,13.0,59.5,13.0,3.0,3.0,17.0,17.0
Ogre Chain Brute,MPMotM,201.0,giant,generic,N,3.0,2.0,700.0,59.5,11.0,73.5,11.0,6.0,6.0,15.666667,15.666667
Ogre Chain Brute,MToF,221.0,giant,legacy,N,3.0,2.0,700.0,59.5,11.0,59.5,11.0,6.0,6.0,16.0,16.0
Ogre Howdah,MPMotM,201.0,giant,generic,N,2.0,2.0,450.0,59.5,15.0,59.5,15.0,6.0,6.0,11.0,11.0
Ogre Howdah,MToF,221.0,giant,legacy,N,2.0,2.0,450.0,59.5,13.0,59.5,13.0,6.0,6.0,11.0,11.0
Ogre Zombie,MM,316.0,undead,generic,N,2.0,2.0,450.0,85.5,8.0,85.5,8.0,6.0,6.0,13.0,13.0
Ogremoch,PotA,216.0,elemental,unique,LL,20.0,6.0,25000.0,526.5,20.0,616.5,26.0,14.0,18.0,78.0,78.0
Oinoloth,MPMotM,202.0,fiend,generic,N,12.0,4.0,8400.0,119.0,17.0,148.8,23.0,8.0,12.0,86.0,86.0
