Monster,Book,Page,Type,Size,Category,Legendary,CR,PB,XP,Str Mod,Dex Mod,Con Mod,Int Mod,Wis Mod,Cha Mod,Str Save,Dex Save,Con Save,Int Save,Wis Save,Cha Save,Blinded,Charmed,Deafened,Exhaustion,Frightened,Grappled,Incapacitated,Invisible,Paralyzed,Petrified,Poisoned,Prone,Restrained,Stunned,Unconscious,Bludgeoning,Piercing,Slashing,Acid,Cold,Fire,Force,Lightning,Necrotic,Poison,Psychic,Radiant,Thunder,Initiative,AC,adj AC,HP,adj HP,SB,adj SB,AB,adj AB,DPR,adj DPR,Save DC
Piercer,MM,252.0,monstrosity,medium,generic,N,0.5,2,100.0,0.0,1.0,3.0,-5.0,-2.0,-4.0,0,1,3,-5,-2,-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,15.0,15.0,22.5,12.5,-1.2,-1.2,3.0,3.0,7.0,7.0,
Pit Fiend,MM,77.0,fiend,large,generic,N,20.0,6,25000.0,8.0,2.0,7.0,6.0,4.0,7.0,8,8,13,6,10,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,1.0,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2,19.0,19.0,300.0,300.0,8.7,12.7,14.0,14.0,120.0,120.0,21.0
Pixie,MM,253.0,fey,tiny,generic,N,0.25,2,50.0,-4.0,5.0,-1.0,0.0,2.0,2.0,-4,5,-1,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,15.0,19.0,1.5,1.5,0.7,4.7,4.0,4.0,0.0,0.0,12.0
Planetar,MM,17.0,celestial,large,generic,N,16.0,5,15000.0,7.0,5.0,7.0,4.0,6.0,7.0,7,5,12,4,11,12,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5,19.0,19.0,200.0,250.0,8.5,12.5,12.0,12.0,86.0,86.0,20.0
Plesiosaurus,MM,80.0,beast,large,generic,N,2.0,2,450.0,4.0,2.0,3.0,-4.0,1.0,-3.0,4,2,3,-4,1,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,13.0,13.0,68.0,68.0,0.5,0.5,6.0,6.0,14.5,14.5,
Poisonous Snake,MM,334.0,beast,tiny,generic,N,0.125,2,25.0,-4.0,3.0,0.0,-5.0,0.0,-4.0,-4,3,0,-5,0,-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,13.0,13.0,2.5,2.5,-1.7,-1.7,5.0,5.0,6.0,6.0,10.0
Polar Bear,MM,334.0,beast,large,generic,N,2.0,2,450.0,5.0,0.0,3.0,-4.0,1.0,-2.0,5,0,3,-4,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,12.0,12.0,42.5,42.5,0.5,0.5,7.0,7.0,21.5,21.5,
Poltergeist,MM,279.0,undead,medium,generic,N,2.0,2,450.0,-5.0,2.0,0.0,0.0,0.0,0.0,-5,2,0,0,0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.7,0.7,0.7,0.5,0.5,0.5,1.0,0.5,0.0,0.0,1.0,1.0,0.5,2,12.0,12.0,22.5,22.5,-0.5,-0.5,4.0,4.0,10.5,10.5,
Pony,MM,335.0,beast,medium,generic,N,0.125,2,25.0,2.0,0.0,1.0,-4.0,0.0,-2.0,2,0,1,-4,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,10.0,10.0,11.0,11.0,-0.5,-0.5,4.0,4.0,7.0,7.0,
Priest,MM,348.0,humanoid,medium,generic,N,2.0,2,450.0,0.0,0.0,1.0,1.0,3.0,1.0,0,0,1,1,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,13.0,13.0,27.5,27.5,1.0,1.0,5.0,5.0,39.833332,39.833332,13.0
Pseudodragon,MM,254.0,dragon,tiny,generic,N,0.25,2,50.0,-2.0,2.0,1.0,0.0,1.0,0.0,-2,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,13.0,13.0,7.0,7.0,0.3,4.3,4.0,4.0,4.5,4.5,
Psychic Gray Ooze,MM,240.0,ooze,medium,generic,N,0.5,2,100.0,1.0,-2.0,3.0,-2.0,-2.0,-4.0,1,-2,3,-2,-2,-4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2,8.0,8.0,22.5,22.5,-1.0,-1.0,3.0,3.0,11.5,11.5,
Pteranodon,MM,80.0,beast,medium,generic,N,0.25,2,50.0,1.0,2.0,0.0,-4.0,-1.0,-3.0,1,2,0,-4,-1,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,13.0,17.0,13.5,13.5,-0.8,-0.8,3.0,3.0,6.0,6.0,
Purple Worm,MM,255.0,monstrosity,gargantuan,generic,N,15.0,5,13000.0,9.0,-2.0,6.0,-5.0,-1.0,-3.0,9,-2,11,-5,4,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2,18.0,18.0,247.5,247.5,2.3,2.3,14.0,14.0,98.0,98.0,19.0
Quadrone,MM,226.0,construct,medium,generic,N,1.0,2,200.0,1.0,2.0,1.0,0.0,0.0,0.0,1,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,16.0,20.0,22.0,22.0,0.7,0.7,4.0,4.0,20.0,20.0,
Quaggoth,MM,256.0,humanoid,medium,generic,N,2.0,2,450.0,3.0,1.0,3.0,-2.0,1.0,-2.0,3,1,3,-2,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1,13.0,13.0,45.0,45.0,0.7,0.7,5.0,5.0,13.0,13.0,
Quaggoth Spore Servant,MM,230.0,plant,medium,generic,N,1.0,2,200.0,3.0,1.0,3.0,-4.0,-2.0,-5.0,3,1,3,-4,-2,-5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1,13.0,13.0,45.0,45.0,-0.7,-0.7,5.0,5.0,12.0,12.0,
Quaggoth Thonot,MM,256.0,humanoid,medium,generic,N,3.0,2,700.0,3.0,1.0,3.0,-2.0,1.0,-2.0,3,1,3,-2,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1,13.0,13.0,45.0,45.0,0.7,0.7,5.0,5.0,21.666666,21.666666,
Quasit,MM,63.0,fiend,tiny,generic,N,1.0,2,200.0,-3.0,3.0,0.0,-2.0,0.0,0.0,-3,3,0,-2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0,3,13.0,13.0,7.5,15.0,-0.3,3.7,4.0,4.0,9.0,9.0,
Rakshasa,MM,257.0,fiend,medium,generic,N,13.0,5,10000.0,2.0,3.0,4.0,1.0,3.0,5.0,2,3,4,1,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,16.0,16.0,110.5,165.8,3.0,7.0,7.0,7.0,18.0,18.0,18.0
Red Dragon Wyrmling,MM,98.0,dragon,medium,generic,N,4.0,2,1100.0,4.0,0.0,3.0,1.0,0.0,2.0,4,2,5,1,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,17.0,17.0,75.0,75.0,3.0,3.0,6.0,6.0,24.0,24.0,13.0
Red Slaad,MM,276.0,aberration,large,generic,N,5.0,3,1800.0,3.0,1.0,3.0,-2.0,-2.0,-2.0,3,1,3,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1,14.0,14.0,93.5,185.3,0.2,4.2,6.0,6.0,22.0,22.0,
Reef Shark,MM,336.0,beast,medium,generic,N,0.5,2,100.0,2.0,1.0,1.0,-5.0,0.0,-3.0,2,1,1,-5,0,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,12.0,12.0,22.0,22.0,-0.7,-0.7,4.0,5.0,6.0,6.0,
Remorhaz,MM,258.0,monstrosity,huge,generic,N,11.0,4,7200.0,7.0,1.0,5.0,-3.0,0.0,-3.0,7,1,5,-3,0,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,17.0,17.0,195.5,195.5,1.2,1.2,11.0,11.0,85.5,85.5,
Revenant,MM,259.0,undead,medium,generic,N,5.0,3,1800.0,4.0,2.0,4.0,1.0,3.0,4.0,7,2,7,1,6,7,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.5,1.0,1.0,2,13.0,13.0,136.0,166.0,5.0,5.0,7.0,7.0,22.0,22.0,15.0
Rhinoceros,MM,336.0,beast,large,generic,N,2.0,2,450.0,5.0,-1.0,2.0,-4.0,1.0,-2.0,5,-1,2,-4,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,11.0,11.0,45.0,45.0,0.2,0.2,7.0,7.0,17.0,17.0,15.0
Riding Horse,MM,336.0,beast,large,generic,N,0.25,2,50.0,3.0,0.0,1.0,-4.0,0.0,-2.0,3,0,1,-4,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,10.0,10.0,13.0,13.0,-0.3,-0.3,5.0,5.0,8.0,8.0,
Roc,MM,260.0,monstrosity,gargantuan,generic,N,11.0,4,7200.0,9.0,0.0,5.0,-4.0,0.0,-1.0,9,4,9,-4,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,15.0,16.0,248.0,248.0,4.2,4.2,13.0,15.0,50.0,50.0,
Roper,MM,261.0,monstrosity,large,generic,N,5.0,3,1800.0,4.0,-1.0,3.0,-2.0,3.0,-2.0,4,-1,3,-2,3,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,20.0,20.0,93.5,153.5,0.8,0.8,7.0,11.0,22.0,22.0,
Rug of Smothering,MM,20.0,construct,large,generic,N,2.0,2,450.0,3.0,2.0,0.0,-5.0,-4.0,-5.0,3,2,0,-5,-4,-5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2,12.0,12.0,33.0,66.0,-1.5,-1.5,5.0,5.0,10.0,21.0,
Rust Monster,MM,262.0,monstrosity,medium,generic,N,0.5,2,100.0,1.0,1.0,1.0,-4.0,1.0,-2.0,1,1,1,-4,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,14.0,14.0,27.5,27.5,-0.3,-0.3,3.0,3.0,5.0,5.0,
Sahuagin,MM,263.0,humanoid,medium,generic,N,0.5,2,100.0,1.0,0.0,1.0,1.0,1.0,-1.0,1,0,1,1,1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,12.0,12.0,22.0,22.0,0.5,0.5,3.0,7.0,8.0,8.0,
Sahuagin Baron,MM,264.0,humanoid,large,generic,N,5.0,3,1800.0,4.0,2.0,3.0,2.0,1.0,3.0,4,5,6,5,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,16.0,16.0,76.5,76.5,4.5,4.5,7.0,11.0,35.0,35.0,
Sahuagin Priestess,MM,264.0,humanoid,medium,generic,N,2.0,2,450.0,1.0,0.0,1.0,1.0,2.0,1.0,1,0,1,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,12.0,12.0,33.0,33.0,1.0,1.0,4.0,8.0,27.333334,27.333334,12.0
Salamander,MM,266.0,elemental,large,generic,N,5.0,3,1800.0,4.0,2.0,2.0,0.0,0.0,1.0,4,2,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,15.0,15.0,90.0,135.0,1.5,1.5,7.0,7.0,41.5,41.5,
Satyr,MM,267.0,fey,medium,generic,N,0.5,2,100.0,1.0,3.0,0.0,1.0,0.0,2.0,1,3,0,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,14.0,14.0,31.5,31.5,1.2,5.2,3.0,3.0,6.0,6.0,
Scarecrow,MM,268.0,construct,medium,generic,N,1.0,2,200.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0,0,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7,0.7,0.7,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1,11.0,11.0,36.0,72.0,0.3,0.3,3.0,3.0,12.0,12.0,
Scout,MM,349.0,humanoid,medium,generic,N,0.5,2,100.0,0.0,2.0,1.0,0.0,1.0,0.0,0,2,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,13.0,13.0,16.5,16.5,0.7,0.7,4.0,4.0,12.0,12.0,
Sea Hag,MM,179.0,fey,medium,generic,N,2.0,2,450.0,3.0,1.0,3.0,1.0,1.0,1.0,3,1,3,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,14.0,14.0,52.5,52.5,1.7,1.7,5.0,5.0,10.0,10.0,
Shadow,MM,269.0,undead,medium,generic,N,0.5,2,100.0,-2.0,2.0,1.0,-2.0,0.0,-1.0,-2,2,1,-2,0,-1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.7,0.7,0.7,0.5,0.5,0.5,1.0,0.5,0.0,0.0,1.0,2.0,0.5,2,12.0,16.0,16.5,33.0,-0.3,3.7,4.0,8.0,9.0,9.0,
Shadow Demon,MM,64.0,fiend,medium,generic,N,4.0,2,1100.0,-5.0,3.0,1.0,2.0,1.0,2.0,-5,5,1,2,1,4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.7,0.7,0.7,0.5,0.0,0.5,1.0,0.0,0.5,0.0,1.0,2.0,0.5,3,13.0,17.0,66.0,132.0,1.3,5.3,5.0,9.0,17.0,17.0,
Shambling Mound,MM,270.0,plant,large,generic,N,5.0,3,1800.0,4.0,-1.0,3.0,-3.0,0.0,-3.0,4,-1,3,-3,0,-3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-1,15.0,15.0,136.0,170.0,0.0,0.0,7.0,7.0,34.666668,34.666668,14.0
Shield Guardian,MM,271.0,construct,large,generic,N,7.0,3,2900.0,4.0,-1.0,4.0,-2.0,0.0,-4.0,4,-1,4,-2,0,-4,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,-1,17.0,17.0,142.5,172.5,0.2,0.2,7.0,7.0,35.333332,35.333332,
Shrieker,MM,138.0,plant,medium,generic,N,0.0,2,10.0,-5.0,-5.0,0.0,-5.0,-4.0,-5.0,-5,-5,0,-5,-4,-5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-5,5.0,5.0,13.5,13.5,-4.0,-4.0,0.0,0.0,0.0,0.0,
Silver Dragon Wyrmling,MM,118.0,dragon,medium,generic,N,2.0,2,450.0,4.0,0.0,3.0,1.0,0.0,2.0,4,2,5,1,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,17.0,17.0,45.0,45.0,3.0,3.0,6.0,6.0,18.333334,18.333334,13.0
Skeleton,MM,272.0,undead,medium,generic,N,0.25,2,50.0,0.0,2.0,2.0,-2.0,-1.0,-3.0,0,2,2,-2,-1,-3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2,13.0,13.0,13.0,13.0,-0.3,-0.3,4.0,4.0,5.5,5.5,
Slaad Tadpole,MM,276.0,aberration,tiny,generic,N,0.125,2,25.0,-2.0,2.0,0.0,-4.0,-3.0,-4.0,-2,2,0,-4,-3,-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,2,12.0,12.0,10.0,20.0,-1.8,2.2,4.0,4.0,4.5,4.5,
Smoke Mephit,MM,217.0,elemental,small,generic,N,0.25,2,50.0,-2.0,2.0,1.0,0.0,0.0,0.0,-2,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2,12.0,12.0,22.5,22.5,0.2,0.2,4.0,4.0,4.5,4.5,
Solar,MM,18.0,celestial,large,legendary,L,21.0,7,33000.0,8.0,6.0,8.0,7.0,7.0,10.0,8,6,8,14,14,17,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,1.0,6,21.0,21.0,243.0,243.0,11.2,15.2,15.0,15.0,126.0,126.0,23.0
Spectator,MM,30.0,aberration,medium,generic,N,3.0,2,700.0,-1.0,2.0,2.0,1.0,2.0,0.0,-1,2,2,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,14.0,18.0,39.0,39.0,1.0,1.0,5.0,5.0,32.0,32.0,13.0
Specter,MM,279.0,undead,medium,generic,N,1.0,2,200.0,-5.0,2.0,0.0,0.0,0.0,0.0,-5,2,0,0,0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.7,0.7,0.7,0.5,0.5,0.5,1.0,0.5,0.0,0.0,1.0,1.0,0.5,2,12.0,12.0,22.5,45.0,-0.5,-0.5,4.0,4.0,10.5,10.5,
Spined Devil,MM,78.0,fiend,small,generic,N,2.0,2,450.0,0.0,2.0,1.0,0.0,2.0,-1.0,0,2,1,0,2,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,1.0,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2,13.0,17.0,22.5,22.5,0.7,4.7,4.0,4.0,16.0,16.0,
Spirit Naga,MM,234.0,monstrosity,large,generic,N,8.0,3,3900.0,4.0,3.0,2.0,3.0,2.0,3.0,4,6,5,3,5,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3,15.0,15.0,75.0,75.0,4.8,4.8,6.0,6.0,70.0,70.0,14.0
Sprite,MM,283.0,fey,tiny,generic,N,0.25,2,50.0,-4.0,4.0,0.0,2.0,1.0,0.0,-4,4,0,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,15.0,17.0,2.5,2.5,0.5,0.5,6.0,6.0,1.0,1.0,
Spy,MM,,humanoid,medium,generic,N,1.0,2,200.0,0.0,2.0,0.0,1.0,2.0,3.0,0,2,0,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,12.0,12.0,27.0,27.0,1.3,1.3,4.0,4.0,18.0,18.0,
Steam Mephit,MM,217.0,elemental,small,generic,N,0.25,2,50.0,-3.0,0.0,0.0,0.0,0.0,1.0,-3,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,10.0,10.0,21.0,21.0,-0.3,-0.3,2.0,2.0,7.8333335,7.8333335,10.0
Stirge,MM,284.0,beast,tiny,generic,N,0.125,2,25.0,-3.0,3.0,0.0,-4.0,-1.0,-2.0,-3,3,0,-4,-1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,14.0,14.0,2.5,2.5,-1.2,-1.2,5.0,5.0,5.5,5.5,
Stone Giant,MM,156.0,giant,huge,generic,N,7.0,3,2900.0,6.0,2.0,5.0,0.0,1.0,-1.0,6,5,8,0,4,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,17.0,17.0,126.5,126.5,3.7,3.7,9.0,9.0,39.0,39.0,17.0
