Book,Page,Type,Category,Legendary,CR,PB,XP,HP,AC,adj HP,adj AC,AB,adj AB,DPR,D-CR DMG,O-CR DMG,CR DMG,XP DMG,eHP,D-eCR,eDPR,O-eCR,eCR,eXP
MOoT,241.0,undead,generic,N,1.0,2,200.0,22.0,15.0,22.0,15.0,6.0,6.0,13.0,0.25,2.0,1.0,200.0,25.5,0.125,15.8,2.0,0.5,101.0
MM,259.0,undead,generic,N,5.0,3,1800.0,136.0,13.0,166.0,15.0,7.0,7.0,22.0,7.0,4.0,5.0,1800.0,192.2,7.0,28.1,3.0,4.0,1349.0
HotDQ,93.0,humanoid,unique,L,7.0,3,2900.0,90.0,13.0,110.0,15.0,9.0,9.0,68.0,4.0,11.0,7.0,2900.0,127.3,4.0,95.7,11.0,7.0,3046.0
MM,336.0,beast,generic,N,2.0,2,450.0,45.0,11.0,45.0,11.0,7.0,7.0,17.0,0.125,4.0,2.0,450.0,42.9,0.25,21.7,2.0,1.0,232.0
BGDiA,199.0,humanoid,unique,N,3.0,2,700.0,52.0,15.0,52.0,15.0,6.0,11.0,25.0,1.0,6.0,3.0,700.0,60.2,0.5,38.8,5.0,2.0,584.0
GoS,248.0,humanoid,generic,N,2.0,2,450.0,52.0,13.0,52.0,18.0,5.0,11.0,16.0,2.0,6.0,4.0,1100.0,69.7,0.5,24.8,3.0,2.0,432.0
MM,260.0,monstrosity,generic,N,11.0,4,7200.0,248.0,15.0,248.0,17.0,13.0,13.0,50.0,12.0,10.0,11.0,7200.0,316.5,12.0,85.5,10.0,11.0,6767.0
MM,261.0,monstrosity,generic,N,5.0,3,1800.0,93.5,20.0,153.0,20.0,7.0,11.0,22.0,8.0,6.0,7.0,2900.0,226.1,8.0,34.1,4.0,5.0,1929.0
PotA,143.0,monstrosity,generic,N,11.0,4,7200.0,93.5,20.0,213.0,20.0,7.0,7.0,54.0,11.0,8.0,9.0,5000.0,314.7,12.0,68.9,8.0,10.0,5422.0
MM,20.0,construct,generic,N,2.0,2,450.0,33.0,12.0,33.0,12.0,5.0,5.0,10.0,0.25,2.0,1.0,200.0,33.0,0.125,11.6,1.0,0.5,96.0
MToF,136.0,fiend,generic,N,2.0,2,450.0,37.5,12.0,74.0,12.0,4.0,4.0,12.0,1.0,1.0,1.0,200.0,74.0,1.0,13.2,1.0,1.0,245.0
WDH,215.0,humanoid,unique,N,3.0,2,700.0,58.5,17.0,58.0,17.0,5.0,5.0,20.0,2.0,3.0,2.0,450.0,74.0,1.0,23.2,3.0,2.0,428.0
CM,9.0,humanoid,generic,N,5.0,3,1800.0,54.0,13.0,54.0,18.0,6.0,6.0,56.0,2.0,8.0,5.0,1800.0,72.4,0.5,68.1,8.0,4.0,1231.0
MM,264.0,humanoid,generic,N,5.0,3,1800.0,76.5,16.0,76.0,18.0,10.0,10.0,35.0,3.0,7.0,5.0,1800.0,101.8,2.0,51.7,6.0,4.0,1317.0
GoS,249.0,humanoid,generic,N,6.0,3,2300.0,97.5,20.0,97.0,20.0,10.0,10.0,36.0,5.0,7.0,6.0,2300.0,143.3,4.0,53.2,6.0,5.0,1906.0
GoS,249.0,humanoid,generic,N,3.0,2,700.0,71.5,16.0,71.0,16.0,9.0,9.0,21.0,2.0,5.0,3.0,700.0,86.3,1.0,29.5,3.0,3.0,638.0
GoS,249.0,humanoid,generic,N,1.0,2,200.0,33.0,14.0,33.0,14.0,9.0,9.0,14.0,0.25,4.0,2.0,450.0,36.4,0.25,19.7,2.0,0.5,179.0
GoS,250.0,humanoid,generic,N,4.0,2,1100.0,91.0,15.0,91.0,15.0,8.0,8.0,26.0,3.0,5.0,4.0,1100.0,105.3,2.0,34.8,4.0,3.0,918.0
GoS,250.0,beast,generic,N,3.0,2,700.0,52.0,14.0,104.0,14.0,10.0,10.0,14.0,3.0,4.0,3.0,700.0,114.7,3.0,20.7,2.0,3.0,593.0
GoS,251.0,humanoid,generic,N,5.0,3,1800.0,71.5,14.0,71.0,14.0,9.0,9.0,34.0,1.0,6.0,3.0,700.0,78.3,1.0,47.8,6.0,3.0,936.0
MM,264.0,humanoid,generic,N,2.0,2,450.0,33.0,12.0,33.0,12.0,4.0,4.0,17.333334,0.25,2.0,1.0,200.0,33.0,0.125,19.1,2.0,0.5,158.0
GoS,251.0,humanoid,generic,N,5.0,3,1800.0,60.5,14.0,60.0,14.0,8.0,8.0,46.0,0.5,8.0,4.0,1100.0,66.2,0.5,61.6,7.0,4.0,1019.0
MM,266.0,elemental,generic,N,5.0,3,1800.0,90.0,15.0,135.0,15.0,7.0,7.0,41.0,5.0,6.0,5.0,1800.0,156.3,5.0,52.3,6.0,6.0,2044.0
MM,265.0,elemental,generic,N,1.0,2,200.0,22.5,14.0,44.0,14.0,3.0,3.0,15.0,0.25,2.0,1.0,200.0,48.5,0.25,15.8,2.0,1.0,191.0
MToF,223.0,elemental,generic,N,9.0,4,5000.0,168.0,17.0,168.0,17.0,9.0,9.0,60.0,8.0,10.0,9.0,5000.0,214.4,8.0,84.4,10.0,9.0,4526.0
GoS,252.0,humanoid,unique,N,1.0,2,200.0,27.0,11.0,27.0,11.0,5.0,5.0,19.0,0.0,3.0,1.0,200.0,25.7,0.125,22.0,2.0,0.5,141.0
MOoT,242.0,fey,generic,N,1.0,2,200.0,33.0,13.0,33.0,15.0,5.0,5.0,12.0,0.5,2.0,1.0,200.0,38.2,0.25,13.9,1.0,0.5,133.0
MOoT,243.0,fey,generic,N,2.0,2,450.0,38.5,15.0,38.0,17.0,6.0,6.0,25.333334,1.0,4.0,2.0,450.0,48.5,0.25,30.8,4.0,2.0,373.0
WDotMM,315.0,construct,generic,N,8.0,3,3900.0,94.5,19.0,141.0,19.0,7.0,7.0,51.0,7.0,8.0,7.0,2900.0,198.4,7.0,65.1,8.0,7.0,3229.0
MM,268.0,construct,generic,N,1.0,2,200.0,36.0,11.0,72.0,11.0,3.0,3.0,12.0,0.5,1.0,0.5,100.0,68.6,0.5,12.6,1.0,1.0,216.0
MM,327.0,beast,generic,N,3.0,2,700.0,52.5,15.0,52.0,15.0,4.0,4.0,41.0,1.0,5.0,3.0,700.0,60.2,0.5,45.2,5.0,3.0,680.0
TftYP,242.0,monstrosity,generic,N,5.0,3,1800.0,90.0,15.0,90.0,15.0,7.0,7.0,36.0,3.0,5.0,4.0,1100.0,104.2,2.0,45.9,5.0,4.0,1197.0
VGtM,189.0,humanoid,generic,N,1.0,2,200.0,32.5,11.0,32.0,11.0,4.0,4.0,12.0,0.125,1.0,0.5,100.0,30.5,0.125,13.2,1.0,0.5,101.0
IDRotF,23.0,undead,unique,N,3.0,2,700.0,75.0,12.0,90.0,12.0,5.0,5.0,26.0,2.0,3.0,2.0,450.0,90.0,2.0,30.1,4.0,3.0,677.0
MOoT,229.0,humanoid,generic,N,4.0,2,1100.0,58.5,16.0,58.0,16.0,6.0,6.0,34.0,1.0,5.0,3.0,700.0,70.5,0.5,41.3,5.0,3.0,728.0
RoT,92.0,humanoid,unique,L,11.0,4,7200.0,150.0,16.0,375.0,16.0,5.0,5.0,170.0,19.0,19.0,19.0,22000.0,455.8,17.0,196.8,20.0,19.0,22426.0
WDotMM,316.0,undead,generic,N,9.0,4,5000.0,78.0,14.0,117.0,18.0,12.0,12.0,36.0,6.0,8.0,7.0,2900.0,156.8,5.0,58.6,7.0,6.0,2299.0
MToF,225.0,humanoid,generic,N,7.0,3,2900.0,71.5,15.0,71.0,15.0,6.0,6.0,96.0,2.0,14.0,8.0,3900.0,82.2,1.0,116.7,14.0,6.0,2398.0
MM,64.0,fiend,generic,N,4.0,2,1100.0,66.0,13.0,132.0,17.0,5.0,5.0,17.0,6.0,3.0,4.0,1100.0,168.5,6.0,19.7,2.0,3.0,829.0
VGtM,190.0,monstrosity,generic,N,2.0,2,450.0,33.0,12.0,66.0,16.0,5.0,9.0,10.0,1.0,4.0,2.0,450.0,80.2,1.0,14.1,1.0,1.0,282.0
VGtM,190.0,monstrosity,generic,N,2.0,2,450.0,33.0,12.0,66.0,16.0,5.0,9.0,10.0,1.0,4.0,2.0,450.0,80.2,1.0,14.1,1.0,1.0,282.0
MM,270.0,plant,generic,N,5.0,3,1800.0,136.0,15.0,168.8,15.0,7.0,7.0,30.333334,7.0,5.0,6.0,2300.0,195.3,7.0,38.7,5.0,5.0,1891.0
MM,135.0,beast,generic,N,5.0,3,1800.0,126.5,13.0,126.0,13.0,13.0,13.0,22.0,4.0,7.0,5.0,1800.0,132.3,4.0,37.6,4.0,4.0,1245.0
MM,330.0,beast,generic,N,2.0,2,450.0,45.0,12.0,45.0,12.0,6.0,6.0,13.0,0.25,2.0,1.0,200.0,45.0,0.25,15.8,2.0,0.5,178.0
GoS,252.0,monstrosity,generic,N,2.0,2,450.0,32.5,18.0,32.0,20.0,8.0,8.0,26.0,2.0,5.0,3.0,700.0,47.3,0.25,34.8,4.0,2.0,412.0
CM,69.0,undead,unique,N,4.0,2,1100.0,31.5,13.0,83.0,13.0,5.0,5.0,24.333334,1.0,3.0,2.0,450.0,87.2,1.0,28.2,3.0,3.0,614.0
MM,271.0,construct,generic,N,7.0,3,2900.0,142.5,17.0,172.0,17.0,7.0,7.0,35.333332,8.0,5.0,6.0,2300.0,219.5,8.0,45.1,5.0,6.0,2475.0
PotA,208.0,humanoid,unique,N,4.0,2,1100.0,60.0,10.0,60.0,13.0,5.0,5.0,31.0,0.5,4.0,2.0,450.0,63.0,0.5,35.9,4.0,2.0,565.0
WDotMM,174.0,construct,unique,N,14.0,5,11500.0,310.0,20.0,310.0,20.0,8.0,8.0,176.0,17.0,21.0,19.0,22000.0,458.0,18.0,235.9,21.0,20.0,27006.0
VGtM,137.0,fiend,generic,N,8.0,3,3900.0,110.5,14.0,210.0,16.0,7.0,7.0,47.666668,10.0,7.0,8.0,3900.0,255.3,9.0,60.8,7.0,8.0,3882.0
MToF,137.0,fiend,legendary,L,18.0,6,20000.0,150.0,19.0,240.0,19.0,6.0,6.0,200.0,13.0,21.0,17.0,18000.0,337.7,13.0,243.1,21.0,18.0,20524.0
MM,118.0,dragon,generic,N,2.0,2,450.0,45.0,17.0,45.0,19.0,6.0,6.0,24.0,2.0,4.0,3.0,700.0,63.3,0.5,29.2,3.0,2.0,462.0
MM,117.0,dragon,legendary,L,16.0,5,15000.0,243.0,19.0,333.0,21.0,13.0,13.0,122.333336,19.0,20.0,19.0,22000.0,516.6,20.0,209.2,20.0,20.0,27022.0
MM,116.0,dragon,legendary,LL,23.0,7,50000.0,487.5,22.0,577.0,24.0,17.0,17.0,158.33333,26.0,24.0,25.0,75000.0,1036.2,28.0,329.2,24.0,26.0,85271.0
MM,118.0,dragon,generic,N,9.0,4,5000.0,168.0,18.0,168.0,20.0,10.0,10.0,64.666664,9.0,11.0,10.0,5900.0,248.2,9.0,95.5,11.0,10.0,5929.0
CoS,139.0,undead,unique,N,6.0,3,2300.0,136.0,13.0,166.0,15.0,7.0,7.0,46.333332,7.0,7.0,7.0,2900.0,192.2,7.0,59.1,7.0,7.0,2841.0
GGtR,197.0,fiend,generic,N,12.0,4,8400.0,157.5,17.0,196.3,21.0,10.0,10.0,60.0,11.0,10.0,10.0,5900.0,304.4,12.0,88.6,10.0,11.0,6747.0
TftYP,243.0,fey,generic,N,3.0,2,700.0,38.5,14.0,53.0,21.0,5.0,5.0,13.0,4.0,2.0,3.0,700.0,82.2,1.0,15.0,1.0,1.0,309.0
WDH,200.0,humanoid,generic,N,6.0,3,2300.0,72.0,12.0,72.0,22.0,6.0,6.0,64.666664,5.0,10.0,7.0,2900.0,117.3,3.0,78.6,9.0,6.0,2305.0
GoS,253.0,undead,generic,N,5.0,3,1800.0,142.5,13.0,142.0,15.0,6.0,6.0,36.0,5.0,5.0,5.0,1800.0,164.4,5.0,43.8,5.0,5.0,1798.0
GoS,254.0,undead,generic,N,2.0,2,450.0,60.0,13.0,120.0,13.0,4.0,4.0,11.0,4.0,1.0,2.0,450.0,126.0,4.0,12.1,1.0,2.0,382.0
TftYP,236.0,undead,generic,N,7.0,3,2900.0,115.0,17.0,115.0,20.0,8.0,8.0,45.0,6.0,8.0,7.0,2900.0,169.9,6.0,60.3,7.0,7.0,2562.0
MM,273.0,undead,generic,N,2.0,2,450.0,67.5,12.0,67.0,12.0,6.0,6.0,18.666666,0.5,3.0,2.0,450.0,67.0,0.5,22.7,3.0,2.0,380.0
GGtR,205.0,aberration,generic,N,15.0,5,13000.0,228.0,17.0,288.0,17.0,11.0,14.0,76.0,15.0,15.0,15.0,13000.0,367.6,14.0,136.5,16.0,15.0,12542.0
CM,136.0,construct,generic,N,5.0,3,1800.0,85.0,18.0,115.0,18.0,6.0,6.0,27.0,5.0,4.0,4.0,1100.0,154.1,5.0,32.8,4.0,4.0,1264.0
BGDiA,234.0,humanoid,generic,N,1.0,2,200.0,32.5,12.0,32.0,17.0,2.0,2.0,22.0,1.0,2.0,1.0,200.0,40.8,0.25,22.0,2.0,1.0,225.0
MToF,230.0,undead,legendary,L,15.0,5,13000.0,105.0,18.0,243.8,18.0,10.0,10.0,131.33333,12.0,20.0,16.0,15000.0,326.6,12.0,194.0,20.0,16.0,15846.0
GoS,254.0,aberration,generic,N,5.0,3,1800.0,93.5,14.0,93.0,14.0,7.0,7.0,32.0,2.0,5.0,3.0,700.0,102.5,2.0,40.8,5.0,4.0,1047.0
GGtR,219.0,monstrosity,generic,N,2.0,2,450.0,37.5,15.0,37.0,15.0,7.0,7.0,19.0,0.5,4.0,2.0,450.0,42.8,0.25,24.2,3.0,1.0,260.0
GGtR,220.0,monstrosity,generic,N,13.0,5,10000.0,216.0,18.0,216.0,18.0,11.0,11.0,74.0,10.0,12.0,11.0,7200.0,289.5,11.0,114.8,13.0,12.0,8307.0
PotA,191.0,humanoid,generic,N,3.0,2,700.0,44.0,12.0,44.0,15.0,5.0,5.0,56.0,0.5,7.0,4.0,1100.0,50.9,0.25,64.8,8.0,3.0,825.0
MM,276.0,aberration,generic,N,7.0,3,2900.0,123.5,15.0,229.5,17.0,8.0,8.0,36.0,11.0,6.0,8.0,3900.0,292.9,11.0,48.2,6.0,8.0,3533.0
MM,278.0,aberration,generic,N,10.0,4,5900.0,170.0,18.0,250.0,20.0,9.0,9.0,54.0,13.0,9.0,11.0,7200.0,369.4,14.0,76.0,9.0,11.0,7016.0
MM,277.0,aberration,generic,N,9.0,4,5000.0,127.5,18.0,235.5,20.0,7.0,7.0,46.0,12.0,7.0,9.0,5000.0,347.9,13.0,58.7,7.0,9.0,5107.0
MM,277.0,aberration,generic,N,8.0,3,3900.0,127.5,16.0,196.3,18.0,7.0,7.0,50.0,10.0,7.0,8.0,3900.0,263.0,10.0,63.8,8.0,9.0,4196.0
MM,276.0,aberration,generic,N,5.0,3,1800.0,93.5,14.0,184.5,14.0,6.0,6.0,22.0,7.0,4.0,5.0,1800.0,203.4,7.0,26.7,3.0,4.0,1360.0
SKT,224.0,monstrosity,unique,LL,25.0,8,75000.0,472.5,18.0,702.5,26.0,17.0,17.0,332.0,30.0,30.0,30.0,155000.0,1390.9,30.0,690.2,30.0,30.0,240002.0
VGtM,191.0,ooze,generic,N,3.0,2,700.0,32.5,14.0,64.0,14.0,5.0,5.0,31.333334,0.5,4.0,2.0,450.0,70.6,0.5,36.3,4.0,3.0,640.0
BGDiA,133.0,fey,unique,N,7.0,3,2900.0,165.0,18.0,247.5,20.0,9.0,9.0,18.0,13.0,5.0,9.0,5000.0,365.7,14.0,25.3,3.0,6.0,2315.0
ToA,222.0,beast,generic,N,3.0,2,700.0,75.0,17.0,75.0,17.0,6.0,6.0,18.0,3.0,3.0,3.0,700.0,95.7,2.0,21.9,2.0,2.0,524.0
TftYP,102.0,humanoid,unique,N,5.0,3,1800.0,58.5,11.0,116.0,17.0,4.0,4.0,36.0,5.0,4.0,4.0,1100.0,148.0,5.0,39.7,5.0,5.0,1469.0
IDRotF,308.0,construct,generic,N,3.0,2,700.0,39.0,8.0,78.0,8.0,4.0,4.0,36.0,0.25,4.0,2.0,450.0,64.2,0.5,39.7,5.0,3.0,637.0
TftYP,53.0,humanoid,unique,N,2.0,2,450.0,45.5,16.0,45.0,21.0,4.0,4.0,21.0,3.0,3.0,3.0,700.0,69.8,0.5,23.2,3.0,2.0,404.0
MM,18.0,celestial,legendary,L,21.0,7,33000.0,243.0,21.0,243.0,25.0,15.0,15.0,126.0,16.0,22.0,19.0,22000.0,458.2,18.0,237.6,21.0,20.0,27217.0
MToF,226.0,humanoid,generic,N,11.0,4,7200.0,123.5,15.0,123.0,19.0,7.0,7.0,135.0,6.0,19.0,12.0,8400.0,173.1,6.0,172.3,19.0,11.0,7455.0
VGtM,192.0,undead,generic,N,5.0,3,1800.0,76.5,10.0,106.0,10.0,6.0,6.0,40.0,2.0,6.0,4.0,1100.0,96.1,2.0,48.6,6.0,4.0,1169.0
MM,30.0,aberration,generic,N,3.0,2,700.0,39.0,14.0,39.0,16.0,5.0,5.0,32.0,0.5,4.0,2.0,450.0,47.4,0.25,37.0,4.0,2.0,439.0
MM,279.0,undead,generic,N,1.0,2,200.0,22.5,12.0,44.0,12.0,4.0,4.0,10.0,0.25,1.0,0.5,100.0,44.0,0.25,11.0,1.0,0.5,121.0
IDRotF,309.0,beast,generic,N,8.0,3,3900.0,189.0,13.0,189.0,13.0,11.0,11.0,42.0,7.0,8.0,7.0,2900.0,198.5,7.0,65.2,8.0,7.0,3233.0
GGtR,183.0,monstrosity,legendary,L,11.0,4,7200.0,136.0,17.0,136.0,22.0,8.0,8.0,82.0,8.0,13.0,10.0,5900.0,221.5,8.0,109.9,13.0,10.0,6086.0
MM,281.0,monstrosity,legendary,LL,17.0,6,18000.0,199.5,17.0,248.8,19.0,12.0,12.0,109.0,13.0,18.0,15.0,13000.0,350.0,13.0,177.5,19.0,16.0,15536.0
MM,282.0,monstrosity,legendary,LL,11.0,4,7200.0,136.0,17.0,170.0,22.0,8.0,8.0,65.0,10.0,10.0,10.0,5900.0,276.9,10.0,87.1,10.0,10.0,6030.0
MM,328.0,beast,generic,N,1.0,2,200.0,26.0,14.0,26.0,15.0,5.0,5.0,15.0,0.25,3.0,2.0,450.0,30.1,0.125,17.4,2.0,0.5,131.0
IDRotF,302.0,monstrosity,generic,N,5.0,3,1800.0,85.0,14.0,85.0,16.0,8.0,10.0,37.0,2.0,7.0,4.0,1100.0,103.3,2.0,54.7,7.0,4.0,1412.0
OotA,228.0,plant,generic,N,4.0,2,1100.0,93.5,16.0,93.0,16.0,6.0,6.0,22.0,3.0,4.0,3.0,700.0,113.0,3.0,26.7,3.0,3.0,756.0
OotA,229.0,plant,generic,N,3.0,2,700.0,65.0,15.0,75.0,15.0,6.0,6.0,22.0,2.0,4.0,3.0,700.0,86.8,1.0,26.7,3.0,2.0,580.0
MM,230.0,plant,generic,N,1.0,2,200.0,45.0,13.0,45.0,13.0,5.0,5.0,12.0,0.25,2.0,1.0,200.0,47.3,0.25,13.9,1.0,0.5,164.0
MToF,234.0,aberration,generic,N,10.0,4,5900.0,136.5,16.0,271.5,16.0,9.0,9.0,38.666668,13.0,7.0,10.0,5900.0,330.0,13.0,54.4,7.0,9.0,4489.0
MToF,235.0,aberration,legendary,L,16.0,5,15000.0,168.0,16.0,247.5,18.0,8.0,8.0,131.33333,12.0,19.0,15.0,13000.0,331.7,13.0,176.0,19.0,16.0,14594.0
MToF,236.0,aberration,generic,N,5.0,3,1800.0,71.5,14.0,71.0,14.0,7.0,11.0,50.0,1.0,9.0,5.0,1800.0,78.3,1.0,77.6,9.0,5.0,1518.0
MToF,236.0,aberration,generic,N,13.0,5,10000.0,153.0,17.0,266.3,19.0,11.0,11.0,73.666664,14.0,12.0,13.0,10000.0,374.6,14.0,114.3,13.0,14.0,10704.0
WDotMM,142.0,construct,unique,N,11.0,4,7200.0,230.0,17.0,287.5,19.0,10.0,10.0,38.0,15.0,7.0,11.0,7200.0,404.5,16.0,56.1,7.0,10.0,5678.0
OotA,,monstrosity,generic,N,1.0,2,200.0,30.0,14.0,30.0,14.0,5.0,5.0,15.0,0.125,3.0,2.0,450.0,33.1,0.125,17.4,2.0,0.5,144.0
CM,164.0,humanoid,unique,N,8.0,3,3900.0,76.5,17.0,183.0,17.0,7.0,7.0,25.5,8.0,4.0,6.0,2300.0,233.6,9.0,32.5,4.0,5.0,1900.0
MToF,239.0,construct,generic,N,16.0,5,15000.0,207.0,20.0,388.1,22.0,12.0,12.0,48.666668,21.0,10.0,15.0,13000.0,632.2,22.0,79.3,9.0,15.0,12529.0
VGtM,140.0,beast,generic,N,4.0,2,1100.0,76.0,13.0,76.0,13.0,7.0,7.0,26.0,1.0,4.0,2.0,450.0,79.8,1.0,33.2,4.0,3.0,662.0
MToF,126.0,construct,generic,N,4.0,2,1100.0,52.5,16.0,104.0,18.0,6.0,6.0,11.0,5.0,2.0,3.0,700.0,139.4,4.0,13.4,1.0,2.0,466.0
MM,156.0,giant,generic,N,7.0,3,2900.0,126.5,17.0,126.0,19.0,9.0,9.0,38.0,6.0,6.0,6.0,2300.0,177.3,6.0,53.5,6.0,6.0,2370.0
VGtM,150.0,giant,generic,N,10.0,4,5900.0,161.0,18.0,176.0,18.0,10.0,10.0,38.0,9.0,7.0,8.0,3900.0,235.9,9.0,56.1,7.0,8.0,3310.0
SKT,146.0,giant,generic,N,7.0,3,2900.0,126.5,17.0,189.0,19.0,9.0,9.0,38.0,9.0,6.0,7.0,2900.0,265.9,10.0,53.5,6.0,8.0,3555.0
MM,170.0,construct,generic,N,10.0,4,5900.0,178.5,17.0,222.5,19.0,10.0,10.0,38.0,12.0,7.0,9.0,5000.0,313.1,12.0,56.1,7.0,9.0,4394.0
ToA,231.0,construct,unique,N,12.0,4,8400.0,157.5,15.0,196.3,15.0,10.0,10.0,80.0,9.0,13.0,11.0,7200.0,227.2,8.0,118.2,14.0,11.0,6713.0
PotA,197.0,humanoid,generic,N,4.0,2,1100.0,75.0,17.0,75.0,22.0,5.0,5.0,38.0,5.0,5.0,5.0,1800.0,122.2,3.0,44.0,5.0,4.0,1344.0
MM,156.0,giant,generic,N,13.0,5,10000.0,230.0,16.0,230.0,18.0,14.0,14.0,76.0,11.0,15.0,13.0,10000.0,308.2,12.0,136.5,16.0,14.0,10517.0
VGtM,151.0,giant,legendary,LL,16.0,5,15000.0,230.0,12.0,287.5,16.0,14.0,14.0,102.0,14.0,18.0,16.0,15000.0,349.5,13.0,183.2,19.0,16.0,16003.0
CoS,239.0,undead,unique,LL,15.0,5,13000.0,144.5,16.0,422.5,18.0,9.0,9.0,130.66667,21.0,20.0,20.0,25000.0,566.2,21.0,183.9,19.0,20.0,26025.0
CoS,227.0,construct,unique,N,6.0,3,2300.0,112.5,21.0,168.0,21.0,6.0,6.0,26.0,10.0,4.0,7.0,2900.0,260.6,10.0,31.6,4.0,6.0,2059.0
VGtM,143.0,monstrosity,generic,N,1.0,2,200.0,22.5,14.0,38.0,14.0,6.0,6.0,16.0,0.25,3.0,2.0,450.0,41.9,0.25,19.4,2.0,1.0,204.0
ToA,232.0,monstrosity,generic,N,1.0,2,200.0,27.5,12.0,37.0,12.0,4.0,4.0,16.333334,0.25,2.0,1.0,200.0,37.0,0.25,18.0,2.0,0.5,167.0
MM,285.0,fiend,generic,N,4.0,2,1100.0,66.0,15.0,132.0,15.0,7.0,7.0,21.333334,5.0,4.0,4.0,1100.0,152.8,5.0,27.2,3.0,4.0,1040.0
ERftLW,304.0,fiend,unique,L,28.0,8,120000.0,475.0,22.0,706.3,31.0,18.0,18.0,239.0,30.0,29.0,29.0,135000.0,1784.7,30.0,521.7,29.0,30.0,232767.0
VGtM,133.0,beast,generic,N,5.0,3,1800.0,36.0,12.0,54.0,12.0,5.0,5.0,14.0,0.5,2.0,1.0,200.0,54.0,0.5,16.2,2.0,1.0,219.0
VGtM,217.0,humanoid,generic,N,3.0,2,700.0,66.0,17.0,66.0,17.0,6.0,6.0,32.0,2.0,4.0,3.0,700.0,84.2,1.0,38.9,5.0,3.0,819.0
MToF,241.0,undead,generic,N,8.0,3,3900.0,127.5,18.0,190.5,18.0,7.0,7.0,43.666668,9.0,6.0,7.0,2900.0,255.3,9.0,55.7,7.0,8.0,3557.0
MToF,241.0,undead,generic,N,3.0,2,700.0,45.0,16.0,90.0,12.0,6.0,6.0,16.0,2.0,3.0,2.0,450.0,90.0,2.0,19.4,2.0,2.0,438.0
ToA,232.0,humanoid,generic,N,1.0,2,200.0,40.5,14.0,40.0,14.0,5.0,5.0,14.0,0.25,2.0,1.0,200.0,44.1,0.25,16.2,2.0,0.5,179.0
HotDQ,93.0,humanoid,unique,N,5.0,3,1800.0,58.5,18.0,68.0,18.0,5.0,5.0,39.0,2.0,6.0,4.0,1100.0,91.1,2.0,45.1,5.0,4.0,1029.0
VGtM,186.0,fiend,generic,N,5.0,3,1800.0,95.0,14.0,95.0,16.0,7.0,7.0,39.0,3.0,6.0,4.0,1100.0,115.5,3.0,49.8,6.0,4.0,1437.0
ERftLW,319.0,humanoid,generic,N,2.0,2,450.0,45.5,15.0,45.0,15.0,5.0,5.0,26.0,0.5,3.0,2.0,450.0,52.1,0.25,30.1,4.0,2.0,392.0
MM,286.0,monstrosity,unique,L,30.0,9,155000.0,676.5,25.0,766.0,29.0,19.0,19.0,249.33333,30.0,30.0,30.0,155000.0,1755.7,30.0,571.5,30.0,30.0,250833.0
TftYP,244.0,undead,unique,L,13.0,5,10000.0,105.0,16.0,243.8,23.0,9.0,9.0,120.0,15.0,19.0,17.0,18000.0,416.9,16.0,168.9,18.0,17.0,17598.0
WDH,200.0,humanoid,unique,N,9.0,4,5000.0,149.5,18.0,199.0,18.0,8.0,8.0,31.333334,10.0,5.0,7.0,2900.0,266.7,10.0,42.0,5.0,7.0,2799.0
TftYP,245.0,monstrosity,unique,N,4.0,2,1100.0,102.0,13.0,102.0,13.0,5.0,5.0,28.0,3.0,4.0,3.0,700.0,107.1,3.0,32.4,4.0,3.0,868.0
TftYP,245.0,humanoid,generic,N,2.0,2,450.0,27.5,12.0,27.0,20.0,4.0,4.0,28.0,1.0,4.0,2.0,450.0,39.9,0.25,30.9,4.0,1.0,308.0
TftYP,246.0,humanoid,generic,N,2.0,2,450.0,52.0,16.0,52.0,16.0,6.0,6.0,14.0,1.0,2.0,1.0,200.0,63.2,0.5,17.0,2.0,1.0,269.0
MToF,231.0,monstrosity,generic,N,13.0,5,10000.0,255.0,18.0,318.8,18.0,11.0,11.0,51.0,17.0,10.0,13.0,10000.0,427.2,17.0,79.1,9.0,12.0,8449.0
MToF,232.0,monstrosity,generic,N,11.0,4,7200.0,225.0,17.0,281.3,17.0,10.0,10.0,53.666668,15.0,9.0,12.0,8400.0,359.0,14.0,79.3,9.0,11.0,7115.0
TftYP,173.0,giant,generic,N,7.0,3,2900.0,126.5,17.0,126.0,19.0,10.0,10.0,40.0,6.0,8.0,7.0,2900.0,177.3,6.0,59.1,7.0,7.0,2619.0
MToF,232.0,monstrosity,generic,N,9.0,4,5000.0,112.5,16.0,168.0,16.0,7.0,9.0,61.0,7.0,10.0,8.0,3900.0,204.2,7.0,85.8,10.0,9.0,4382.0
MToF,233.0,monstrosity,generic,N,7.0,3,2900.0,78.0,15.0,117.0,15.0,6.0,6.0,70.0,4.0,10.0,7.0,2900.0,135.4,4.0,85.1,10.0,7.0,2881.0
VGtM,197.0,plant,generic,N,1.0,2,200.0,27.5,14.0,42.0,14.0,3.0,3.0,8.0,0.25,0.5,0.25,50.0,46.3,0.25,8.4,0.5,0.5,97.0
GGtR,233.0,humanoid,generic,N,1.0,2,200.0,27.0,13.0,27.0,17.0,4.0,4.0,12.0,0.5,1.0,0.5,100.0,34.5,0.25,13.2,1.0,0.5,114.0
